dataset,days,mean_daily_pnl,std_daily_pnl,worst_daily_pnl,best_daily_pnl,win_day_rate_pct,observed_min_equity,observed_final_equity
full_history,948,4.917478881711817,19.00119542691893,-19.600000000000005,135.62914222047107,54.43037974683544,978.4404747914319,5661.769979862796
nonoverlap_oos,692,6.155303880449096,20.934924570927624,-19.600000000000005,135.62914222047107,55.92485549132948,1020.011082794414,5259.47028527077
