signal_date,trade_date,top_coins,bottom_coins,short_return,long_return,combined_return,cum_short_return,cum_long_return,cum_combined_return,short_equity,long_equity,combined_equity
2024-01-03,2024-01-04,"['SEI', 'YGG', 'PENDLE']","['BIGTIME', 'TRB', 'JTO']",-0.5569671782377256,3.288574385243585,1.3658036035029297,0.3080396570453058,0.6722648825286304,0.5834364477957258,30803.96570453058,67226.48825286304,58343.644779572576
2024-01-04,2024-01-05,"['TIA', 'MEME', 'APT']","['MINA', 'SEI', 'ZEN']",6.395361951338034,-4.220570363225602,1.0873957940562162,0.3277399080670134,0.6438914701342535,0.5897807111900475,32773.99080670134,64389.147013425354,58978.07111900475
2024-01-05,2024-01-06,"['PEOPLE', 'LDO', 'TRB']","['YGG', 'NEAR', 'APT']",8.360332594678129,-2.0097898419369113,3.175271376370609,0.35514005442690805,0.630950604774397,0.6085078492958201,35514.0054426908,63095.0604774397,60850.78492958201
2024-01-06,2024-01-07,"['GMT', 'JTO', 'ACE']","['TRB', 'TIA', 'LDO']",2.5312732094488215,-5.040424076373018,-1.2545754334620982,0.3641296194806383,0.5991480185813272,0.6008736593078662,36412.961948063836,59914.80185813271,60087.36593078662
2024-01-07,2024-01-08,"['GMT', 'PEOPLE', 'STX']","['JTO', 'POLYX', 'ENS']",-5.071335386849807,11.776739171566808,3.3527018923585006,0.34566338523391515,0.6697081179812607,0.6210191618541647,34566.33852339152,66970.81179812607,62101.91618541647
2024-01-08,2024-01-09,"['BIGTIME', 'STX', 'BSV']","['PEOPLE', 'GMT', 'FTT']",7.155731530856506,-8.10078344747283,-0.47252595830816224,0.3703981290817244,0.615456513613453,0.618084685108336,37039.81290817244,61545.6513613453,61808.468510833605
2024-01-09,2024-01-10,"['LDO', 'OP', 'PENDLE']","['BIGTIME', 'PEOPLE', 'GMT']",-9.92481107646919,5.276536215661132,-2.324137430404029,0.3336368145395868,0.6479312994459122,0.6037195475901384,33363.681453958685,64793.12994459122,60371.95475901383
2024-01-10,2024-01-11,"['JTO', 'ENS', 'PENDLE']","['LDO', 'FTT', 'BNB']",-19.237789350766985,-2.615806792597841,-10.926798071682413,0.269452466961852,0.6309826685036386,0.5377523317056894,26945.2466961852,63098.26685036386,53775.233170568936
2024-01-11,2024-01-12,"['ENS', 'SUI', 'PEOPLE']","['LDO', 'ARB', 'INJ']",-0.6551467044067506,-2.7472161812917264,-1.7011814428492384,0.26768715800460874,0.6136482105333604,0.5286041888302231,26768.715800460875,61364.82105333604,52860.41888302231
2024-01-12,2024-01-13,"['SUI', 'ZEN', 'BLUR']","['BSV', 'PEOPLE', 'GMT']",-7.389684978035249,1.9962394363163567,-2.6967227708594463,0.24790592030141267,0.6258980981122769,0.5143491993023216,24790.592030141266,62589.80981122769,51434.91993023216
2024-01-13,2024-01-14,"['JTO', 'PYTH', 'TIA']","['OGN', 'ACE', 'ARK']",-3.3662626193609633,0.08438639029336,-1.6409381145338016,0.23956075597512344,0.6264262709241887,0.5059090472491704,23956.075597512343,62642.627092418865,50590.90472491704
2024-01-14,2024-01-15,"['PYTH', 'ACE', 'MEME']","['OP', 'ORDI', 'BLUR']",0.3695510065173548,4.241262281524604,2.3054066440209797,0.24044605516005013,0.6529946520744574,0.517572308037156,24044.605516005013,65299.46520744574,51757.2308037156
2024-01-15,2024-01-16,"['BIGTIME', 'BLUR', 'SEI']","['JTO', 'MEME', 'KAS']",1.270909690701264,2.3161359461997377,1.793522818450501,0.24350190737598815,0.6681188959379158,0.5268550854837833,24350.190737598816,66811.88959379158,52685.50854837833
2024-01-16,2024-01-17,"['MAV', 'PENDLE', 'BLUR']","['SUI', 'XAI', 'SEI']",2.915564151942507,4.721501590926998,3.818532871434752,0.2506013616967387,0.6996641402389084,0.5469732201078072,25060.136169673868,69966.41402389084,54697.32201078072
2024-01-17,2024-01-18,"['TRB', 'XAI', 'DYDX']","['RUNE', 'ENS', 'LDO']",9.99433443657263,-4.426426173268513,2.783954131652059,0.2756472998873158,0.6686940236103993,0.5622007036680289,27564.72998873158,66869.40236103993,56220.07036680289
2024-01-18,2024-01-19,"['GAS', 'CFX', 'ARK']","['JTO', 'TRB', 'MAV']",8.003249260802255,-1.3431532782751627,3.330047991263546,0.2977080403779687,0.6597124379106462,0.5809222569073956,29770.804037796872,65971.24379106461,58092.225690739564
2024-01-19,2024-01-20,"['UMA', 'PENDLE', 'LINK']","['XAI', 'CFX', 'GAS']",4.415817911962498,0.32832985077786797,2.372073881370183,0.3108542853503316,0.6618784707736012,0.594702162034562,31085.42853503316,66187.84707736011,59470.216203456206
2024-01-20,2024-01-21,"['PYTH', 'DOGE', 'PEOPLE']","['WIF', 'UMA', 'BLUR']",1.3967531580015329,4.452041224619781,2.924397191310657,0.31519615239774545,0.6913455731493249,0.6120936153577645,31519.615239774546,69134.55731493249,61209.36153577645
2024-01-21,2024-01-22,"['ONDO', 'UMA', 'MANTA']","['WIF', 'PEOPLE', 'SEI']",8.461206728617507,-11.182221074240013,-1.3605071728112534,0.34186555045276695,0.6140377827727956,0.6037660378165024,34186.5550452767,61403.77827727956,60376.60378165024
2024-01-22,2024-01-23,"['MAV', 'SUI', 'UMA']","['WIF', 'ONDO', 'PENDLE']",-4.124979715821616,7.237039145481002,1.5560297148296929,0.3277636658412084,0.6584759374801065,0.6131608167729771,32776.36658412084,65847.59374801065,61316.081677297705
2024-01-23,2024-01-24,"['WIF', 'SUI', 'BLUR']","['ORDI', 'TRB', 'ACE']",-10.016847255826155,4.280709391243435,-2.86806893229136,0.2949320800737981,0.6866633787748956,0.5955749418821273,29493.208007379813,68666.33787748955,59557.49418821273
2024-01-24,2024-01-25,"['MANTA', 'WIF', 'ACE']","['UMA', 'CRV', 'YGG']",-1.4861384659512697,1.0555304621340245,-0.21530400190862264,0.2905489809833912,0.6939113199101834,0.5942926451978902,29054.898098339123,69391.13199101834,59429.264519789016
2024-01-25,2024-01-26,"['WIF', 'PYTH', 'ARK']","['ONDO', 'XAI', 'SUI']",5.440573842879078,15.301328760825157,10.370951301852118,0.30635651284352533,0.8000889722782217,0.6559264460218522,30635.651284352534,80008.89722782218,65592.64460218522
2024-01-26,2024-01-27,"['SUI', 'MAV', 'CFX']","['WIF', 'ARK', 'PYTH']",4.460213628402383,-0.695561781735114,1.8823259233336345,0.32002066778087057,0.7945238591671772,0.6682731195533226,32002.066778087057,79452.38591671771,66827.31195533226
2024-01-27,2024-01-28,"['ONDO', 'ALT', 'BIGTIME']","['PENDLE', 'CFX', 'SUPER']",5.014562742085575,-0.4280320454472279,2.2932653483191734,0.3360683049543836,0.7911230424412177,0.6835983954361705,33606.830495438364,79112.30424412177,68359.83954361705
2024-01-28,2024-01-29,"['CFX', 'ARK', 'AVAX']","['PEOPLE', 'XAI', 'ALT']",-2.4845099434383253,6.338260324573468,1.9268751905675712,0.3277186545010473,0.8412664803588279,0.6967704833209482,32771.865450104735,84126.64803588278,69677.04833209481
2024-01-29,2024-01-30,"['SUI', 'PENDLE', 'ALT']","['WIF', 'FXS', 'LDO']",1.250098838208524,-1.4308021087465097,-0.09035163526899281,0.3318154615935575,0.8292296218176762,0.696140939795196,33181.54615935575,82922.96218176762,69614.0939795196
2024-01-30,2024-01-31,"['MAV', 'FXS', 'PYTH']","['MANTA', 'WIF', 'ONDO']",3.312158373710576,-9.247111587943124,-2.967476607116274,0.3428057151899949,0.7525498333679169,0.6754831202542142,34280.571518999495,75254.98333679169,67548.31202542142
2024-01-31,2024-02-01,"['MINA', 'GAS', 'ACE']","['ALT', 'JTO', 'WIF']",-0.7342309529292231,-3.745792141698326,-2.2400115473137747,0.3402887295206596,0.7243608808472577,0.6603522203603645,34028.87295206596,72436.08808472576,66035.22203603644
2024-02-01,2024-02-02,"['PYTH', 'LINK', 'SUPER']","['JUP', 'WIF', 'FET']",1.2276418089625762,7.179280188640337,4.203460998801456,0.3444662562354428,0.7763647780601854,0.6881098683979319,34446.62562354428,77636.47780601855,68810.98683979319
2024-02-02,2024-02-03,"['WIF', 'PENDLE', 'AVAX']","['PEOPLE', 'APE', 'RUNE']",2.622477201765968,-0.4712966424303892,1.0755902796677894,0.353499805272994,0.7727057969281756,0.6955111112558549,35349.9805272994,77270.57969281757,69551.11112558549
2024-02-03,2024-02-04,"['USTC', 'XAI', 'BSV']","['ZETA', 'JUP', 'ALT']",3.921090072587681,-3.7965448750837107,0.06227259875198521,0.36736085104417016,0.7433696745954242,0.6959442240994427,36736.08510441701,74336.96745954243,69594.42240994427
2024-02-04,2024-02-05,"['PENDLE', 'ENS', 'BNB']","['WIF', 'JUP', 'MANTA']",-2.564536974290118,4.373195559861952,0.9043292927859172,0.35793974619007557,0.7758786841981916,0.7022378515794256,35793.97461900756,77587.86841981916,70223.78515794256
2024-02-05,2024-02-06,"['ENS', 'MANTA', 'SUI']","['ZETA', 'PENDLE', 'MKR']",-0.4696864306933062,-0.803762793603983,-0.6367246121486445,0.3562585517721627,0.7696424600111025,0.6977665303425956,35625.85517721627,76964.24600111025,69776.65303425957
2024-02-06,2024-02-07,"['ENS', 'OP', 'XAI']","['FXS', 'WIF', 'MAV']",0.2692528004179593,6.046968147684402,3.1581104740511807,0.35721778789953773,0.8161824944190285,0.7198027682217687,35721.77878995377,81618.24944190285,71980.27682217686
2024-02-07,2024-02-08,"['WIF', 'CFX', 'DYM']","['PENDLE', 'ENS', 'BIGTIME']",-6.9765104675658876,-2.3086722202621757,-4.642591343914032,0.33229645153471915,0.7973395159037334,0.6863852672110513,33229.645153471916,79733.95159037334,68638.52672110513
2024-02-08,2024-02-09,"['DYM', 'BIGTIME', 'STX']","['JUP', 'ENS', 'XAI']",-0.3136280539140353,3.5882422428865044,1.6373070944862345,0.3312542766405454,0.8259499892326179,0.6976235018866062,33125.42766405454,82594.99892326178,69762.35018866061
2024-02-09,2024-02-10,"['ZETA', 'SUI', 'WIF']","['ZEN', 'TIA', 'ONDO']",-5.1171665674247535,-0.2846057348504849,-2.7008861511376194,0.3143034435431307,0.8235992881962648,0.6787814853370695,31430.34435431307,82359.92881962648,67878.14853370695
2024-02-10,2024-02-11,"['SUPER', 'WIF', 'IMX']","['GMX', 'RUNE', 'MAV']",1.3437494151339102,-1.1179329039128438,0.11290825561053319,0.31852689422748726,0.8143920007571268,0.6795478856715708,31852.689422748725,81439.20007571268,67954.78856715707
2024-02-11,2024-02-12,"['BIGTIME', 'ZETA', 'BCH']","['DYM', 'WIF', 'GMX']",-7.088858604594013,7.856040410897779,0.38359090315188293,0.2959469730780959,0.8783709654397256,0.6821545695435678,29594.69730780959,87837.09654397256,68215.45695435678
2024-02-12,2024-02-13,"['WIF', 'ZETA', 'ORDI']","['MAV', 'KAS', 'JUP']",-1.6093127011556667,-4.068046506623417,-2.838679603889542,0.2911842608516644,0.8426384260649605,0.6627903869109341,29118.426085166437,84263.84260649605,66279.0386910934
2024-02-13,2024-02-14,"['SUPER', 'ZETA', 'PYTH']","['INJ', 'JUP', 'LTC']",-4.804057738052651,5.319538903987493,0.2577405829674211,0.2771956008362286,0.8874629049594339,0.6644986667180103,27719.56008362286,88746.2904959434,66449.86667180102
2024-02-14,2024-02-15,"['STX', 'ALT', 'SEI']","['FTT', 'FXS', 'PEOPLE']",4.6109735466573225,-0.6316588325194031,1.9896573570689597,0.2899770166632849,0.8818571671349245,0.6777199133279903,28997.701666328492,88185.71671349245,67771.99133279904
2024-02-15,2024-02-16,"['USTC', 'ZETA', 'WLD']","['ONDO', 'WIF', 'STX']",-4.211976509698208,-3.3550584670738086,-3.7835174883860083,0.27776325283790365,0.8522703435814669,0.6520782618849512,27776.325283790364,85227.03435814669,65207.82618849512
2024-02-16,2024-02-17,"['WLD', 'FET', 'APE']","['WIF', 'ZETA', 'USTC']",-4.2388785958531825,0.47579670969588594,-1.8815409430786483,0.2659892057662122,0.8563254178339413,0.6398091424066702,26598.92057662122,85632.54178339413,63980.91424066702
2024-02-17,2024-02-18,"['ZEN', 'FET', 'INJ']","['RUNE', 'MAV', 'SEI']",1.1574509693780453,3.7229881963112423,2.4402195828446436,0.2690679004067942,0.8882063120619119,0.6554218903925081,26906.790040679418,88820.63120619119,65542.1890392508
2024-02-18,2024-02-19,"['WLD', 'XAI', 'ZETA']","['ZEN', 'UNI', 'PENDLE']",-8.979882640684494,-2.4092119006902855,-5.69454727068739,0.2449059187265102,0.866807539889034,0.6180985810216738,24490.59187265102,86680.75398890341,61809.85810216738
2024-02-19,2024-02-20,"['ONDO', 'WLD', 'FIL']","['WIF', 'ZETA', 'PYTH']",2.3912243239938493,1.797193688859,2.094209006426425,0.25076216862599915,0.8823857502904737,0.6310428571740236,25076.216862599915,88238.57502904737,63104.28571740237
2024-02-20,2024-02-21,"['XAI', 'ALT', 'FET']","['USTC', 'WLD', 'PEOPLE']",-2.594553098006362,-0.29163400351596147,-1.4430935507611617,0.24425601101128536,0.8798124134004472,0.6219363183996063,24425.601101128537,87981.24134004473,62193.63183996063
2024-02-21,2024-02-22,"['ONDO', 'BNB', 'ALT']","['WIF', 'STRK', 'ARK']",-8.704094908947864,-2.6021357194792185,-5.653115314213541,0.2229957359920529,0.8569185003269421,0.5867775411395022,22299.57359920529,85691.8500326942,58677.75411395022
2024-02-22,2024-02-23,"['ONDO', 'ZETA', 'FIL']","['WIF', 'IMX', 'TRB']",7.17162376124438,-3.4227121265063,1.87445581736904,0.23898815118102076,0.8275886469019759,0.5977764268944067,23898.815118102077,82758.86469019759,59777.64268944067
2024-02-23,2024-02-24,"['UNI', 'SUSHI', 'DYDX']","['ALT', 'DYM', 'ZETA']",-1.4436761095070418,3.7300642177989936,1.143194054145976,0.2355379363378678,0.8584582348906333,0.6046101714637498,23553.79363378678,85845.82348906333,60461.01714637499
2024-02-24,2024-02-25,"['BLUR', 'NEAR', 'WIF']","['UNI', 'TRX', 'TRB']",1.6576149048609083,-0.9530707279859348,0.35227208843748675,0.23944224827720612,0.850276520741906,0.6067400443416707,23944.224827720613,85027.6520741906,60674.00443416707
2024-02-25,2024-02-26,"['USTC', 'PIXEL', 'OP']","['BLUR', 'SUSHI', 'UNI']",1.8910864840435766,-1.6512194217124165,0.11993353116558003,0.2439703082714664,0.8362365896931551,0.6074677291018452,24397.030827146642,83623.65896931551,60746.77291018452
2024-02-26,2024-02-27,"['WIF', 'RSR', 'STX']","['WLD', 'USTC', 'UNI']",-5.7652628748183625,-2.4138317507669114,-4.089547312792637,0.22990477866311163,0.8160512453796113,0.5826250489102782,22990.47786631116,81605.12453796112,58262.50489102782
2024-02-27,2024-02-28,"['PYTH', 'GALA', 'WIF']","['WLD', 'SNX', 'FIL']",-8.600829731184524,3.0379665763980657,-2.7814315773932288,0.21013106010644075,0.8408426094605241,0.5664197318220849,21013.106010644075,84084.26094605241,56641.973182208494
2024-02-28,2024-02-29,"['WIF', 'AR', 'FET']","['MEME', 'PIXEL', 'MANTA']",-1.4727200133948937,-5.322987380413051,-3.3978536969039723,0.20703641792989436,0.7960846634698047,0.5471736180243747,20703.641792989434,79608.46634698047,54717.36180243747
2024-02-29,2024-03-01,"['PEOPLE', 'RSR', 'YGG']","['AI', 'WLD', 'STRK']",-2.063153223258411,6.938666588434138,2.437756682587864,0.202764939400055,0.8513223240296324,0.5605123794631216,20276.4939400055,85132.23240296324,56051.23794631216
2024-03-01,2024-03-02,"['WIF', 'MEME', 'DOGE']","['FIL', 'SOL', 'AR']",-2.899849490437282,3.9771474318123263,0.5386489706875222,0.19688506133807704,0.8851806679762219,0.5635315736256759,19688.506133807703,88518.06679762219,56353.15736256759
2024-03-02,2024-03-03,"['BCH', 'BSV', 'BIGTIME']","['PEOPLE', 'INJ', 'JUP']",5.368862698720149,-0.26343443930650157,2.552714129706824,0.20745554995560933,0.8828487972466892,0.5779169237309778,20745.55499556093,88284.87972466892,57791.69237309778
2024-03-03,2024-03-04,"['FTM', 'MEME', 'FIL']","['BSV', 'OP', 'AI']",6.977163925701575,-0.7513291727620088,3.112917376469783,0.22193006374897792,0.8762156966815964,0.5959070000713591,22193.006374897792,87621.56966815963,59590.70000713591
2024-03-04,2024-03-05,"['DOGE', 'PEOPLE', 'CRV']","['FTM', 'WIF', 'ONDO']",21.29664193374151,0.034988883665802106,10.665815408703654,0.269193714768922,0.8765222747723698,0.6594653407065139,26919.3714768922,87652.22747723697,65946.53407065138
2024-03-05,2024-03-06,"['STRK', 'ENS', 'OP']","['PEOPLE', 'MEME', 'DOGE']",-3.132342533848794,7.030298598739079,1.9489780324451424,0.26076164554276743,0.9381444079733275,0.6723181753284733,26076.164554276744,93814.44079733276,67231.81753284733
2024-03-06,2024-03-07,"['RSR', 'NEAR', 'FET']","['ENS', 'USTC', 'JTO']",6.439003917912186,1.6584889496438766,4.048746433778032,0.2775520981156785,0.9537034293112671,0.6995386334757264,27755.20981156785,95370.34293112671,69953.86334757264
2024-03-07,2024-03-08,"['RUNE', 'JUP', 'FTM']","['WLD', 'RSR', 'NEAR']",0.008549849183170366,2.4248636384715305,1.2167067438273504,0.2775758284014721,0.9768294369874919,0.7080499672049032,27757.58284014721,97682.9436987492,70804.99672049032
2024-03-08,2024-03-09,"['WIF', 'AR', 'MEME']","['CFX', 'KAS', 'DYM']",1.2343205290461439,0.37923901725018433,0.8067797731481641,0.2810020038351014,0.9805339553445338,0.7137623711240946,28100.20038351014,98053.39553445338,71376.23711240946
2024-03-09,2024-03-10,"['WLD', 'PIXEL', 'YGG']","['BSV', 'BCH', 'FIL']",-2.006048670651051,-2.2757203654194575,-2.1408845180352545,0.2753649668726645,0.9582197444329054,0.6984815430251374,27536.496687266448,95821.97444329054,69848.15430251374
2024-03-10,2024-03-11,"['GALA', 'PYTH', 'YGG']","['WLD', 'AI', 'FET']",1.3752269163208746,0.3792762186931847,0.8772515675070296,0.27915186001521547,0.961854044046362,0.7046089833100727,27915.186001521546,96185.4044046362,70460.89833100727
2024-03-11,2024-03-12,"['LTC', 'XRP', 'AVAX']","['PIXEL', 'FET', 'GALA']",-2.9418322074109553,-3.067786721311176,-3.004809464361066,0.2709396806897011,0.9323464134047131,0.6834368258928334,27093.96806897011,93234.64134047131,68343.68258928334
2024-03-12,2024-03-13,"['INJ', 'TON', 'NEAR']","['AR', 'GALA', 'DOGE']",3.873678704458365,0.26506221124837176,2.0693704578533683,0.28143501340250554,0.9348177114245786,0.6975796656659504,28143.501340250554,93481.77114245786,69757.96656659505
2024-03-13,2024-03-14,"['CAKE', 'RSR', 'WIF']","['PIXEL', 'INJ', 'MANTA']",-0.3952514153284348,-1.4626819366636346,-0.9289666759960347,0.2803226375288024,0.9211443016188389,0.6910993830333891,28032.263752880237,92114.43016188388,69109.93830333892
2024-03-14,2024-03-15,"['WIF', 'NEAR', 'WLD']","['RSR', 'BSV', 'STRK']",11.408268203978379,-6.69642291736731,2.3559226433055342,0.3123025958545543,0.859460583503212,0.7073811498860175,31230.259585455427,85946.0583503212,70738.11498860175
2024-03-15,2024-03-16,"['JUP', 'SEI', 'CFX']","['NEAR', 'PEOPLE', 'WIF']",4.303178876781341,-13.275594717173197,-4.486207920195929,0.32574153519100724,0.7453620796834736,0.675646560713858,32574.153519100724,74536.20796834736,67564.6560713858
2024-03-16,2024-03-17,"['JUP', 'JTO', 'SUI']","['WIF', 'SEI', 'MEME']",-8.300453509570788,17.69471789263611,4.697132191532661,0.29870351050111554,0.8772517969621497,0.7073825728181319,29870.351050111556,87725.17969621497,70738.25728181319
2024-03-17,2024-03-18,"['WIF', 'NEAR', 'FET']","['BOME', 'BNB', 'FTT']",12.01193409524293,-13.891528662002264,-0.9397972833796668,0.33458357932268656,0.7553881121492229,0.7007346106156859,33458.35793226866,75538.81121492229,70073.46106156858
2024-03-18,2024-03-19,"['FTM', 'AVAX', 'XRP']","['BOME', 'NEAR', 'WIF']",1.37320504088834,0.05667372184505718,0.7149393813666987,0.3391780978999303,0.755816218706753,0.7057444383058441,33917.80978999303,75581.6218706753,70574.44383058441
2024-03-19,2024-03-20,"['ONDO', 'FTM', 'BOME']","['JUP', 'SOL', 'WLD']",-12.357330692643783,10.56466812902246,-0.8963312818106619,0.2972647387054168,0.835665693878448,0.6994186301356698,29726.473870541682,83566.56938784481,69941.86301356698
2024-03-20,2024-03-21,"['POLYX', 'STX', 'ONDO']","['JTO', 'FTT', 'APT']",-5.958749674921616,-5.163051553005327,-5.560900613963471,0.2795514770541512,0.7925198432927241,0.6605246552382805,27955.14770541512,79251.98432927241,66052.46552382805
2024-03-21,2024-03-22,"['RSR', 'BOME', 'POLYX']","['WIF', 'JUP', 'RUNE']",-2.1608313875978467,-1.859502678377056,-2.0101670329874515,0.27351084099347167,0.7777829155800262,0.6472470063739266,27351.08409934717,77778.29155800262,64724.70063739266
2024-03-22,2024-03-23,"['BOME', 'TON', 'APT']","['RSR', 'DYM', 'MKR']",-2.112597114387079,-2.861622432202467,-2.487109773294773,0.26773265885910774,0.7555257051939498,0.6311492628210429,26773.265885910776,75552.57051939498,63114.92628210429
2024-03-23,2024-03-24,"['YGG', 'ETHFI', 'GALA']","['POLYX', 'RSR', 'FTM']",4.702264143422259,-0.5638164442272905,2.0692238495974844,0.2803221556768706,0.7512659270277021,0.6442091538938947,28032.215567687057,75126.59270277021,64420.91538938947
2024-03-24,2024-03-25,"['ONDO', 'WIF', 'CFX']","['YGG', 'ETHFI', 'POLYX']",-2.358316794387949,33.97824645313451,15.80996482937328,0.27371127120115263,1.0065329152316003,0.7460583945521226,27371.127120115263,100653.29152316002,74605.83945521226
2024-03-25,2024-03-26,"['POLYX', 'RSR', 'YGG']","['KAS', 'WIF', 'BCH']",-6.807975673672975,3.8246990073747362,-1.4916383331491194,0.2550770744416771,1.0450297696493633,0.7349299015513063,25507.70744416771,104502.97696493633,73492.99015513064
2024-03-26,2024-03-27,"['ETHFI', 'WIF', 'RSR']","['KAS', 'FTM', 'TON']",-5.43740528170719,-4.253378605135491,-4.84539194342134,0.24120750012356118,1.0005806970098006,0.699319667311745,24120.75001235612,100058.06970098005,69931.9667311745
2024-03-27,2024-03-28,"['ETHFI', 'BCH', 'SUI']","['RSR', 'WIF', 'BOME']",0.437901100453623,9.670485047962455,5.0541930742080385,0.24226375042097895,1.097341703706932,0.73466463350359,24226.375042097894,109734.1703706932,73466.463350359
2024-03-28,2024-03-29,"['WIF', 'GMT', 'BOME']","['ETHFI', 'ACE', 'AR']",1.0292898080604556,-5.254642312495938,-2.1126762522177414,0.2447573465126871,1.0396803222312836,0.7191435482581172,24475.73465126871,103968.03222312836,71914.35482581172
2024-03-29,2024-03-30,"['LTC', 'BCH', 'ZEN']","['ALT', 'SUI', 'BOME']",2.924842963482703,0.8487212283000312,1.886782095891367,0.2519161145397704,1.0485043098325186,0.7327122199704093,25191.611453977042,104850.43098325186,73271.22199704092
2024-03-30,2024-03-31,"['YGG', 'ORDI', 'POLYX']","['GMT', 'DOGE', 'ETHFI']",-7.6867634901469115,3.134444601469063,-2.2761594443389246,0.23255191862153068,1.0813690965682343,0.7160345215757274,23255.191862153068,108136.90965682344,71603.45215757274
2024-03-31,2024-04-01,"['JTO', 'YGG', 'PENDLE']","['FET', 'CFX', 'TIA']",5.166627081911982,-9.281111185149113,-2.0572420516185654,0.2445670090285366,0.981006028393894,0.7013039582937658,24456.70090285366,98100.6028393894,70130.39582937658
2024-04-01,2024-04-02,"['MAV', 'BOME', 'MEME']","['CFX', 'ETHFI', 'YGG']",8.083700830203,-8.561227453194364,-0.2387633114956822,0.26433707436777903,0.8970198709735442,0.6996295017392933,26433.707436777902,89701.98709735442,69962.95017392933
2024-04-02,2024-04-03,"['ENA', 'LTC', 'POLYX']","['RSR', 'YGG', 'SUI']",-10.80866177086134,-1.5733374782006389,-6.190999624530989,0.2357657740643756,0.8829067211566104,0.6563154419135055,23576.57740643756,88290.67211566104,65631.54419135055
2024-04-03,2024-04-04,"['ENA', 'JTO', 'OGN']","['ETHFI', 'LTC', 'BOME']",8.511778072839181,-2.1958392878806,3.1579693924792904,0.2558336335244467,0.8635195084981152,0.6770416826872493,25583.36335244467,86351.95084981152,67704.16826872493
2024-04-04,2024-04-05,"['PENDLE', 'BCH', 'ORDI']","['W', 'JTO', 'ENA']",4.517415165226206,-5.104129738613109,-0.2933572866934515,0.2673907008830293,0.8194443524661372,0.6750555315771343,26739.07008830293,81944.43524661372,67505.55315771342
2024-04-05,2024-04-06,"['YGG', 'NEAR', 'ENA']","['JTO', 'W', 'JUP']",2.6053368399786705,3.357158349817254,2.981247594897962,0.27435712931981204,0.84695439696706,0.6951806083765032,27435.712931981205,84695.439696706,69518.06083765032
2024-04-06,2024-04-07,"['ORDI', 'ENA', 'W']","['YGG', 'JTO', 'LDO']",-3.4126339395537593,3.67440242614722,0.13088424329673032,0.26499432480905877,0.8780749098775783,0.6960904902553223,26499.432480905878,87807.49098775783,69609.04902553224
2024-04-07,2024-04-08,"['ALT', 'ENA', 'GALA']","['W', 'BSV', 'NEAR']",-7.675781378664255,1.797619295868073,-2.939081041398091,0.24465393977084796,0.8938593538897139,0.6756318266252531,24465.393977084797,89385.9353889714,67563.18266252532
2024-04-08,2024-04-09,"['NEO', 'TON', 'ETHFI']","['PENDLE', 'ZEN', 'BCH']",6.58615007651087,-2.193858198274338,2.196145939118266,0.2607672154122525,0.8742493471733624,0.6904696875490741,26076.72154122525,87424.93471733625,69046.96875490742
2024-04-09,2024-04-10,"['FTM', 'TNSR', 'TON']","['W', 'WIF', 'ETHFI']",3.252947597255073,1.117434998689859,2.185191297972466,0.26924983628043436,0.8840185153544952,0.7055577710765341,26924.983628043436,88401.85153544952,70555.77710765341
2024-04-10,2024-04-11,"['MEME', 'ENA', 'NEO']","['UNI', 'TNSR', 'BCH']",5.330060984451523,-6.526360070867839,-0.5981495432081578,0.2836010167547174,0.8263242839493207,0.7013374804917701,28360.10167547174,82632.42839493207,70133.74804917701
2024-04-11,2024-04-12,"['TON', 'ONDO', 'GAS']","['TNSR', 'TAO', 'AAVE']",11.784889752902009,-18.329551952908187,-3.272331100003089,0.31702308391737,0.6748627450233334,0.6783873960016599,31702.308391737,67486.27450233334,67838.73960016598
2024-04-12,2024-04-13,"['FTT', 'BNB', 'BTC']","['BIGTIME', 'ACE', 'ZETA']",3.392901760478369,-11.49167612056379,-4.049387180042711,0.32777936571272526,0.5973097041069058,0.6509168637569431,32777.93657127253,59730.97041069058,65091.68637569431
2024-04-13,2024-04-14,"['TIA', 'ONDO', 'AR']","['ORDI', 'TRB', 'MEME']",-14.507816426175424,8.612184022507488,-2.9478162018339678,0.2802257370522409,0.6487511150088875,0.6317290309866465,28022.57370522409,64875.11150088875,63172.90309866465
2024-04-14,2024-04-15,"['W', 'NEO', 'WIF']","['FTT', 'TRX', 'BTC']",2.785611461702475,-1.2105309241926172,0.787540268754929,0.2880317373022083,0.6408977821406605,0.6367041514950816,28803.17373022083,64089.77821406605,63670.41514950816
2024-04-15,2024-04-16,"['GMX', 'POLYX', 'MKR']","['ENA', 'TAO', 'JTO']",-3.9800132878924592,-2.7807312756268203,-3.38037228175964,0.27656803588423295,0.6230761370678765,0.615181180841129,27656.803588423296,62307.61370678765,61518.1180841129
2024-04-16,2024-04-17,"['TIA', 'ACE', 'FTM']","['PENDLE', 'ENA', 'STRK']",4.499438852144436,-3.8343474287453887,0.33254571169952385,0.2890120455434209,0.5991852332270883,0.6172269394771986,28901.20455434209,59918.523322708825,61722.69394771986
2024-04-17,2024-04-18,"['BOME', 'JTO', 'INJ']","['TIA', 'WIF', 'TAO']",-8.152145782015175,4.214379592350581,-1.968883094832297,0.26545136226313715,0.6244371734165889,0.6050744626090813,26545.136226313716,62443.71734165889,60507.446260908124
