signal_date,trade_date,top_coins,bottom_coins,short_return,long_return,combined_return,cum_short_return,cum_long_return,cum_combined_return,short_equity,long_equity,combined_equity
2023-08-16,2023-08-17,"['SNX', 'ETH', 'BTC']","['CFX', 'BCH', 'GMX']",7.928159889670931,-12.199585995726133,-2.1357130530276014,1.549724364945893,0.5627655068549666,0.9863785910519989,154972.4364945893,56276.55068549666,98637.85910519988
2023-08-17,2023-08-18,"['RUNE', 'INJ', 'TRX']","['YGG', 'CFX', 'COMP']",-6.3555526246950445,8.489610715810485,1.0670290455577205,1.4512308173940356,0.6105421076298111,0.9969035371176866,145123.08173940357,61054.21076298111,99690.35371176866
2023-08-18,2023-08-19,"['YGG', 'WLD', 'INJ']","['CFX', 'SOL', 'LTC']",4.20967782661155,0.29690867687218736,2.2532932517418685,1.5123229593268257,0.6123548601233223,1.0193666972459354,151232.29593268258,61235.48601233223,101936.66972459354
2023-08-19,2023-08-20,"['SUI', 'RUNE', 'FXS']","['YGG', 'SEI', 'INJ']",2.5370574607383305,-3.3336577726969927,-0.3983001559793311,1.5506914617968857,0.5919410447323333,1.0153065581008034,155069.14617968857,59194.10447323333,101530.65581008034
2023-08-20,2023-08-21,"['XRP', 'TRX', 'ATOM']","['FXS', 'YGG', 'SNX']",2.350580907107806,-2.0631575558500885,0.14371167562885878,1.5871417192260342,0.5797283683417602,1.0167656721682197,158714.17192260342,57972.83683417602,101676.56721682196
2023-08-21,2023-08-22,"['OP', 'LTC', 'DYDX']","['SUI', 'YGG', 'INJ']",-0.5613111560865894,0.2578430069636095,-0.15173407456148996,1.578232915693114,0.5812231573989137,1.0152228921850963,157823.2915693114,58122.315739891375,101522.28921850963
2023-08-22,2023-08-23,"['SUI', 'SEI', 'OP']","['RUNE', 'FXS', 'MKR']",-2.622858987090741,4.190771174655672,0.7839560937824654,1.5368380918266331,0.605580889939611,1.0231817939138559,153683.8091826633,60558.0889939611,102318.1793913856
2023-08-23,2023-08-24,"['YGG', 'DYDX', 'SUI']","['OP', 'CRV', 'WLD']",4.7138334942334765,-0.6093421668927013,2.0522456636703876,1.6092820805512955,0.6018908302225648,1.0441799979109179,160928.20805512957,60189.083022256484,104417.99979109179
2023-08-24,2023-08-25,"['BNB', 'OP', 'DYDX']","['YGG', 'RUNE', 'SUI']",2.25183802257668,-2.084608543852036,0.08361473936232189,1.6455205063316625,0.5893437625510832,1.0450530862946446,164552.05063316625,58934.37625510832,104505.30862946446
2023-08-25,2023-08-26,"['APE', 'XRP', 'ATOM']","['WLD', 'OP', 'YGG']",1.3988419599019455,1.9863431518410672,1.6925925558715065,1.6685387376330207,0.6010501520193192,1.0627415770381732,166853.87376330208,60105.01520193192,106274.15770381731
2023-08-26,2023-08-27,"['SUI', 'MKR', 'WLD']","['RUNE', 'SEI', 'FTM']",-2.192484993934518,1.8624778025212452,-0.16500359570663647,1.6319562761924322,0.6122445776826992,1.0609880152229907,163195.62761924323,61224.457768269924,106098.80152229907
2023-08-27,2023-08-28,"['DYDX', 'CFX', 'BCH']","['INJ', 'OP', 'YGG']",2.6458766279029655,-1.4159974950425056,0.61493956643023,1.6751358258818034,0.6035752097991787,1.0675124503236797,167513.58258818035,60357.52097991787,106751.24503236797
2023-08-28,2023-08-29,"['CRV', 'APE', 'AVAX']","['WLD', 'MKR', 'DYDX']",-1.6307449914048864,3.247319085994782,0.8082870472949478,1.647818632302007,0.6231752227853204,1.076141015187907,164781.8632302007,62317.522278532044,107614.10151879069
