signal_date,trade_date,top_coins,bottom_coins,mr_short_return,mr_long_return,mr_combined,mr_pnl_fixed,mr_pnl_dynamic,mr_equity_fixed,mr_equity_dynamic,mr_stops,mr_all_returns,tf_long_return,tf_short_return,tf_combined,tf_pnl_fixed,tf_pnl_dynamic,tf_equity_fixed,tf_equity_dynamic,tf_stops,tf_all_returns,mr_cum_pnl_fixed,tf_cum_pnl_fixed,mr_equity,tf_equity,mr_cum_combined_fixed,tf_cum_combined_fixed,mr_cum_combined_dynamic,tf_cum_combined_dynamic,mr_cum_short,mr_cum_long,tf_cum_long,tf_cum_short
2023-05-12,2023-05-13,"['OP', 'ARB', 'DYDX']","['BTC', 'LTC', 'BNB']",-0.3107223494435727,-0.11369839395316798,-0.21221037169837034,-1.2732622301902219,-2.1221037169837027,998.7267377698098,997.8778962830163,2,"[np.float64(1.247832951669282), -1.09, -1.09, np.float64(-0.32484941679061674), np.float64(-0.6232341269841389), np.float64(0.6069883619152517)]",-0.3421919336840497,-0.06630160604683195,-0.20424676986544082,-1.2254806191926448,-2.0424676986544084,998.7745193808073,997.9575323013456,2,"[-1.09, -1.09, np.float64(1.153424198947851), np.float64(0.14484941679061678), np.float64(0.443234126984139), np.float64(-0.7869883619152517)]",-1.2732622301902219,-1.2254806191926448,998.7267377698098,998.7745193808073,0.9987267377698098,0.9987745193808073,0.9978778962830163,0.9979575323013457,0.9968927765055643,0.9988630160604683,0.9965780806631594,0.9993369839395316
2023-05-13,2023-05-14,"['DYDX', 'BNB', 'ARB']","['AVAX', 'ATOM', 'OP']",-0.8617244484466493,0.5044458342182602,-0.17863930711419457,-1.0718358426851675,-1.7826021597656805,997.6549019271247,996.0952941232506,2,"[-1.09, np.float64(-0.4051733453399474), -1.09, np.float64(0.6074716652136115), np.float64(0.3612386039229988), np.float64(0.5446272335181702)]",0.36491478845300934,-1.09,-0.3625426057734954,-2.1752556346409726,-3.618021242118169,996.5992637461663,994.3395110592274,4,"[np.float64(1.9595710200190808), np.float64(0.22517334533994746), -1.09, -1.09, -1.09, -1.09]",-2.3450980728753894,-3.4007362538336174,997.6549019271247,996.5992637461663,0.9976549019271247,0.9965992637461664,0.9960952941232506,0.9943395110592275,0.9882755320210977,1.0039074744026508,1.0002272285476896,0.9884369839395317
2023-05-14,2023-05-15,"['SUI', 'LTC', 'DYDX']","['ETH', 'BNB', 'DOGE']",-1.09,0.9518108704683589,-0.0690945647658206,-0.4145673885949237,-0.68824770812728,997.2403345385297,995.4070464151233,3,"[-1.09, -1.09, -1.09, np.float64(1.3566354132325997), np.float64(0.6334726688102988), np.float64(0.8653245293621782)]",5.0741370216762185,-1.09,1.9920685108381093,11.952411065028656,19.80792429063249,1008.551674811195,1014.14743534986,3,"[np.float64(5.127161016949157), np.float64(4.989825834542806), np.float64(5.1054242135366925), -1.09, -1.09, -1.09]",-2.759665461470313,8.551674811195038,997.2403345385297,1008.551674811195,0.9972403345385298,1.008551674811195,0.9954070464151233,1.01414743534986,0.9773755320210977,1.0134255831073344,1.0509685987644517,0.9775369839395317
2023-05-15,2023-05-16,"['INJ', 'SUI', 'DYDX']","['CRV', 'ATOM', 'BNB']",1.4853975617684771,0.06915996902369252,0.7772787653960849,4.663672592376509,7.737087601041104,1001.9040071309063,1003.1441340161645,2,"[np.float64(3.108361430597141), np.float64(2.4378312547082905), -1.09, np.float64(0.51606060606061), np.float64(0.7814193010104676), -1.09]",-1.09,-0.5549849106889996,-0.8224924553444999,-4.934954732066999,-8.341286141822337,1003.616720079128,1005.8061492080376,4,"[-1.09, -1.09, -1.09, -1.09, np.float64(-0.9614193010104676), np.float64(0.3864645689434688)]",1.9040071309061957,3.616720079128039,1001.9040071309063,1003.616720079128,1.0019040071309062,1.003616720079128,1.0031441340161644,1.0058061492080377,0.9922295076387826,1.0141171827975715,1.0400685987644518,0.9719871348326417
2023-05-16,2023-05-17,"['LDO', 'LTC', 'APE']","['INJ', 'SUI', 'SOL']",-1.09,-1.09,-1.09,-6.540000000000001,-10.934271060776192,995.3640071309063,992.2098629553883,6,"[-1.09, -1.09, -1.09, -1.09, -1.09, -1.09]",-0.1194703305455959,-1.09,-0.604735165272798,-3.6284109916367884,-6.082463478737189,999.9883090874912,999.7236857293004,5,"[-1.09, np.float64(1.8215890083632125), -1.09, -1.09, -1.09, -1.09]",-4.635992869093805,-0.011690912508749207,995.3640071309063,999.9883090874912,0.9953640071309063,0.9999883090874911,0.9922098629553883,0.9997236857293005,0.9813295076387826,1.0032171827975713,1.0388738954589958,0.9610871348326416
2023-05-17,2023-05-18,"['OP', 'LDO', 'INJ']","['APE', 'CRV', 'ETH']",1.9669403188543064,-1.09,0.43847015942715317,2.6308209565629186,4.350544167952428,997.9948280874693,996.5604071233407,5,"[-1.09, np.float64(8.080820956562919), -1.09, -1.09, -1.09, -1.09]",-1.09,0.8049152728294663,-0.1425423635852669,-0.8552541815116017,-1.4250297709602897,999.1330549059796,998.2986559583402,3,"[-1.09, -1.09, -1.09, np.float64(0.7582012284293683), np.float64(0.6311538461538436), np.float64(1.0253907439051868)]",-2.0051719125308862,-0.8669450940203509,997.9948280874693,999.1330549059796,0.9979948280874693,0.9991330549059796,0.9965604071233407,0.9982986559583402,1.0009989108273256,0.9923171827975714,1.0279738954589959,0.9691362875609364
2023-05-18,2023-05-19,"['STX', 'INJ', 'CRV']","['LDO', 'SUI', 'ARB']",-1.09,-0.38301958874434733,-0.7365097943721737,-4.419058766233043,-7.339765005298613,993.5757693212362,989.2206421180421,4,"[-1.09, -1.09, -1.09, -1.09, np.float64(-0.8015249472944507), np.float64(0.7424661810614087)]",0.5555471451266276,-0.5194916842351831,0.018027730445722256,0.10816638267433354,0.17997059073943777,999.241221288654,998.4786265490796,3,"[np.float64(1.749080459770126), -1.09, np.float64(1.007560975609757), -1.09, np.float64(0.6215249472944507), -1.09]",-6.424230678763929,-0.7587787113460174,993.5757693212362,999.241221288654,0.9935757693212361,0.9992412212886539,0.9892206421180421,0.9984786265490796,0.9900989108273256,0.9884869869101279,1.033529366910262,0.9639413707185845
2023-05-19,2023-05-20,"['INJ', 'LDO', 'STX']","['OP', 'ATOM', 'SUI']",-0.7086292284567607,1.464962409146284,0.3781665903447617,2.2689995420685705,3.740901973284358,995.8447688633048,992.9615440913265,2,"[-1.09, np.float64(0.05411231462971852), -1.09, np.float64(3.557397780910944), np.float64(0.34572984749453706), np.float64(0.4917595990333713)]",1.4234840969895484,-0.9019099491648458,0.2607870739123513,1.5647224434741078,2.603903193817578,1000.8059437321281,1001.0825297428972,3,"[np.float64(3.814336550929255), -1.09, np.float64(1.54611574003939), -1.09, np.float64(-0.525729847494537), -1.09]",-4.155231136695359,0.8059437321280905,995.8447688633048,1000.8059437321281,0.9958447688633048,1.0008059437321282,0.9929615440913264,1.0010825297428971,0.983012618542758,1.003136611001591,1.0477642078801577,0.9549222712269361
2023-05-20,2023-05-21,"['INJ', 'OP', 'STX']","['LDO', 'LINK', 'SOL']",5.226667643887947,-1.09,2.0683338219439737,12.410002931663843,20.537759455338026,1008.2547717949686,1013.4993035466645,3,"[np.float64(7.28580844915372), np.float64(3.5600647592134784), np.float64(4.834129723296645), -1.09, -1.09, -1.09]",-1.09,3.0173521469259015,0.9636760734629507,5.782056440777704,9.647192814749928,1006.5880001729058,1010.7297225576472,3,"[-1.09, -1.09, -1.09, np.float64(3.823003067199561), np.float64(1.6533858388132716), np.float64(3.5756675347648716)]",8.254771794968484,6.588000172905795,1008.2547717949686,1006.5880001729058,1.0082547717949686,1.0065880001729057,1.0134993035466644,1.0107297225576473,1.0352792949816374,0.9922366110015908,1.0368642078801575,0.9850957926961951
2023-05-21,2023-05-22,"['APE', 'CRV', 'LTC']","['INJ', 'SUI', 'STX']",-0.0986697956850084,-0.2890131029052097,-0.19384144929510905,-1.1630486957706543,-1.9645817385906905,1007.091723099198,1011.5347218080738,2,"[np.float64(-0.11917152858810112), -1.09, np.float64(0.9131621415330761), np.float64(0.39236358154958306), -1.09, np.float64(-0.16940289026521219)]",0.4307813418574758,-0.7301990365782626,-0.1497088473603934,-0.8982530841623604,-1.5131518175699563,1005.6897470887435,1009.2165707400773,3,"[np.float64(-0.06082847141189887), np.float64(2.4431724969843263), -1.09, -1.09, -1.09, np.float64(-0.010597109734787807)]",7.0917230991978295,5.6897470887434345,1007.091723099198,1005.6897470887435,1.007091723099198,1.0056897470887436,1.0115347218080737,1.0092165707400773,1.0342925970247874,0.9893464799725387,1.0411720212987323,0.9777938023304125
