date,yahoo_close,hl_close,basis,zscore,position,equity_net
2026-01-22,248.1178,248.81,0.00279,1.7106,-1,10010.5072
2026-01-23,247.8081,247.96,0.000613,-0.2807,-1,10032.2975
2026-01-26,255.1712,256.41,0.004855,3.2238,0,10027.783
2026-01-27,258.0285,258.18,0.000587,-0.3965,-1,10066.0653
2026-01-28,256.2003,256.81,0.00238,0.8029,0,10061.5356
2026-01-29,258.0385,260.23,0.008493,4.9938,0,10061.5356
2026-01-30,259.2374,259.41,0.000666,-0.517,-1,10135.7601
2026-02-02,269.7576,268.58,-0.004365,-2.8423,-1,10186.754
2026-02-03,269.2281,270.17,0.003499,0.8189,1,10257.6942
2026-02-04,276.2315,274.64,-0.005761,-2.8676,1,10162.7073
2026-02-05,275.6521,275.25,-0.001459,-0.8868,1,10206.4363
2026-02-06,277.86,277.05,-0.002915,-1.2895,1,10191.5709
2026-02-09,274.62,273.35,-0.004625,-1.7038,1,10174.1487
2026-02-10,273.68,274.48,0.002923,0.668,1,10250.9401
2026-02-11,275.5,275.72,0.000799,0.0029,1,10229.161
2026-02-12,261.73,262.05,0.001223,0.1233,0,10224.5579
2026-02-13,255.78,255.48,-0.001173,-0.5999,0,10224.5579
2026-02-17,263.88,264.57,0.002615,0.5338,0,10224.5579
2026-02-18,264.35,263.69,-0.002497,-0.9608,0,10224.5579
2026-02-19,260.58,261.16,0.002226,0.4425,0,10224.5579
2026-02-20,264.58,264.43,-0.000567,-0.3185,0,10224.5579
2026-02-23,266.18,267.36,0.004433,1.1749,0,10224.5579
2026-02-24,272.14,271.56,-0.002131,-0.7556,0,10224.5579
2026-02-25,274.23,274.34,0.000401,0.0529,0,10224.5579
2026-02-26,272.95,271.56,-0.005093,-1.5281,0,10224.5579
2026-02-27,264.18,263.54,-0.002423,-0.6232,0,10224.5579
2026-03-02,264.72,264.54,-0.00068,0.0103,0,10224.5579
2026-03-03,263.75,263.48,-0.001024,-0.0816,0,10224.5579
2026-03-04,262.52,262.83,0.001181,0.6215,0,10224.5579
2026-03-05,260.29,260.15,-0.000538,0.0688,0,10224.5579
2026-03-06,257.46,257.19,-0.001049,-0.2343,0,10224.5579
2026-03-09,259.88,259.04,-0.003232,-1.1241,0,10224.5579
2026-03-10,260.83,261.22,0.001495,0.7838,0,10224.5579
2026-03-11,260.81,259.24,-0.00602,-2.518,0,10224.5579
2026-03-12,255.76,255.96,0.000782,0.5421,1,10289.5012
2026-03-13,250.12,249.96,-0.00064,-0.0142,1,10274.8729
2026-03-16,252.82,252.58,-0.000949,-0.1004,0,10270.2492
2026-03-17,254.23,253.95,-0.001101,-0.1653,0,10270.2492
2026-03-18,249.94,249.93,-4e-05,0.3473,0,10270.2492
2026-03-19,248.96,249.96,0.004017,2.0119,0,10270.2492
2026-03-20,247.99,249.74,0.007057,3.0665,-1,10234.4057
2026-03-23,251.49,252.09,0.002386,0.8729,-1,10282.2101
2026-03-24,251.64,253.38,0.006915,2.5013,-1,10235.6432
2026-03-25,252.62,252.49,-0.000515,-0.1775,-1,10311.6861
2026-03-26,252.89,254.99,0.008304,2.5027,0,10307.0459
2026-03-27,248.8,247.39,-0.005667,-1.7861,-1,10446.4098
