date,vol_regime,mapped_ret,global_ret,is_flag
2022-11-14,mid,-0.02204970519593214,-0.0,True
2022-11-15,mid,0.013463617052201251,0.0,True
2022-11-16,mid,0.00409685015312497,0.0,True
2022-11-17,mid,-0.00045,0.0,True
2022-11-18,mid,-0.0,-0.0,True
2022-11-21,mid,-0.0,-0.0,True
2022-11-22,mid,0.0,0.0,True
2022-11-23,mid,0.0,0.0,True
2022-11-25,mid,0.0,0.0,True
2022-11-28,mid,-0.0,-0.0,True
2022-11-29,mid,0.0,0.0,True
2022-11-30,mid,0.0,0.0,True
2022-12-01,mid,0.0,0.0,True
2022-12-02,mid,0.0,0.0,True
2022-12-05,mid,-0.0,-0.0,True
2022-12-06,mid,-0.0,-0.0,True
2022-12-07,mid,0.0,0.0,True
2022-12-08,mid,0.0,0.0,True
2022-12-09,mid,0.0,0.0,True
2022-12-12,mid,-0.0,-0.0,True
2022-12-13,mid,-0.0,-0.0,True
2022-12-14,low,0.0,0.0,True
2022-12-15,low,-0.0,-0.0,True
2022-12-16,low,-0.0,-0.0,True
2022-12-19,low,-0.0,-0.0,True
2022-12-20,low,-0.0,-0.0,True
2022-12-21,low,0.0,0.0,True
2022-12-22,low,-0.0,-0.0,True
2022-12-23,low,-0.0,-0.0,True
2022-12-27,low,-0.0,-0.0,True
2022-12-28,low,-0.051617166851669886,-0.053305101282546216,True
2022-12-29,low,-0.018353019334278395,-0.01745263032280902,True
2022-12-30,mid,0.039199012285018174,0.039199012285018174,True
2023-01-03,mid,0.018443352531194786,0.018443352531194786,True
2023-01-04,mid,0.12402049420554324,0.12402049420554324,True
2023-01-05,mid,-0.00045,-0.00045,True
2023-01-06,mid,0.0,0.0,True
2023-01-09,mid,0.0,0.0,True
2023-01-10,mid,0.0,0.0,True
2023-01-11,mid,-0.0,-0.0,True
2023-01-12,mid,0.0,0.0,True
2023-01-13,mid,-0.0,-0.0,True
2023-01-17,mid,0.0,0.0,True
2023-01-18,mid,-0.0,-0.0,True
2023-01-19,mid,-0.0,-0.0,True
2023-01-20,mid,-0.0,-0.0,True
2023-01-23,mid,0.0,0.0,True
2023-01-24,mid,0.0,0.0,True
2023-01-25,mid,-0.0,-0.0,True
2023-01-26,mid,0.0,0.0,True
2023-01-27,mid,0.0,0.0,True
2023-01-30,mid,-0.0,-0.0,True
2023-01-31,mid,0.0,0.0,True
2023-02-01,mid,0.0,0.0,True
2023-02-02,high,0.0,0.0,True
2023-02-03,high,-0.0,-0.0,True
2023-02-06,high,0.0,0.0,True
2023-02-07,high,-0.0,-0.0,True
2023-02-08,high,-0.0,-0.0,True
2023-02-09,high,-0.0,-0.0,True
2023-02-10,high,-0.0,-0.0,True
2023-02-13,high,0.0,0.0,True
2023-02-14,high,0.0,0.0,True
2023-02-15,high,-0.0,-0.0,True
2023-02-16,high,-0.0,-0.0,True
2023-02-17,high,-0.0,-0.0,True
2023-02-21,high,-0.0,-0.0,True
2023-02-22,high,0.0,0.0,True
2023-02-23,high,0.0,0.0,True
2023-02-24,mid,0.0,0.0,True
2023-02-27,mid,-0.0,-0.0,True
2023-02-28,mid,0.0,0.0,True
2023-03-01,mid,-0.0,-0.0,True
2023-03-02,mid,-0.0,-0.0,True
2023-03-03,low,0.0,0.0,True
2023-03-06,low,-0.0,-0.0,True
2023-03-07,low,-0.0,-0.0,True
2023-03-08,low,0.0,0.0,True
2023-03-09,low,-0.0,-0.0,True
2023-03-10,low,-0.0,-0.0,True
2023-03-13,mid,-0.0,-0.0,True
2023-03-14,mid,0.000594239726063486,0.000594239726063486,True
2023-03-15,mid,0.009581296791414118,0.009581296791414118,True
2023-03-16,mid,0.026099123062357378,0.026099123062357378,True
2023-03-17,low,0.00979996744228992,-0.005912620142395325,True
2023-03-20,mid,-0.02914642163479135,-0.02914642163479135,True
2023-03-21,low,0.01983738315392927,0.017665034090576376,True
2023-03-22,mid,-0.05915210959064614,-0.05915210959064614,True
2023-03-23,mid,0.020227958307855412,0.020227958307855412,True
2023-03-24,mid,0.01157051949448673,0.01157051949448673,True
2023-03-27,mid,-0.05305256160340265,-0.05305256160340265,True
2023-03-28,mid,0.03304084108962141,0.03304084108962141,True
2023-03-29,high,0.10070068414692518,0.09531226313536384,True
2023-03-30,mid,-0.00045,-0.0029978008183918787,True
2023-03-31,mid,0.0,0.02699684515092499,True
2023-04-03,mid,0.0,-0.00045,True
2023-04-04,mid,-0.0,-0.0,True
2023-04-05,mid,-0.0,-0.0,True
2023-04-06,mid,0.0,0.0,True
2023-04-10,mid,0.0,0.0,True
2023-04-11,mid,0.0,0.0,True
2023-04-12,mid,-0.0,-0.0,True
2023-04-13,mid,0.0,0.0,True
2023-04-14,mid,-0.0,-0.0,True
2023-04-17,mid,-0.0,-0.0,True
2023-04-18,mid,0.0,0.0,True
2023-04-19,low,0.0,0.0,True
2023-04-20,low,-0.0,-0.0,True
2023-04-21,low,0.0,0.0,True
2023-04-24,low,-0.0,-0.0,True
2023-04-25,low,-0.0,-0.0,True
2023-04-26,low,0.0,0.0,True
2023-04-27,low,0.0,0.0,True
2023-04-28,low,0.0,0.0,True
2023-05-01,low,-0.0,-0.0,True
2023-05-02,low,0.0,0.0,True
2023-05-03,mid,-0.0,-0.0,True
2023-05-04,mid,0.0,0.0,True
2023-05-05,mid,0.0,0.0,True
2023-05-08,low,-0.0,-0.0,True
2023-05-09,low,0.0,0.0,True
2023-05-10,low,0.0,0.0,True
2023-05-11,low,0.062115903509918934,0.060141887260304776,True
2023-05-12,low,0.048698808136272115,0.04801862450556986,True
2023-05-15,low,-0.00045,-0.00045,True
2023-05-16,low,-0.0,-0.0,True
2023-05-17,low,0.0,0.0,True
2023-05-18,low,0.0,0.0,True
2023-05-19,low,-0.0,-0.0,True
2023-05-22,low,0.0,0.0,True
2023-05-23,low,-0.0,-0.0,True
2023-05-24,low,0.0,0.0,True
2023-05-25,low,-0.0,-0.0,True
2023-05-26,low,0.0,0.0,True
2023-05-30,low,0.0,0.0,True
2023-05-31,low,0.0,0.0,True
2023-06-01,low,0.0,0.0,True
2023-06-02,low,-0.0,-0.0,True
2023-06-05,low,-0.0,-0.0,True
2023-06-06,low,0.0,0.0,True
2023-06-07,low,0.0,0.0,True
2023-06-08,low,-0.0,-0.0,True
2023-06-09,low,-0.0,-0.0,True
2023-06-12,low,0.0,0.0,True
2023-06-13,low,0.0,0.0,True
2023-06-14,low,0.0,0.0,True
2023-06-15,low,0.043866252104367856,0.038476876088238826,True
2023-06-16,low,-0.012727727642450774,-0.02083614381416845,True
2023-06-20,low,0.040156929497125876,0.022146748204133496,True
2023-06-21,low,-0.00045,-0.00045,True
2023-06-22,low,-0.0,-0.0,True
2023-06-23,low,-0.0,-0.0,True
2023-06-26,low,-0.05374137311976674,-0.055493306247276185,True
2023-06-27,low,0.045728344716882904,0.046553912715253304,True
2023-06-28,low,0.02648143855969408,0.02514862048487694,True
2023-06-29,low,0.030481183326630412,0.03116369994542517,True
2023-06-30,low,0.005039981263262598,0.005135314412570862,True
2023-07-03,low,0.07554649302219495,-0.00045,True
2023-07-05,low,-0.00045,0.0,True
2023-07-06,low,0.0,0.0,True
2023-07-07,low,-0.0,-0.0,True
2023-07-10,low,0.0,0.0,True
2023-07-11,low,0.0,0.0,True
2023-07-12,low,0.0,0.0,True
2023-07-13,low,0.0,0.0,True
2023-07-14,low,-0.04007283542389172,-0.03617311184156648,True
2023-07-17,low,0.011904200060002545,0.012400394040064874,True
2023-07-18,low,-0.0029709908428812368,-0.002017592180014568,True
2023-07-19,low,-0.014008044774298591,-0.014155287868721365,True
2023-07-20,low,0.021971384125567713,0.02235205879828459,True
2023-07-21,low,0.0144375036646615,0.014032775353028042,True
2023-07-24,low,-0.01822544091672313,-0.015344484646422286,True
2023-07-25,low,-0.011447460998637724,-0.011646398264975487,True
2023-07-26,low,-0.009702580174643684,-0.010161433531291512,True
2023-07-27,low,0.03282197745627312,0.0333867945354514,True
2023-07-28,low,-0.015201614806858128,-0.015538047591981945,True
2023-07-31,low,-0.011269514857505892,-0.011051501708168269,True
2023-08-01,low,0.025825195900461378,0.024390908575013494,True
2023-08-02,low,0.04148391701335376,0.042984113933992193,True
2023-08-03,low,0.0439278146412209,-0.00045,True
2023-08-04,low,-0.00045,-0.0,True
2023-08-07,low,-0.0,-0.0,True
2023-08-08,low,0.0,0.0,True
2023-08-09,low,-0.0,-0.0,True
2023-08-10,low,0.0,0.0,True
2023-08-11,low,0.0,0.0,True
2023-08-14,low,0.0,0.0,True
2023-08-15,low,-0.0,-0.0,True
2023-08-16,low,0.0,0.0,True
2023-08-17,low,0.0,0.0,True
2023-08-18,low,-0.0,-0.0,True
2023-08-21,low,0.0,0.0,True
2023-08-22,low,-0.0,-0.0,True
2023-08-23,low,0.0,0.0,True
2023-08-24,low,-0.0,-0.0,True
2023-08-25,low,0.0,0.0,True
2023-08-28,low,0.0,0.0,True
2023-08-29,low,0.0,0.0,True
2023-08-30,low,-0.0,-0.0,True
2023-08-31,low,0.0,0.0,True
2023-09-01,low,-0.0,-0.0,True
2023-09-05,low,-0.0,-0.0,True
2023-09-06,low,0.0,0.0,True
2023-09-07,low,-0.0,-0.0,True
2023-09-08,low,0.0,0.0,True
2023-09-11,low,-0.0,0.0,True
2023-09-12,low,-0.0,-0.0,True
2023-09-13,low,-0.0,-0.0,True
2023-09-14,low,-0.0,-0.0,True
2023-09-15,low,-0.0,-0.0,True
2023-09-18,low,-0.0,-0.0,True
2023-09-19,low,-0.0,-0.0,True
2023-09-20,low,-0.0,-0.0,True
2023-09-21,low,0.0,0.0,True
2023-09-22,low,-0.0,-0.0,True
2023-09-25,low,0.0,0.0,True
2023-09-26,low,-0.0,-0.0,True
2023-09-27,low,-0.0,-0.0,True
2023-09-28,low,0.0,0.0,True
2023-09-29,low,0.0,0.0,True
2023-10-02,low,-0.0,-0.0,True
2023-10-03,low,-0.0,-0.0,True
2023-10-04,low,0.01215049885240708,0.01193476540854855,True
2023-10-05,low,0.02647085159085445,0.026530074580446348,True
2023-10-06,low,0.029525452911289718,0.02928604196550126,True
2023-10-09,low,0.014046853901118145,0.015488766819423447,True
2023-10-10,low,0.008248137687464182,0.008581640674999598,True
2023-10-11,low,0.004957168707747844,-0.00045,True
2023-10-12,low,-0.00045,-0.0,True
2023-10-13,low,-0.0,-0.0,True
2023-10-16,low,-0.0,-0.0,True
2023-10-17,low,0.0,0.0,True
2023-10-18,low,-0.0,-0.0,True
2023-10-19,low,0.0,0.0,True
2023-10-20,low,-0.0,-0.0,True
2023-10-23,low,-0.0,-0.0,True
2023-10-24,low,0.10163385965044769,0.0984326578755838,True
2023-10-25,low,0.0016755087024469748,-0.0002595094884663626,True
2023-10-26,low,-0.03538543231803648,-0.034345027622507705,True
2023-10-27,low,-0.008885664257625181,-0.008047800692052806,True
2023-10-30,low,0.015455782355178697,0.0138713110010469,True
2023-10-31,low,0.0026986389087141037,0.0022503202612049614,True
2023-11-01,low,-0.014691697274829947,-0.016803081379335838,True
2023-11-02,low,0.07713575929621679,0.07836914126927652,True
2023-11-03,low,0.006305159450286953,-0.00045,True
2023-11-06,low,-0.00045,0.0,True
2023-11-07,low,0.0,0.0,True
2023-11-08,low,-0.0,-0.0,True
2023-11-09,low,0.0,0.0,True
2023-11-10,low,0.0,0.0,True
2023-11-13,low,0.0,0.0,True
2023-11-14,low,-0.0,-0.0,True
2023-11-15,low,-0.0,-0.0,True
2023-11-16,low,0.0,0.0,True
2023-11-17,low,-0.0,-0.0,True
2023-11-20,low,0.0,0.0,True
2023-11-21,low,0.0,0.0,True
2023-11-22,low,-0.0,-0.0,True
2023-11-24,low,0.0,0.0,True
2023-11-27,low,-0.0,-0.0,True
2023-11-28,low,0.0,0.0,True
2023-11-29,low,0.0,0.0,True
2023-11-30,low,-0.0,-0.0,True
2023-12-01,low,0.0,0.0,True
2023-12-04,low,-0.0,-0.0,True
2023-12-05,low,-0.0,-0.0,True
2023-12-06,low,-0.009039438013337191,-0.007836437681674736,True
2023-12-07,low,0.012587716622878315,0.014238216372380869,True
2023-12-08,low,0.032591219134371,0.029574788655019276,True
2023-12-11,low,-0.016602954795807298,-0.006257046272668085,True
2023-12-12,low,0.00016112053644139635,-0.000549796860259244,True
2023-12-13,low,0.01921638351585624,0.014306514116681109,True
2023-12-14,low,-0.008948028025315056,-0.009384580692479603,True
2023-12-15,low,0.0019414680948825237,0.005242817584026595,True
2023-12-18,low,-0.011958870288674685,-0.014036368740447294,True
2023-12-19,low,0.006207214084339946,0.007309003654885578,True
2023-12-20,low,-0.025064441706980703,-0.02904595036052695,True
2023-12-21,low,0.010500230625289016,0.009852747998418416,True
2023-12-22,low,0.06155007422495798,0.0612210156741103,True
2023-12-26,low,-0.00045,-0.00045,True
2023-12-27,low,0.0,0.0,True
2023-12-28,low,0.0,0.0,True
2023-12-29,low,-0.0,-0.0,True
2024-01-02,low,0.0,0.0,True
2024-01-03,low,-0.0,-0.0,True
2024-01-04,low,0.0,0.0,True
2024-01-05,low,-0.0,-0.0,True
2024-01-08,mid,-0.0,-0.0,True
2024-01-09,mid,-0.018392713912730365,-0.018392713912730365,True
2024-01-10,mid,-0.03016854664528593,-0.03016854664528593,True
2024-01-11,mid,-0.04688049708809639,-0.04688049708809639,True
2024-01-12,mid,-0.022443840017854044,-0.022443840017854044,True
2024-01-16,mid,-0.013824854207888312,-0.013824854207888312,True
2024-01-17,mid,0.04425087861442609,0.04425087861442609,True
2024-01-18,mid,0.008572122937810116,0.008572122937810116,True
2024-01-19,mid,-0.00045,-0.019780432440717782,True
2024-01-22,mid,0.0,0.026053058265575135,True
2024-01-23,mid,-0.0,-0.00045,True
2024-01-24,mid,-0.0,-0.0,True
2024-01-25,mid,0.0,0.0,True
2024-01-26,high,0.0,0.0,True
2024-01-29,high,0.0,0.0,True
2024-01-30,high,0.0,0.0,True
2024-01-31,high,-0.0,-0.0,True
2024-02-01,high,-0.0,-0.0,True
2024-02-02,high,-0.0,-0.0,True
2024-02-05,high,-0.0,-0.0,True
2024-02-06,high,0.0,0.0,True
2024-02-07,mid,-0.0,-0.0,True
2024-02-08,high,0.0,0.0,True
2024-02-09,high,0.0,0.0,True
2024-02-12,high,0.0,0.0,True
2024-02-13,high,-0.0,-0.0,True
2024-02-14,high,0.0,0.0,True
2024-02-15,high,-0.0,-0.0,True
2024-02-16,high,-0.0,-0.0,True
2024-02-20,high,0.0,0.0,True
2024-02-21,high,-0.0,-0.0,True
2024-02-22,high,0.0,0.0,True
2024-02-23,high,-0.0,-0.0,True
2024-02-26,high,0.0,0.0,True
2024-02-27,high,0.0,0.0,True
2024-02-28,high,-0.0,0.0,True
2024-02-29,high,0.0,0.0,True
2024-03-01,high,-0.03179982369336259,0.0,True
2024-03-04,high,-0.11984549613672917,0.0,True
2024-03-05,high,0.11916191279233512,0.1338070509886492,True
2024-03-06,high,-0.00045,-0.00045,True
2024-03-07,high,-0.02407452612592327,-0.02753131516355231,True
2024-03-08,high,-0.06418228414059649,-0.06987196019705641,True
2024-03-11,high,0.049505288535108216,0.032028091961234614,True
2024-03-12,high,-0.08762779199837453,-0.08503915244704904,True
2024-03-13,high,-0.0733719883089444,-0.07969401445117696,True
2024-03-14,high,0.014181527172434455,0.02078843012988826,True
2024-03-15,high,-0.10736533725296682,-0.09911235860820115,True
2024-03-18,high,0.11561845416856253,0.1229968879597659,True
2024-03-19,high,-0.07712592135634724,-0.05235037915324982,True
2024-03-20,high,0.05842748414718163,0.03217517796904544,True
2024-03-21,high,-0.08671006256230368,-0.07860739740746886,True
2024-03-22,high,0.010069060903440459,0.015705859717032943,True
2024-03-25,high,-0.07784937151039098,-0.09961636124944764,True
2024-03-26,high,-0.01068394509145247,-0.010775210148113413,True
2024-03-27,high,-0.03396935743476325,-0.03222423674173558,True
2024-03-28,high,0.1396258243493844,0.13557707846364442,True
2024-04-01,high,-0.00045,0.021022248382908382,True
2024-04-02,high,0.0,-0.00045,True
2024-04-03,high,0.0,0.0,True
2024-04-04,high,-0.0,-0.0,True
2024-04-05,high,-0.0,-0.0,True
2024-04-08,high,-0.0,-0.0,True
2024-04-09,high,0.0,-0.0,True
2024-04-10,high,0.0,0.0,True
2024-04-11,high,0.0,0.0,True
2024-04-12,high,0.0,0.0,True
2024-04-15,high,-0.0,-0.0,True
2024-04-16,high,-0.0,-0.0,True
2024-04-17,high,0.0,0.0,True
2024-04-18,high,-0.0,-0.0,True
2024-04-19,high,-0.0,-0.0,True
2024-04-22,high,0.05291618814308718,0.0,True
2024-04-23,high,0.021386601446007,0.0,True
2024-04-24,high,-0.0030663373952387746,-0.0,True
2024-04-25,high,-0.02510323632777029,-0.0,True
2024-04-26,high,0.05207433304891523,0.0,True
2024-04-29,high,-0.00045,0.0,True
2024-04-30,high,-0.0,-0.0,True
2024-05-01,high,0.0,0.0,True
2024-05-02,high,0.0,0.0,True
2024-05-03,high,-0.0,-0.0,True
2024-05-06,high,0.0,0.0,True
2024-05-07,high,0.0,0.0,True
2024-05-08,high,0.0,0.0,True
2024-05-09,high,-0.0,-0.0,True
2024-05-10,high,-0.0,-0.0,True
2024-05-13,high,0.0,0.0,True
2024-05-14,high,0.0,0.0,True
2024-05-15,high,0.0,0.0,True
2024-05-16,high,0.016893655604651156,-0.0,True
2024-05-17,high,-0.05594199806687209,0.0,True
2024-05-20,high,0.015585382298674122,0.004687306044506407,True
2024-05-21,high,0.012312761574357588,0.015049962127332454,True
2024-05-22,high,-0.017742407873182556,-0.015857010823535158,True
2024-05-23,high,0.03537039760156134,0.03752923146914143,True
2024-05-24,high,-0.076839195978606,-0.07841978904759019,True
2024-05-28,high,7.093858578495656e-05,0.0007647693573707721,True
2024-05-29,high,0.01640467496712411,0.01822990753647196,True
2024-05-30,high,0.06640366396112413,0.06546763075634428,True
2024-05-31,high,-0.00045,-0.00045,True
2024-06-03,high,0.0,0.0,True
2024-06-04,high,-0.0,-0.0,True
2024-06-05,high,0.0,0.0,True
2024-06-06,high,-0.0,-0.0,True
