portfolio,total_return,sharpe_365,max_drawdown,active_ratio
ret_baseline,0.8079359048396524,0.7236810664093539,-0.3597563303504203,0.2490530303030303
ret_high_only,0.39270860050715073,0.5367131674403542,-0.3597563303504202,0.07954545454545454
ret_low_only,0.32566527084977626,0.6475857659904798,-0.2654174596757092,0.10890151515151515
ret_high_low_only,0.8462654241061254,0.7942266209031258,-0.35975633035042,0.1884469696969697
ret_regime_weighted,0.5515645932957824,0.6519735191364474,-0.3597563303504202,0.22348484848484848
