date,asset_close,btc_close,a_ret,b_ret,spread,z,rolling_beta,position,hedged_ret,fee_cost,strategy_ret_net,source,beta_window,z_entry,z_exit,rolling_vol,rolling_corr,drawdown_depth,signal_density,ou_kappa,ou_half_life,ou_sigma,ou_regime,vol_regime,corr_regime,dd_regime,ret_baseline,ret_guard_ou,ret_guard_ou_corr,ret_guard_ou_corr_vol,ret_size_ou_soft,ret_size_ou_corr_soft,ret_size_adaptive,guard_ou_active,guard_ou_corr_active,guard_ou_corr_vol_active,horizon,fold,vol_thr_train_q75
2024-01-17,49.900001525878906,42742.65234375,0.03496911269402325,-0.009553782672285682,-0.30569199909335776,-1.3026845452635893,0.9715278480562539,1,0.04425087861442609,0.0,0.04425087861442609,yahoo_daily,120,2.25,0.75,0.036814237767009386,0.6703507874523309,-0.08696686875182724,2.0,0.029119207835057743,23.80377874584344,0.03154575914090455,medium,mid,mid,elevated,0.04425087861442609,0.04425087861442609,0.04425087861442609,0.04425087861442609,0.04425087861442609,0.04425087861442609,0.014267285781037082,True,True,True,1m,1,0.03940870673020537
2024-01-18,48.65999984741211,41262.05859375,-0.02484973227553333,-0.034639725632667706,-0.27070985311519546,-0.8905889717238136,0.9648417994923227,1,0.008572122937810116,0.0,0.008572122937810116,yahoo_daily,120,2.25,0.75,0.03679173398274351,0.6417302877251164,-0.0791402365044741,2.0,0.029653558347706954,23.37483995790154,0.031469715623554044,medium,mid,mid,elevated,0.008572122937810116,0.008572122937810116,0.008572122937810116,0.008572122937810116,0.008572122937810116,0.008572122937810116,0.0025916504380730132,True,True,True,1m,1,0.03940870673020537
2024-01-19,48.099998474121094,41618.40625,-0.01150845407001777,0.00863620644230223,-0.29695580792649423,-1.105458067791843,0.9578254556516687,1,-0.019780432440717782,0.0,-0.019780432440717782,yahoo_daily,120,2.25,0.75,0.036711311444452756,0.6363976085065858,-0.09735524084367275,2.0,0.03013686882707063,22.999973372725485,0.03145094185736962,medium,mid,mid,elevated,-0.019780432440717782,-0.019780432440717782,-0.019780432440717782,-0.019780432440717782,-0.019780432440717782,-0.019780432440717782,-0.005878321886965672,True,True,True,1m,1,0.03940870673020537
2024-01-22,47.01900100708008,39507.3671875,-0.022473960526685155,-0.050723688211871454,-0.2308757500184324,-0.44122094658647826,0.9566934208246897,0,0.026053058265575135,0.0,0.026053058265575135,yahoo_daily,120,2.25,0.75,0.037104998492270974,0.629176834527629,-0.07383858434025692,2.0,0.030849632181751296,22.468571958208553,0.0314688228336836,medium,mid,mid,elevated,0.026053058265575135,0.026053058265575135,0.026053058265575135,0.026053058265575135,0.026053058265575135,0.026053058265575135,0.007457899293077582,True,True,True,1m,1,0.03940870673020537
2024-01-23,45.01900100708008,39845.55078125,-0.042535995175627894,0.008560013431039293,-0.2888847845824358,-0.9690043577484356,0.9420362395419759,0,-0.05059983803863296,0.00045,-0.00045,yahoo_daily,120,2.25,0.75,0.03796215718936234,0.6155776239872888,-0.07425535697730368,2.0,0.02995612897469009,23.13874336519197,0.031600824829103584,medium,mid,mid,elevated,-0.00045,-0.00045,-0.00045,-0.00045,-0.00045,-0.00045,-0.0001245002114938276,True,True,True,1m,1,0.03940870673020537
2024-01-24,45.0989990234375,40077.07421875,0.0017769833751939412,0.005810521700930993,-0.29699388082196077,-0.9919053593165237,0.9416399785237386,0,-0.003694436154482436,0.0,-0.0,yahoo_daily,120,2.25,0.75,0.03740300471508941,0.6080991560343288,-0.07425535697730368,2.0,0.029802500325236965,23.258021071909305,0.03160245178353495,medium,mid,mid,elevated,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,True,True,True,1m,1,0.03940870673020537
2024-01-25,45.77799987792969,39933.80859375,0.01505578547628783,-0.0035747525934159974,-0.27594058205544725,-0.7419947518148329,0.9317854651062992,0,0.018386687984183907,0.0,0.0,yahoo_daily,120,2.25,0.75,0.03766641812999053,0.5670607074510218,-0.07425535697730368,2.0,0.03092164241637583,22.416247210492955,0.03153044918743751,medium,mid,mid,elevated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,1m,1,0.03940870673020537
2024-01-26,49.45000076293945,41816.87109375,0.080213222395068,0.04715459322091098,-0.27739227298579516,-0.7097976319884254,0.9295059441342955,0,0.036382747702996494,0.0,0.0,yahoo_daily,120,2.25,0.75,0.038418315947787295,0.6044648781696041,-0.07425535697730368,2.0,0.03139009359746055,22.081717545946432,0.03160534284038994,medium,mid,mid,elevated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,1m,1,0.03940870673020537
2024-01-29,51.38100051879883,43288.24609375,0.039049539455347615,0.03518615720198914,-0.29808416337060883,-0.8525161624729012,0.9440359741453173,0,0.00583254126473752,0.0,0.0,yahoo_daily,120,2.25,0.75,0.03831062500302331,0.6010761161784233,-0.07425535697730368,2.0,0.02998680258397735,23.11507466055451,0.03147117225374526,medium,mid,mid,elevated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,1m,1,0.03940870673020537
2024-01-30,51.95100021362305,42952.609375,0.011093588857143288,-0.007753530092744043,-0.27377199604277624,-0.5864378236031762,0.945967106350558,0,0.018428173282978345,0.0,0.0,yahoo_daily,120,2.25,0.75,0.03851707263725694,0.5970686545154156,-0.07425535697730368,2.0,0.030753039185796426,22.539144062225944,0.031397292980636815,medium,mid,mid,elevated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,1m,1,0.03940870673020537
