date,asset_close,btc_close,spread,z,rolling_beta,position,hedged_ret,fee_cost,strategy_ret_gross,strategy_ret_net,equity_curve_gross,equity_curve_net
2025-12-04 00:00:00,185.6,92034.0,0.09161018660177245,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-05 00:00:00,178.88,89294.0,0.08035774439688836,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-06 00:00:00,178.99,89181.0,0.08204615179708519,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-07 00:00:00,179.3,90344.0,0.07279093499592104,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-08 00:00:00,182.86,90594.0,0.09010836838746705,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-09 00:00:00,188.96,92654.0,0.10385899763902184,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-10 00:00:00,183.41,91961.0,0.08041324423321328,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-11 00:00:00,183.42,92481.0,0.07568686239441558,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-12 00:00:00,176.42,90228.0,0.057687433922155584,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-13 00:00:00,177.17,90222.0,0.061986026189865484,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-14 00:00:00,174.0,88128.0,0.06384240510384576,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-15 00:00:00,162.74,86427.0,0.01346630496490775,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-16 00:00:00,167.33,87814.0,0.027781413036496616,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-17 00:00:00,160.84,86210.0,0.0038540812060787744,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-18 00:00:00,159.15,85477.0,0.0005310845010191301,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-19 00:00:00,165.13,88092.0,0.011866576033058074,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-20 00:00:00,165.78,88317.0,0.013632287358319672,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-21 00:00:00,165.92,88607.0,0.011696858264534704,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-22 00:00:00,165.11,88573.0,0.007128441171812661,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-23 00:00:00,157.69,87459.0,-0.028120793147729195,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-24 00:00:00,159.11,87653.0,-0.021034759935583125,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-25 00:00:00,158.67,87200.0,-0.019410668185470215,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-26 00:00:00,158.62,87339.0,-0.02107631576289659,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-27 00:00:00,158.73,87844.0,-0.02527146524222612,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-28 00:00:00,158.98,87928.0,-0.024508094198474772,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-29 00:00:00,155.36,87228.0,-0.04076444928126488,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-30 00:00:00,155.75,88466.0,-0.05020642278760956,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-31 00:00:00,152.17,87632.0,-0.0654290691742947,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2026-01-01 00:00:00,153.1,88809.0,-0.07064832462447779,-1.758096063939013,,0,0.0,0.0,0.0,0.0,1.0,1.0
2026-01-02 00:00:00,158.79,89932.0,-0.04481139268012413,-1.1969516017545359,,0,0.0,0.0,0.0,0.0,1.0,1.0
