date,vol_regime,ret_roll40,ret_mlbeta,beta_roll40,beta_ml
2024-04-17,high,0.0,0.0,1.546585860256597,1.5468682138137249
2024-04-18,high,-0.0,-0.0,1.5469242024104168,1.5484292197705876
2024-04-19,high,-0.0,-0.0,1.5215383449868918,1.542591110989141
2024-04-22,high,0.0,0.0,1.5355273325239822,1.536359360126718
2024-04-23,high,0.0,0.0,1.5520783777521951,1.5308717170103545
2024-04-24,high,-0.0,-0.0,1.5210589048992558,1.539812341102732
2024-04-25,high,-0.0,-0.0,1.5194964033753264,1.5396029812272642
2024-04-26,high,0.0,0.0,1.5808177175112732,1.5185032355471055
2024-04-29,high,0.0,0.0,1.6007779590669144,1.537554795851819
2024-04-30,high,-0.0,-0.0,1.596502105896571,1.5739421757594028
2024-05-01,high,0.0,0.0,1.5544758919912487,1.5789522359028427
2024-05-02,high,0.0,0.0,1.4220552099467643,1.5724323162430878
2024-05-03,high,-0.0,-0.0,1.3602959892462514,1.5134177584216713
2024-05-06,high,0.0,0.0,1.3483773021383234,1.4049701749302599
2024-05-07,high,0.0,0.0,1.3283205745642028,1.3589132505707215
2024-05-08,high,0.0,0.0,1.3611521931745671,1.3460360233169808
2024-05-09,high,-0.0,-0.0,1.3683142822924215,1.3512729893910338
2024-05-10,high,-0.0,-0.0,1.326784394216125,1.4022169624929706
2024-05-13,high,0.0,0.0,1.3296897835042447,1.4079184569998329
2024-05-14,high,0.0,0.0,1.3786286144103037,1.3847114409248489
2024-05-15,high,0.0,0.0,1.3078312349791068,1.4009821854799667
2024-05-16,high,-0.0,-0.0,1.4500103618143554,1.3998520094269271
2024-05-17,high,0.0,0.0,1.5495116021818474,1.3912461995673855
2024-05-20,high,0.01706057659730042,0.008442838034302893,1.6410313785176045,1.5095952028445452
2024-05-21,high,0.011882724826886886,0.012345079670547786,1.617692822676252,1.5925077008771522
2024-05-22,high,-0.016525942135361883,-0.018462571936737903,1.4945974284678094,1.6285247843821966
2024-05-23,high,0.036803594114359586,0.03488946503680163,1.4888666632748773,1.5997922330159438
2024-05-24,high,-0.07792765306209451,-0.07806912112462605,1.5077289177761084,1.4916195559596042
2024-05-28,high,0.0003364332304209329,0.0007098852143244527,1.5787189159596118,1.4673960715095102
2024-05-29,high,0.017275406943616907,0.018315919143790993,1.5728671025747896,1.4739107247364844
2024-05-30,high,0.06736813915735619,0.06569120293078554,1.6631958509930478,1.5191821535049725
2024-05-31,high,-0.010323907327754737,-0.009371354408502026,1.6463835087299805,1.5718380605104614
2024-06-03,high,-0.03453208005344247,-0.03587971546136523,1.694725770348969,1.625473378339289
2024-06-04,high,0.036218820008889215,0.03476653084408043,1.6859563563842102,1.629277216334308
2024-06-05,high,-0.00045,-0.00045,1.7263783958813417,1.6430293353391088
2024-06-06,high,-0.0,-0.0,1.737233214425804,1.6559355180614763
2024-06-07,high,-0.0,-0.0,1.7147472134094874,1.665953595377465
2024-06-10,high,-0.0,-0.0,1.7175365736608146,1.675818357646573
2024-06-11,high,0.0,0.0,1.7420854175924043,1.6564996044408553
2024-06-12,mid,0.0,0.0,1.7155215157239359,1.6715908454584538
2024-06-13,mid,-0.0,-0.0,1.725949654917717,1.6273207598517005
2024-06-14,mid,0.0,0.0,1.7714034014346494,1.6169928508228935
2024-06-17,mid,-0.0,-0.0,1.8176063421640054,1.647017262890422
2024-06-18,mid,0.0,0.0,1.8207929104917098,1.692479529680892
2024-06-20,mid,0.0,0.0,1.75951887716017,1.7206546178786506
2024-06-21,mid,0.0,0.0,1.7629949911310248,1.7169969693071871
2024-06-24,mid,0.0,0.0,1.7492631389531852,1.683330076243608
2024-06-25,mid,0.0,0.0,1.7111686134455384,1.6742031395943593
2024-06-26,mid,-0.0032829359325448277,-0.0015109642313396255,1.7573457989571435,1.6470980414068064
2024-06-27,mid,-0.0234684184683934,-0.025026878670361772,1.758996614965663,1.639564785869758
2024-06-28,mid,0.06335876419352074,0.06181617006659014,1.6118531617871183,1.6858267449594784
2024-07-01,mid,0.07935561714944596,0.0775281703424927,1.6915403842659733,1.6480022151978133
2024-07-02,mid,0.013156387379913273,0.012745140297375047,1.5548151092650055,1.5862231260178754
2024-07-03,mid,-0.03435306430505452,-0.03437621903710268,1.6070953850789336,1.607869612923757
2024-07-05,mid,-0.00045,-0.00045,1.5707508468023599,1.529024523422491
2024-07-08,mid,0.0,0.0,1.444766234747681,1.5501320195849777
2024-07-09,mid,-0.0,-0.0,1.4461642479715746,1.5306378849017974
2024-07-10,mid,0.0,0.0,1.4476669313980854,1.4344193067928086
2024-07-11,mid,0.0,0.0,1.4253496325085946,1.4675201179857138
2024-07-12,mid,0.0,0.0,1.4164849406339537,1.4463499182207191
2024-07-15,mid,-0.0,-0.0,1.466478723562923,1.4367588836959317
2024-07-16,mid,0.0,0.0,1.2901021539322897,1.4725768928873344
2024-07-17,mid,-0.0,-0.0,1.2812525659816516,1.4504017855045837
2024-07-18,mid,-0.0,-0.0,1.245559047400951,1.3353141157227093
2024-07-19,mid,0.0,0.0,1.2320196668439263,1.3183203504576044
2024-07-22,mid,-0.0,-0.0,1.3381599692064212,1.288516354535443
2024-07-23,mid,-0.0,-0.0,1.3386093738248448,1.2892820489578571
2024-07-24,mid,-0.0,-0.0,1.327308212124722,1.3900928294898725
2024-07-25,mid,-0.0,-0.0,1.3109900852617447,1.3831161720943195
2024-07-26,mid,0.0,0.0,1.3007944944017258,1.3729132363309102
2024-07-29,mid,-0.0,-0.0,1.3382252188030859,1.3551345232796848
2024-07-30,mid,-0.0,-0.0,1.3696953477230986,1.3277223099352897
2024-07-31,mid,0.0,0.0,1.3811486421631487,1.3514971226019246
2024-08-01,mid,-0.0,-0.0,1.3347219678584499,1.3728875957623456
2024-08-02,mid,0.0,0.0,1.3276268475888626,1.3664918029597584
2024-08-05,mid,0.0,0.0,1.2655609885855286,1.3344869163381041
2024-08-06,mid,0.0,-0.0,1.1412766634421276,1.3027695484278328
2024-08-07,high,-0.0,-0.0,1.13679982065199,1.2232868084256205
2024-08-08,high,-0.0,-0.0,1.1546996202399995,1.1843489064698502
2024-08-09,high,0.0,0.0,1.0655068498669436,1.1939100892331724
2024-08-12,high,-0.0,0.0,1.059930442420784,1.178851039091535
2024-08-13,high,0.0,0.0,1.045690723855087,1.1331657529618007
2024-08-14,mid,-0.0,-0.0,1.0507081377140222,1.1542075514002668
2024-08-15,high,0.0,0.0,1.0528269372160644,1.1056643214374904
2024-08-16,high,-0.0,-0.0,1.0432955025359876,1.1415816916018788
2024-08-19,mid,0.0,0.0,1.03729127606909,1.1598279039965336
2024-08-20,mid,-0.0,-0.0,1.0417370669017443,1.1110477826544576
2024-08-21,mid,0.0,0.0,1.0300249887902027,1.1074034143107372
2024-08-22,mid,-0.0,-0.0,1.0170364429775112,1.100915848202263
2024-08-23,high,0.0,0.0,1.0230843025905978,1.0851327152306804
2024-08-26,mid,-0.0,0.0,1.0681517114590988,1.1166026832923386
2024-08-27,mid,0.0,0.0,1.044052750429208,1.0885614083519766
2024-08-28,mid,-0.0,-0.0,1.0698297400739474,1.1023562256086743
2024-08-29,mid,-0.0,-0.0,1.0713050409252267,1.0908515901468596
2024-08-30,mid,0.0,0.0,1.077987219531965,1.1044743255396077
2024-09-03,mid,-0.0,-0.0,1.119064572682645,1.0994032609031523
2024-09-04,mid,0.0,0.0,1.138665064665924,1.0987012328685763
2024-09-05,mid,-0.0,-0.0,1.1455091637833408,1.1348713893393778
2024-09-06,mid,0.0,0.0,1.1489524615168385,1.142235930592399
2024-09-09,mid,0.0,0.0,1.1522949565044034,1.146766508708356
2024-09-10,mid,0.0,0.0,1.171827106264463,1.1496274761405814
2024-09-11,mid,0.0,0.0,1.1483250586032667,1.148486466021857
2024-09-12,mid,-0.0,-0.0,1.1450191670875751,1.1508806330341366
2024-09-13,mid,0.0,0.0,1.1386692668509772,1.135416000404373
2024-09-16,low,-0.0,-0.0,1.163210559561816,1.1321319333334303
2024-09-17,mid,-0.0,-0.0,1.0937779745566603,1.1172180468054644
2024-09-18,mid,-0.0,-0.0,1.0550236440672163,1.1283698024881939
2024-09-19,mid,0.06801030719274369,0.06727280180078496,1.046665881584779,1.081890369682756
2024-09-20,mid,-0.003461649347599287,-0.003411001492483202,1.0695677477405143,1.0569437770999905
2024-09-23,mid,0.03352189962479002,0.033553046816146515,1.0740951986576326,1.059709706444626
2024-09-24,mid,-0.00045,-0.00045,1.044234683739865,1.0688560597409629
2024-09-25,low,0.0,0.0,1.0418540208960296,1.0810981045710752
2024-09-26,mid,0.0,0.0,1.0343668309629317,1.0542336376573485
2024-09-27,low,0.0,0.0,1.0770072658477143,1.0702629188084953
2024-09-30,low,0.0017449822828063252,0.003394920717701629,1.0972325905278448,1.0531272230929976
2024-10-01,low,-0.009117812696720816,-0.0075835953540818735,1.122306784629049,1.0833252312713606
2024-10-02,low,-0.016069690435158462,-0.015711229425559338,1.216522880612456,1.109738963284681
2024-10-03,low,0.010011519740222102,0.009876336396083185,1.2166573220514096,1.1519224876761098
2024-10-04,low,-0.05469574307647685,-0.05405983491456576,1.1830992043475954,1.2126368248506219
2024-10-07,low,-0.05031533820523929,-0.05102097706170275,1.452497491132387,1.1936235529782413
2024-10-08,low,-0.03528799871503176,-0.0349319861385701,1.4590966566742711,1.2474552762950188
2024-10-09,low,-0.01920111641219569,-0.018174830251318295,1.4559636713318227,1.414821320432035
2024-10-10,low,0.022105546049171004,0.02237634486546703,1.4533785180554752,1.4000447142265342
