beta_window,z_entry,z_exit,z_window,vol_window,quantile_lookback,min_history,mode,oos_ratio,split_date,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd,full_return,full_sharpe,full_mdd,oos_active_ratio
60,1.75,0.5,30,20,126,126,high_only,0.8,2025-05-16,0.2944884788654172,0.4791451857712475,-0.43657107831110153,-0.08531514325398848,-0.5986184504888179,-0.17204759330252428,0.18404900885037678,0.3380695429527589,-0.43657107831110153,0.18396226415094338
90,2.0,1.0,30,20,126,84,high_low_only,0.8,2025-05-16,0.19470480712786942,0.3875353955832766,-0.43231658816994023,-0.1324556768135503,-0.5996908579819595,-0.19634352853725556,0.03645937330734528,0.22247338895151786,-0.43231658816994023,0.39622641509433965
90,2.0,1.0,30,20,126,126,high_low_only,0.8,2025-05-16,0.7807759914689738,0.8463983052251212,-0.43231658816994045,-0.1324556768135503,-0.5996908579819595,-0.19634352853725556,0.5449021022656289,0.5899038488966166,-0.43231658816994045,0.39622641509433965
90,2.25,1.0,30,20,252,84,high_low_only,0.8,2025-05-16,0.07104736407896683,0.25664666539852843,-0.3572010981544531,-0.11172949830501566,-0.6027656298118667,-0.16879420371385656,-0.04862022057048532,0.11725080090089433,-0.3572010981544531,0.2641509433962264
90,2.25,1.0,30,20,252,126,high_low_only,0.8,2025-05-16,0.4842396083435285,0.6766389567863019,-0.357201098154453,-0.11172949830501566,-0.6027656298118667,-0.16879420371385656,0.3184062615388734,0.45410559375428455,-0.357201098154453,0.2641509433962264
60,2.0,0.75,30,20,252,84,low_only,0.8,2025-05-16,0.4136002357416215,1.0917936702808562,-0.20377921619964,-0.11271389381498986,-0.6156761916764825,-0.22117066246906802,0.2542678488733956,0.525605754582393,-0.3031282748442172,0.30660377358490565
60,2.0,0.75,30,20,252,126,low_only,0.8,2025-05-16,0.4136002357416215,1.0917936702808562,-0.20377921619964,-0.11271389381498986,-0.6156761916764825,-0.22117066246906802,0.2542678488733956,0.525605754582393,-0.3031282748442172,0.30660377358490565
60,1.75,0.5,30,40,126,84,high_low_only,0.8,2025-05-16,-0.06244114619523955,0.1666148652164632,-0.43631742115061956,-0.15145268720663363,-0.6161087043306922,-0.1926005055220692,-0.2044369540183416,0.03912742845173335,-0.43631742115061956,0.5518867924528302
60,1.75,0.5,30,40,126,126,high_low_only,0.8,2025-05-16,0.34181869395713926,0.5051147296752181,-0.43631742115061933,-0.15145268720663363,-0.6161087043306922,-0.1926005055220692,0.13859664701323515,0.3160975025694383,-0.43631742115061933,0.5518867924528302
120,2.25,0.75,30,40,252,84,high_low_only,0.8,2025-05-16,0.45540725777525304,0.6328500473896324,-0.41398541784666854,-0.09721204970765629,-0.6207042709148889,-0.18983706074047946,0.3139241350875217,0.44617262390409457,-0.41398541784666854,0.25
120,2.25,0.75,30,40,252,126,high_low_only,0.8,2025-05-16,0.6303361849488978,0.7982604943190159,-0.41398541784666876,-0.09721204970765629,-0.6207042709148889,-0.18983706074047946,0.4718478626974554,0.5771670739809105,-0.41398541784666876,0.25
120,2.0,1.0,30,20,126,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,20,126,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,20,252,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,20,252,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,30,126,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,30,126,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,30,252,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,30,252,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,40,126,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,40,126,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,40,252,84,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,1.0,30,40,252,126,baseline,0.8,2025-05-16,1.0366868908356541,0.9251607154233191,-0.425260992591851,-0.1405180077853797,-0.6327489216354614,-0.20106061044676182,0.7504957064528297,0.6723153675837539,-0.425260992591851,0.41509433962264153
120,2.0,0.5,30,20,126,84,regime_weighted,0.8,2025-05-16,0.3979495664512678,0.5458758825931107,-0.4384018724479031,-0.09574940602783366,-0.6392708655143605,-0.17882244988109053,0.2640967258066895,0.3997066471030783,-0.4384018724479031,0.5424528301886793
120,2.0,0.5,30,20,126,126,regime_weighted,0.8,2025-05-16,0.865336270016023,0.8634721177297002,-0.41810290831339914,-0.09574940602783366,-0.6392708655143605,-0.17882244988109053,0.6867314301198135,0.6645765234121461,-0.41810290831339914,0.5424528301886793
120,1.75,1.0,30,20,126,84,low_only,0.8,2025-05-16,0.15148012183914128,0.4123506860125304,-0.22757462810876183,-0.10035299774967832,-0.6395257010919796,-0.19254633303823698,0.03592563976341889,0.16135462645342533,-0.2720092639147025,0.2783018867924528
120,1.75,1.0,30,20,126,126,low_only,0.8,2025-05-16,0.15199852117367074,0.413361425724,-0.22757462810876172,-0.10035299774967832,-0.6395257010919796,-0.19254633303823698,0.036392016170696984,0.16212120888436804,-0.2720092639147025,0.2783018867924528
60,1.75,0.75,30,20,126,84,high_low_only,0.8,2025-05-16,-0.05837549415713694,0.15021885458074288,-0.5134058441934917,-0.15404356203479597,-0.6441904800952081,-0.1832431253294391,-0.20342668713642575,0.015202473686982715,-0.5134058441934917,0.4811320754716981
60,1.75,0.75,30,20,126,126,high_low_only,0.8,2025-05-16,0.44392846485954407,0.5880967289855309,-0.44511348767615977,-0.15404356203479597,-0.6441904800952081,-0.1832431253294391,0.22150058080914659,0.36897256875798023,-0.44511348767615977,0.4811320754716981
120,1.75,1.0,30,30,126,84,high_low_only,0.8,2025-05-16,0.20796908858247343,0.40078520220485514,-0.45989680957256673,-0.141016402723245,-0.6466093228633494,-0.17787557298351742,0.03762563310969691,0.23226602389003123,-0.45989680957256673,0.419811320754717
120,1.75,1.0,30,30,126,126,high_low_only,0.8,2025-05-16,0.3257757399291914,0.4976476661870712,-0.45989680957256607,-0.141016402723245,-0.6466093228633494,-0.17787557298351742,0.13881961426662937,0.3082112013030487,-0.45989680957256607,0.419811320754717
90,1.75,0.75,30,40,126,84,regime_weighted,0.8,2025-05-16,0.1640062539768723,0.35786066453285414,-0.4461708448031402,-0.08575468024975819,-0.6491103772675128,-0.1704162176677676,0.06418726985836587,0.2308533606083466,-0.4461708448031402,0.49528301886792453
90,1.75,0.75,30,40,126,126,regime_weighted,0.8,2025-05-16,0.2947865959756826,0.4887374015473313,-0.44617084480313995,-0.08575468024975819,-0.6491103772675128,-0.1704162176677676,0.18375258544611528,0.33804424756834,-0.44617084480313995,0.49528301886792453
60,2.0,0.75,30,20,126,84,low_only,0.8,2025-05-16,0.3863297569454327,0.8699919538410508,-0.2037792161996398,-0.11736661455594244,-0.6491622751046274,-0.22117066246906802,0.2236209267145841,0.4449723923104345,-0.2620316649876223,0.2971698113207547
60,2.0,0.75,30,20,126,126,low_only,0.8,2025-05-16,0.3863297569454327,0.8699919538410508,-0.2037792161996398,-0.11736661455594244,-0.6491622751046274,-0.22117066246906802,0.2236209267145841,0.4449723923104345,-0.2620316649876223,0.2971698113207547
120,2.25,0.75,30,20,126,84,low_only,0.8,2025-05-16,0.45173461174473917,1.1209921470621307,-0.17201140923282165,-0.09666828886813639,-0.6498510997052405,-0.2067106168355689,0.31139791093672864,0.6301766096167489,-0.24658300662899002,0.21226415094339623
120,2.25,0.75,30,20,126,126,low_only,0.8,2025-05-16,0.4523881864286323,1.1222597941553998,-0.17201140923282177,-0.09666828886813639,-0.6498510997052405,-0.2067106168355689,0.31198830567428093,0.6310829144893729,-0.2465830066289909,0.21226415094339623
60,2.0,1.0,30,30,252,84,high_low_only,0.8,2025-05-16,-0.16795357895794305,-0.01979403432554822,-0.4711232457796626,-0.13927752754367817,-0.6507379233214231,-0.15532586358943168,-0.283838947282247,-0.12828871080812135,-0.4711232457796626,0.3443396226415094
60,2.0,1.0,30,30,252,126,high_low_only,0.8,2025-05-16,0.06432600464347815,0.2516723788552576,-0.4394504065190541,-0.13927752754367817,-0.6507379233214231,-0.15532586358943168,-0.0839106897837063,0.08968824031713225,-0.4394504065190541,0.3443396226415094
120,2.25,0.5,30,40,126,84,high_low_only,0.8,2025-05-16,0.13864301726981854,0.33779343419280766,-0.4384018724479034,-0.14124415035065674,-0.6519086562476148,-0.19146434857902894,-0.022183648257165345,0.1723252715340352,-0.4384018724479034,0.38207547169811323
120,2.25,0.5,30,40,126,126,high_low_only,0.8,2025-05-16,0.8479610702868436,0.9212799801139839,-0.3597563303504201,-0.14124415035065674,-0.6519086562476148,-0.19146434857902894,0.586947379033087,0.6285530191684485,-0.3597563303504201,0.38207547169811323
60,2.0,0.75,30,30,126,84,low_only,0.8,2025-05-16,0.3332813547921363,0.6684304629134364,-0.2802498528490698,-0.1177637995793922,-0.6519981626787424,-0.22117066246906802,0.17626907654345403,0.35673216642671807,-0.433408888287368,0.3018867924528302
60,2.0,0.75,30,30,126,126,low_only,0.8,2025-05-16,0.3332813547921363,0.6684304629134364,-0.2802498528490698,-0.1177637995793922,-0.6519981626787424,-0.22117066246906802,0.17626907654345403,0.35673216642671807,-0.433408888287368,0.3018867924528302
90,2.0,1.0,30,20,126,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,20,126,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,20,252,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,20,252,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,30,126,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,30,126,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,30,252,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,30,252,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,40,126,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,40,126,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,40,252,84,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
90,2.0,1.0,30,40,252,126,baseline,0.8,2025-05-16,0.7875090228626442,0.7681085853830472,-0.43231658816994045,-0.14106988164219347,-0.6523020083419633,-0.20243738730092986,0.5353453365730587,0.5527008441595551,-0.43231658816994045,0.41509433962264153
60,1.75,0.75,30,20,126,84,regime_weighted,0.8,2025-05-16,-0.04033747868966131,0.14749974260666823,-0.44511348767615944,-0.09351630050190674,-0.6545802131729145,-0.17403275540538332,-0.1300815674129362,0.04808873163581859,-0.44511348767615944,0.49528301886792453
60,1.75,0.75,30,20,126,126,regime_weighted,0.8,2025-05-16,0.4488198113912918,0.6128484322110666,-0.44511348767615955,-0.09351630050190674,-0.6545802131729145,-0.17403275540538332,0.31333154253610807,0.4411753340563051,-0.44511348767615955,0.49528301886792453
120,2.25,1.0,30,30,126,84,high_low_only,0.8,2025-05-16,0.5759348671502342,0.7247930714420375,-0.3597563303504202,-0.12886016339381778,-0.6635357320986681,-0.1808002634940412,0.3728596426712416,0.4864394924254349,-0.3597563303504202,0.30660377358490565
120,2.25,1.0,30,30,126,126,high_low_only,0.8,2025-05-16,0.7304059010374402,0.8632145372399702,-0.3597563303504202,-0.12886016339381778,-0.6635357320986681,-0.1808002634940412,0.5074255138921298,0.5905275174130634,-0.3597563303504202,0.30660377358490565
60,1.75,0.75,30,20,126,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,20,126,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,20,252,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,20,252,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,30,126,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,30,126,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,30,252,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,30,252,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,40,126,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,40,126,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,40,252,84,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
60,1.75,0.75,30,40,252,126,baseline,0.8,2025-05-16,0.19610232750718892,0.4069689394808518,-0.44511348767615977,-0.15812369557279493,-0.6670177950803442,-0.18718242641774363,0.006970207198532252,0.25119223162022325,-0.44511348767615977,0.49528301886792453
90,1.75,0.75,30,20,126,84,regime_weighted,0.8,2025-05-16,-0.06000328103326902,0.13174877410842398,-0.4554900171824853,-0.09530126233485714,-0.6697581638933907,-0.17320393710403015,-0.1495861549414219,0.03484281274065693,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,20,126,126,regime_weighted,0.8,2025-05-16,0.4011189870573635,0.5692348641007632,-0.4554900171824853,-0.09530126233485714,-0.6697581638933907,-0.17320393710403015,0.26759057890946036,0.4043260642215765,-0.4554900171824853,0.49528301886792453
60,2.25,1.0,30,40,126,84,high_low_only,0.8,2025-05-16,0.21300239383601705,0.4106833088404691,-0.3540376536416956,-0.127125472752747,-0.6718613037049374,-0.18394324241330096,0.058798891069399284,0.22199836049716504,-0.3540376536416956,0.28773584905660377
60,2.25,1.0,30,40,126,126,high_low_only,0.8,2025-05-16,0.5012583932352077,0.690609735233992,-0.3540376536416956,-0.127125472752747,-0.6718613037049374,-0.18394324241330096,0.3104102102711528,0.447145607642103,-0.3540376536416956,0.28773584905660377
120,2.25,1.0,30,20,126,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,20,126,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,20,252,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,20,252,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,30,126,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,30,126,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,30,252,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,30,252,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,40,126,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,40,126,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,40,252,84,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.25,1.0,30,40,252,126,baseline,0.8,2025-05-16,0.9383977149302956,0.9225680361144635,-0.3597563303504201,-0.13036460751879608,-0.6724347421705005,-0.18221500792310052,0.6856992576080774,0.6660876905777982,-0.3597563303504201,0.3160377358490566
120,2.0,0.75,30,20,126,84,regime_weighted,0.8,2025-05-16,0.7455367444812178,0.8040276718070708,-0.4181029083133987,-0.09777190301996286,-0.67377823461548,-0.17118888713267688,0.574872295182018,0.607973298574594,-0.4181029083133987,0.4528301886792453
120,2.0,0.75,30,20,126,126,regime_weighted,0.8,2025-05-16,0.8578108067404087,0.8923753005029837,-0.4181029083133988,-0.09777190301996286,-0.67377823461548,-0.17118888713267688,0.6761691087143462,0.6783224502547603,-0.4181029083133988,0.4528301886792453
90,1.75,0.75,30,20,126,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,20,126,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,20,252,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,20,252,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,30,126,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,30,126,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,30,252,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,30,252,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,40,126,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,40,126,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,40,252,84,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,1.75,0.75,30,40,252,126,baseline,0.8,2025-05-16,0.3583608881362925,0.5094133736351072,-0.4554900171824853,-0.1566320902894519,-0.6783760178410969,-0.17818281564393945,0.1455979828600682,0.33465346503119947,-0.4554900171824853,0.49528301886792453
90,2.0,0.5,30,20,126,84,high_low_only,0.8,2025-05-16,0.36541415240140207,0.517426789903188,-0.5669202212519453,-0.1610692289620076,-0.6827504397699883,-0.20439824419435448,0.1454879476602957,0.32700439628876976,-0.5669202212519453,0.4811320754716981
90,2.0,0.5,30,20,126,126,high_low_only,0.8,2025-05-16,1.5473755906428623,1.148744726273234,-0.4417525532142771,-0.1610692289620076,-0.6827504397699883,-0.20439824419435448,1.1370717683813814,0.8347459738822015,-0.4417525532142771,0.4811320754716981
120,2.0,1.0,30,20,126,84,low_only,0.8,2025-05-16,0.35597514196723146,0.9126908928461783,-0.2128353134400408,-0.10472298291814253,-0.6839842767415437,-0.1964684942192546,0.21397338033757118,0.4673107572630682,-0.24528670236712258,0.25471698113207547
120,2.0,1.0,30,20,126,126,low_only,0.8,2025-05-16,0.35658560548970186,0.9139287864792827,-0.2128353134400408,-0.10472298291814253,-0.6839842767415437,-0.1964684942192546,0.21451991429900663,0.46819261738772544,-0.24528670236712224,0.25471698113207547
90,2.25,1.0,30,20,126,84,high_low_only,0.8,2025-05-16,0.5413869749660487,0.6804465286500792,-0.3572010981544532,-0.1288743396243237,-0.6844067093199527,-0.18077294441670277,0.3427417464617657,0.4587493258052688,-0.3572010981544532,0.2971698113207547
90,2.25,1.0,30,20,126,126,high_low_only,0.8,2025-05-16,1.1360284117750274,1.1103697205527359,-0.357201098154453,-0.1288743396243237,-0.6844067093199527,-0.18077294441670277,0.8607491607887272,0.8007395313855404,-0.357201098154453,0.2971698113207547
60,2.25,1.0,30,30,252,84,high_low_only,0.8,2025-05-16,0.07241881240781334,0.25814752504128846,-0.35147652952617936,-0.127517820260875,-0.6891316942781365,-0.1614157813425542,-0.06433369695718627,0.10040239780458532,-0.35147652952617936,0.24528301886792453
