beta_window,z_entry,z_exit,z_window,vol_window,quantile_lookback,min_history,mode,oos_ratio,split_date,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd,full_return,full_sharpe,full_mdd,oos_active_ratio
60,1.75,1.0,30,40,252,126,high_low_only,0.8,2025-05-16,0.22910408701535512,0.42199118347581466,-0.396235278664283,0.0845430405861809,0.6888959155502618,-0.11722623307385782,0.33301628372853487,0.4562378200871147,-0.396235278664283,0.30660377358490565
120,1.75,1.0,30,40,252,84,high_low_only,0.8,2025-05-16,0.1840412947817156,0.37908589792911673,-0.45462515091988986,0.08352576813243817,0.6868422562419456,-0.1183544183954065,0.2829392534288855,0.4127555039722238,-0.45462515091988986,0.33962264150943394
120,1.75,1.0,30,40,252,126,high_low_only,0.8,2025-05-16,0.32635408889411543,0.5025948658452791,-0.45462515091988964,0.08352576813243817,0.6868422562419456,-0.1183544183954065,0.43713883298459644,0.5205026646049769,-0.45462515091988964,0.33962264150943394
120,2.25,1.0,30,20,252,84,low_only,0.8,2025-05-16,0.19044555791906892,0.6974968061261164,-0.17201140923282177,0.07494061500451288,0.6739424427278599,-0.09249606821285117,0.2796582801589147,0.662272441167419,-0.21282633267597673,0.19811320754716982
120,2.25,1.0,30,20,252,126,low_only,0.8,2025-05-16,0.1909814995938861,0.6991504122824482,-0.17201140923282143,0.07494061500451288,0.6739424427278599,-0.09249606821285117,0.2802343856324492,0.6633526036386723,-0.21282633267597661,0.19811320754716982
120,2.0,1.0,30,40,252,84,high_low_only,0.8,2025-05-16,0.1949923971967682,0.3887785540353586,-0.46813101742573227,0.07826260210782654,0.6565172709608192,-0.11835441839540617,0.28851561170045636,0.42061232159459033,-0.46813101742573227,0.3160377358490566
120,2.0,1.0,30,40,252,126,high_low_only,0.8,2025-05-16,0.33862143086108487,0.5252325128682928,-0.4681310174257325,0.07826260210782654,0.6565172709608192,-0.11835441839540617,0.4433854272775748,0.538807516973913,-0.4681310174257325,0.3160377358490566
120,2.25,1.0,30,30,126,84,low_only,0.8,2025-05-16,0.11035467611863559,0.35012872800855044,-0.24755936895399355,0.06718869751266654,0.617673024511,-0.09249606821285117,0.18495796058414604,0.4131719808519471,-0.30053858290661695,0.19339622641509435
120,2.25,1.0,30,30,126,126,low_only,0.8,2025-05-16,0.11085456067093746,0.35126272172960765,-0.24755936895399366,0.06718869751266654,0.617673024511,-0.09249606821285117,0.18549143172842353,0.4140257252973698,-0.30053858290661695,0.19339622641509435
120,2.25,1.0,30,40,126,84,low_only,0.8,2025-05-16,0.06735883139628651,0.2577969632714881,-0.2478979672379641,0.06582530162522282,0.6067472641663968,-0.09249606821285117,0.13761804841529268,0.34473736855589626,-0.3008533405443087,0.19811320754716982
