date,asset_ret,btc_ret,beta_true,hedged_true,rolling_vol,vol_regime,beta_l1,beta_diff_5,beta_mean_20,beta_std_20,time_idx,reg_high,reg_mid,reg_low,intercept,beta_pred,slope_coef_time,hedged_model
2022-02-10,-0.0338558227219804,-0.01744935921313273,,-0.0338558227219804,,unknown,,,,,0.024644549763033177,0.0,0.0,0.0,1.0,,,
2022-02-11,-0.04744129801558472,-0.026561982607033352,,-0.04744129801558472,,unknown,,,,,0.025592417061611375,0.0,0.0,0.0,1.0,,,
2022-02-14,-0.003698217094791789,0.004220447380870684,,-0.003698217094791789,,unknown,,,,,0.026540284360189573,0.0,0.0,0.0,1.0,,,
2022-02-15,0.0677671645767608,0.04668769779745485,,0.0677671645767608,,unknown,,,,,0.027488151658767772,0.0,0.0,0.0,1.0,,,
2022-02-16,-0.0051687386756079645,-0.013759752216496501,,-0.0051687386756079645,,unknown,,,,,0.02843601895734597,0.0,0.0,0.0,1.0,,,
2022-02-17,-0.06984233614026103,-0.07788223029977337,,-0.06984233614026103,,unknown,,,,,0.029383886255924172,0.0,0.0,0.0,1.0,,,
2022-02-18,-0.021329683191553483,-0.012507647384577658,,-0.021329683191553483,,unknown,,,,,0.03033175355450237,0.0,0.0,0.0,1.0,,,
2022-02-22,-0.04613985046024538,-0.04358997378007068,,-0.04613985046024538,,unknown,,,,,0.031279620853080566,0.0,0.0,0.0,1.0,,,
2022-02-23,-0.03354519699118663,-0.025843815613622922,,-0.03354519699118663,,unknown,,,,,0.03222748815165877,0.0,0.0,0.0,1.0,,,
2022-02-24,0.08747228823951247,0.027778400368163814,,0.08747228823951247,,unknown,,,,,0.03317535545023697,0.0,0.0,0.0,1.0,,,
2022-02-25,0.020253951828875127,0.022998939789759643,,0.020253951828875127,,unknown,,,,,0.034123222748815164,0.0,0.0,0.0,1.0,,,
2022-02-28,0.09382714165581607,0.10146869558634264,,0.09382714165581607,,unknown,,,,,0.035071090047393366,0.0,0.0,0.0,1.0,,,
2022-03-01,0.04905192715839757,0.026888524570001016,,0.04905192715839757,,unknown,,,,,0.03601895734597156,0.0,0.0,0.0,1.0,,,
2022-03-02,-0.011705694129127253,-0.009706302725009275,,-0.011705694129127253,0.06012456711349306,unknown,,,,,0.03696682464454976,0.0,0.0,0.0,1.0,,,
2022-03-03,-0.06660284059517552,-0.03351981142193561,1.30227542229296,-0.02295081402049394,0.060187692117021054,unknown,,,,,0.037914691943127965,0.0,0.0,0.0,1.0,,,
2022-03-04,-0.042780491707104185,-0.07806935036049167,1.3135990551168444,0.059771333160023546,0.0598067418138424,unknown,1.30227542229296,,,,0.03886255924170616,0.0,0.0,0.0,1.0,,,
2022-03-07,-0.05227118857717716,-0.027481661010375302,1.237966530469572,-0.018249812044621942,0.05978720417903628,unknown,1.3135990551168444,,,,0.03981042654028436,0.0,0.0,0.0,1.0,,,
2022-03-08,0.05515416218981728,0.017740259990833174,1.2434375101015491,0.033095257478261544,0.05978464209685139,unknown,1.237966530469572,,,,0.04075829383886256,0.0,0.0,0.0,1.0,,,
2022-03-09,0.06430938649244267,0.08378639716414904,1.2618479281395587,-0.041416305175417,0.06017126308930838,unknown,1.2434375101015491,,,,0.04170616113744076,0.0,0.0,0.0,1.0,,,
2022-03-10,-0.03576417405710597,-0.060630954045771346,1.2174324988197556,0.038049919832663204,0.05992693500242042,unknown,1.2618479281395587,-0.08484292347320443,,,0.04265402843601896,0.0,0.0,0.0,1.0,,,
2022-03-11,-0.0719729846997238,-0.016291319622939393,1.1789476183058214,-0.05276637223120051,0.06045307565148117,unknown,1.2174324988197556,-0.13465143681102298,,,0.043601895734597156,0.0,0.0,0.0,1.0,,,
2022-03-14,-0.05345173386098656,0.02247150056592595,1.1947855812058552,-0.0803003587252141,0.06128966249636573,unknown,1.1789476183058214,-0.04318094926371674,,,0.04454976303317536,0.0,0.0,0.0,1.0,,,
2022-03-15,0.07085119834579934,-0.008268101563720931,1.1672847719012387,0.0805024273936636,0.06257850414915539,unknown,1.1947855812058552,-0.07615273820031043,,,0.04549763033175355,0.0,0.0,0.0,1.0,,,
2022-03-16,0.08239511459884907,0.04588714481344902,1.157759717320957,0.029268826790964514,0.06192600189117387,unknown,1.1672847719012387,-0.10408821081860165,,,0.046445497630331754,0.0,0.0,0.0,1.0,,,
2022-03-17,0.012384021294975733,-0.00467993171076464,1.1672526888190988,0.017846684167855523,0.06190279150863439,unknown,1.157759717320957,-0.050179810000656744,,,0.04739336492890995,0.0,0.0,0.0,1.0,,,
2022-03-18,0.04651111494454585,0.020750884742987363,1.1662451450088909,0.022310496358397772,0.06196288414921248,unknown,1.1672526888190988,-0.012702473296930528,,,0.04834123222748815,0.0,0.0,0.0,1.0,,,
2022-03-21,-0.03918293869395073,-0.01730000366317619,1.1799382318365441,-0.01877000296085688,0.05466898592431303,unknown,1.1662451450088909,-0.014847349369311091,,,0.04928909952606635,0.0,0.0,0.0,1.0,,,
2022-03-22,0.0537710819755286,0.031180014163224357,1.0956155818274165,0.01960977261670046,0.05458666607939445,unknown,1.1799382318365441,-0.07166919007382222,,,0.05023696682464455,0.0,0.0,0.0,1.0,,,
2022-03-23,-0.02013259504833287,0.012610091153007819,1.103224920585446,-0.034044361859185156,0.0548804003481362,unknown,1.0956155818274165,-0.05453479673551098,,,0.05118483412322275,0.0,0.0,0.0,1.0,,,
2022-03-24,0.07373134591125119,0.024898646221148013,1.1002840809880214,0.04633576183596948,0.0548416166699186,unknown,1.103224920585446,-0.06696860783107739,,,0.052132701421800945,0.0,0.0,0.0,1.0,,,
2022-03-25,-0.023764212096923254,0.008821397620525806,1.1096007259042373,-0.0335524413001486,0.05256470861997652,unknown,1.1002840809880214,-0.056644419104653565,,,0.05308056872037915,0.0,0.0,0.0,1.0,,,
2022-03-28,0.07954784670508164,0.0626686132415537,1.1116482057322525,0.009882395239379976,0.051938830923905166,unknown,1.1096007259042373,-0.06829002610429158,,,0.05402843601895735,0.0,0.0,0.0,1.0,,,
2022-03-29,0.019607843137254832,0.0071661546110000085,1.1095077200289527,0.011656939273429246,0.050464987087974505,unknown,1.1116482057322525,0.01389213820153623,,,0.054976303317535544,0.0,0.0,0.0,1.0,,,
2022-03-30,-0.03713461068960333,-0.008491735032190584,1.0990344656133295,-0.027801901216369763,0.05077182771235782,unknown,1.1095077200289527,-0.004190454972116564,1.175884420000915,0.06870839812050325,0.055924170616113746,0.0,0.0,0.0,1.0,,,
2022-03-31,-0.028700398802677718,-0.03238210822970233,1.1052714978986666,0.007090622465482123,0.04942023996570361,unknown,1.0990344656133295,0.004987416910645193,1.1660342237812003,0.06356389552399377,0.05687203791469194,0.0,0.0,0.0,1.0,,,
2022-04-01,0.009582159968002824,0.016315115388267687,1.090563686781362,-0.008210512420089716,0.04919508627233324,unknown,1.1052714978986666,-0.019037039122875354,1.1548824553644264,0.0553458937767594,0.05781990521327014,0.0,0.0,0.0,1.0,,,
2022-04-04,0.020937714099866556,0.007368607002928185,1.0884936171044508,0.012917032410228069,0.04345786582859082,unknown,1.090563686781362,-0.02315458862780173,1.1474088096961703,0.053600666688193334,0.058767772511848344,0.0,0.0,0.0,1.0,,,
2022-04-05,-0.02788969447262335,-0.02287907280900814,1.0485350121416295,-0.0039001855870407776,0.042715848166395676,unknown,1.0884936171044508,-0.06097270788732323,1.1376636847981743,0.05293629004692767,0.05971563981042654,0.0,0.0,0.0,1.0,,,
2022-04-06,-0.06601951673873763,-0.05156849392240015,1.0588467062246225,-0.011416386804039766,0.042594804886800376,unknown,1.0485350121416295,-0.040187759388707,1.1275136237024275,0.047000940800752115,0.06066350710900474,0.0,0.0,0.0,1.0,,,
2022-04-07,0.018676769231233514,0.006876459247305178,1.070324317107645,0.011316727683243048,0.04194743028091733,unknown,1.0588467062246225,-0.03494718079102155,1.120158214616822,0.04357440830111573,0.061611374407582936,0.0,0.0,0.0,1.0,,,
2022-04-08,-0.022367911550960295,-0.02795577079433975,1.067880411715665,0.007485508474728002,0.04154113571484271,unknown,1.070324317107645,-0.022683275065696895,1.1146048542873142,0.04275747431621358,0.06255924170616113,0.0,0.0,0.0,1.0,,,
2022-04-11,-0.037176800911339236,-0.06540351140375789,1.0600814551961069,0.0321562486324916,0.040948861284151254,unknown,1.067880411715665,-0.028412161908343947,1.1078696479868269,0.03998185285009251,0.06350710900473934,0.0,0.0,0.0,1.0,,,
2022-04-12,0.01617821862842228,0.015315083892861292,1.020134918178689,0.0005547667744784691,0.040930358236329074,unknown,1.0600814551961069,-0.02840009396294052,1.1005121553006991,0.041963012837382505,0.06445497630331753,0.0,0.0,0.0,1.0,,,
2022-04-13,0.04539407899128545,0.025906300465151855,1.020245904732244,0.018963282034951238,0.03973435599238275,unknown,1.020134918178689,-0.038600801492378434,1.0936364646712637,0.04333278792143484,0.06540284360189573,0.0,0.0,0.0,1.0,,,
2022-04-14,-0.03104109188649029,-0.029908006531745968,1.0141586298617045,-0.0007096289603598926,0.03971362491436129,unknown,1.020245904732244,-0.05616568724594062,1.0859817617233938,0.04316575634486806,0.06635071090047394,0.0,0.0,0.0,1.0,,,
