date,asset_close,btc_close,spread,z,rolling_beta,position,hedged_ret,fee_cost,strategy_ret_gross,strategy_ret_net,equity_curve_gross,equity_curve_net
2025-12-02 16:00:00,181.14,90699.0,0.07818310486749258,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 17:00:00,181.84,91391.0,0.0755845838917173,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 18:00:00,184.1,91893.0,0.08328398372582058,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 19:00:00,187.3,91842.0,0.10098800879815428,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 20:00:00,182.28,90966.0,0.08196026806115597,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 21:00:00,181.88,91502.0,0.07477359444806897,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 22:00:00,182.82,91935.0,0.07591885686070832,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-02 23:00:00,182.1,91237.0,0.07844577824596133,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 00:00:00,182.08,91607.0,0.07489855439575788,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 01:00:00,184.91,92203.0,0.08481372925540498,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 02:00:00,186.32,92793.0,0.08699264476540947,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 03:00:00,186.2,92594.0,0.08817177973423274,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 04:00:00,187.64,93318.0,0.08926048917413887,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 05:00:00,188.09,93617.0,0.08893883829422222,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 06:00:00,187.75,93400.0,0.08910055352768964,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 07:00:00,186.12,92973.0,0.08427270854695212,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 08:00:00,185.49,92730.0,0.08310482398945673,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 09:00:00,186.19,93145.0,0.08307892905303316,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 10:00:00,185.6,92886.0,0.08227004017757267,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 11:00:00,186.2,92961.0,0.08481207640849764,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 12:00:00,186.72,92894.0,0.08821324111615247,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 13:00:00,188.03,93077.0,0.09353307180958126,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 14:00:00,185.45,92316.0,0.08668954706465382,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 15:00:00,182.06,92338.0,0.06803816465367252,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 16:00:00,180.97,92216.0,0.06315603922070778,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 17:00:00,186.49,92931.0,0.08664246682231003,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 18:00:00,184.62,92593.0,0.07965924613794062,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 19:00:00,186.48,92990.0,0.08604979135785484,,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 20:00:00,188.54,92934.0,0.09754761677355628,1.8094578680092466,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 21:00:00,189.96,93655.0,0.09848710899891966,1.7567160260524148,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 22:00:00,189.72,93748.0,0.09637991383046884,1.3915169785292312,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-03 23:00:00,189.62,93395.0,0.09905680098740888,1.5716408333603993,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-04 00:00:00,188.25,93022.0,0.09520443924354804,1.0654384351054837,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-04 01:00:00,189.56,93137.0,0.10108981857197197,1.7223929689895399,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-04 02:00:00,190.11,93888.0,0.09716604962757636,1.1988464333824236,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-04 03:00:00,189.33,93498.0,0.09659009336337032,1.0648690961754863,,0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-04 04:00:00,187.72,93314.0,0.08972315330038771,0.26475762505955697,,0,0.0,0.0,0.0,0.0,1.0,1.0
