date,beta,asset_ret,btc_ret,hedged_ret,vol_regime
2022-01-04,,-0.012879335207039877,-0.012065555013512697,-0.012879335207039877,unknown
2022-01-05,,-0.07616089997147302,-0.050734060615097554,-0.07616089997147302,unknown
2022-01-06,,-0.020585353345795254,-0.009366159015892994,-0.020585353345795254,unknown
2022-01-07,,-0.03142676503386421,-0.03714070469186992,-0.03142676503386421,unknown
2022-01-10,,-0.0020705762069040956,0.006337167184753412,-0.0020705762069040956,unknown
2022-01-11,,0.05106335824752661,0.021869109453241498,0.05106335824752661,unknown
2022-01-12,,0.015950775824325136,0.028389418684672707,0.015950775824325136,unknown
2022-01-13,,-0.04867482189394856,-0.030888714484173407,-0.04867482189394856,unknown
2022-01-14,,0.02036401183452985,0.011930269358978673,0.02036401183452985,unknown
2022-01-18,,-0.06261514305572546,-0.016799801840264417,-0.06261514305572546,unknown
2022-01-19,,-0.016784814917366275,-0.014897823244158781,-0.016784814917366275,unknown
2022-01-20,,-0.006276909473808434,-0.02548634039729203,-0.006276909473808434,unknown
2022-01-21,,-0.1784363417524646,-0.10381165615712484,-0.1784363417524646,unknown
2022-01-24,,-0.014472386144902871,0.005403900730231115,-0.014472386144902871,unknown
2022-01-25,,-0.014576788433553145,0.008175727030871549,-0.014576788433553145,unknown
2022-01-26,,-0.03122858118867866,-0.002757016878562668,-0.03122858118867866,unknown
2022-01-27,,-0.0967058340541509,0.007763821260712289,-0.0967058340541509,unknown
2022-01-28,,0.06104244111967838,0.017397102127314046,0.06104244111967838,unknown
2022-01-31,,0.08573530581896915,0.01849425227822099,0.08573530581896915,unknown
2022-02-01,,0.013559429556529556,0.00676006528835682,0.013559429556529556,unknown
2022-02-02,,-0.06477212910531238,-0.046209029430310355,-0.06477212910531238,unknown
2022-02-03,,-0.025083133480180875,0.005456046132945147,-0.025083133480180875,unknown
2022-02-04,,0.1515776049030566,0.116978066100073,0.1515776049030566,unknown
2022-02-07,,0.05573992890348989,0.056370140539205416,0.05573992890348989,unknown
2022-02-08,,0.028925898903833902,0.0063448528050995545,0.028925898903833902,unknown
2022-02-09,,0.049761432345635015,0.004994545046617338,0.049761432345635015,unknown
2022-02-10,,-0.0338558227219804,-0.01744935921313273,-0.0338558227219804,unknown
2022-02-11,,-0.04744129801558472,-0.026561982607033352,-0.04744129801558472,unknown
2022-02-14,,-0.003698217094791789,0.004220447380870684,-0.003698217094791789,unknown
2022-02-15,,0.0677671645767608,0.04668769779745485,0.0677671645767608,unknown
2022-02-16,,-0.0051687386756079645,-0.013759752216496501,-0.0051687386756079645,unknown
2022-02-17,,-0.06984233614026103,-0.07788223029977337,-0.06984233614026103,unknown
2022-02-18,,-0.021329683191553483,-0.012507647384577658,-0.021329683191553483,unknown
2022-02-22,,-0.04613985046024538,-0.04358997378007068,-0.04613985046024538,unknown
2022-02-23,,-0.03354519699118663,-0.025843815613622922,-0.03354519699118663,unknown
2022-02-24,,0.08747228823951247,0.027778400368163814,0.08747228823951247,unknown
2022-02-25,,0.020253951828875127,0.022998939789759643,0.020253951828875127,unknown
2022-02-28,,0.09382714165581607,0.10146869558634264,0.09382714165581607,unknown
2022-03-01,,0.04905192715839757,0.026888524570001016,0.04905192715839757,unknown
2022-03-02,,-0.011705694129127253,-0.009706302725009275,-0.011705694129127253,unknown
2022-03-03,,-0.06660284059517552,-0.03351981142193561,-0.06660284059517552,unknown
2022-03-04,,-0.042780491707104185,-0.07806935036049167,-0.042780491707104185,unknown
2022-03-07,,-0.05227118857717716,-0.027481661010375302,-0.05227118857717716,unknown
2022-03-08,,0.05515416218981728,0.017740259990833174,0.05515416218981728,unknown
2022-03-09,,0.06430938649244267,0.08378639716414904,0.06430938649244267,unknown
2022-03-10,,-0.03576417405710597,-0.060630954045771346,-0.03576417405710597,unknown
2022-03-11,,-0.0719729846997238,-0.016291319622939393,-0.0719729846997238,unknown
2022-03-14,,-0.05345173386098656,0.02247150056592595,-0.05345173386098656,unknown
2022-03-15,,0.07085119834579934,-0.008268101563720931,0.07085119834579934,unknown
2022-03-16,,0.08239511459884907,0.04588714481344902,0.08239511459884907,unknown
2022-03-17,,0.012384021294975733,-0.00467993171076464,0.012384021294975733,unknown
2022-03-18,,0.04651111494454585,0.020750884742987363,0.04651111494454585,unknown
2022-03-21,,-0.03918293869395073,-0.01730000366317619,-0.03918293869395073,unknown
2022-03-22,,0.0537710819755286,0.031180014163224357,0.0537710819755286,unknown
2022-03-23,,-0.02013259504833287,0.012610091153007819,-0.02013259504833287,unknown
2022-03-24,,0.07373134591125119,0.024898646221148013,0.07373134591125119,unknown
2022-03-25,,-0.023764212096923254,0.008821397620525806,-0.023764212096923254,unknown
2022-03-28,,0.07954784670508164,0.0626686132415537,0.07954784670508164,unknown
2022-03-29,,0.019607843137254832,0.0071661546110000085,0.019607843137254832,unknown
2022-03-30,,-0.03713461068960333,-0.008491735032190584,-0.03713461068960333,unknown
2022-03-31,1.2119833248313177,-0.028700398802677718,-0.03238210822970233,0.010546176394604492,unknown
2022-04-01,1.2081697935529283,0.009582159968002824,0.016315115388267687,-0.010129269622432751,unknown
2022-04-04,1.1987380230814197,0.020937714099866556,0.007368607002928185,0.012104684708312519,unknown
2022-04-05,1.1984699281669309,-0.02788969447262335,-0.02287907280900814,-0.00046981372668538496,unknown
2022-04-06,1.204508866092032,-0.06601951673873763,-0.05156849392240015,-0.0039048085981935807,unknown
2022-04-07,1.2066859723760346,0.018676769231233514,0.006876459247305178,0.01037904231789489,unknown
2022-04-08,1.2015909898920634,-0.022367911550960295,-0.02795577079433975,0.011223490751006038,unknown
2022-04-11,1.2030857265603727,-0.037176800911339236,-0.06540351140375789,0.041509230125450436,unknown
2022-04-12,1.170742254531308,0.01617821862842228,0.015315083892861292,-0.0017517972166422695,unknown
2022-04-13,1.1696116403846197,0.04539407899128545,0.025906300465151855,0.01509376840794235,unknown
2022-04-14,1.165895104094038,-0.03104109188649029,-0.029908006531745968,0.0038285065020848413,unknown
2022-04-18,1.1649625465992102,-0.00734651318537205,0.02230343604709617,-0.03332918084070982,unknown
2022-04-19,1.1633644089928952,0.056628264178026466,0.016571096753378534,0.03735003999716817,unknown
2022-04-20,1.0966050924292443,-0.04692869655788212,-0.003093074404708074,-0.043536815414416695,unknown
2022-04-21,1.1004304919514158,-0.047146083459660204,-0.020471984048854197,-0.024618087981558043,unknown
2022-04-22,1.109151257187956,-0.04389282435514752,-0.019420038833716236,-0.02235306386809223,unknown
2022-04-25,1.113472551486403,0.046250079379607234,0.01806699784007937,0.026132973196914728,unknown
2022-04-26,1.1250057715229207,-0.08642517671719085,-0.057858267871623625,-0.021334291431295102,unknown
2022-04-27,1.1345752404053533,-0.01337568351818852,0.029478882606909007,-0.046821693838803496,unknown
2022-04-28,1.1068602768277451,0.038130559000794095,0.013575224570606004,0.02310468217457433,unknown
2022-04-29,1.1095981810269169,-0.11565831841468466,-0.02926557389929385,-0.08318529084931939,unknown
2022-05-02,1.1309531116683473,0.03314791745338441,-0.0020848604048010477,0.03550579681558829,unknown
2022-05-03,1.1310360757250582,-0.0615178452376125,-0.020215120218891713,-0.03865381499492694,unknown
2022-05-04,1.1128032576395854,0.0670937927855122,0.051599856624237495,0.00967330424032517,unknown
2022-05-05,1.124971850667526,-0.14168762144096325,-0.07867402068901796,-0.053181562786983494,unknown
2022-05-06,1.1732741598383514,-0.06447920321680423,-0.014606061408683924,-0.04734228878898323,unknown
2022-05-09,1.175815368674242,-0.2555396667455345,-0.15937352462630372,-0.0681458271301438,unknown
2022-05-10,1.2715615386462815,0.029536605288732254,0.02396125848050934,-0.0009316094126454628,unknown
2022-05-11,1.2696852413727324,-0.2541681597781684,-0.06725839173272163,-0.16877117243666595,unknown
2022-05-12,1.3646045710616859,0.017717023846621105,0.003849706798608521,0.012463696351992667,unknown
2022-05-13,1.3619192074661917,0.19505787451522383,0.008102229834508146,0.18402329208030155,unknown
2022-05-16,1.3879555844778644,-0.014958285782481928,0.019800307464528766,-0.04244023310225337,unknown
2022-05-17,1.407049819359999,0.11592479531567035,0.018850785235190015,0.08940080135570211,unknown
2022-05-18,1.427289087391142,-0.12198159336856418,-0.05605711989808215,-0.04197187786745468,unknown
2022-05-19,1.4545283552250234,0.06751419257150282,0.05550304428240649,-0.013216559138567535,unknown
2022-05-20,1.4496951163787133,-0.03805095879630982,-0.036734890846488066,0.015203433064549028,unknown
2022-05-23,1.4296687968464674,0.007990168146778664,-0.0034872430393091403,0.012975770707098981,unknown
2022-05-24,1.4322527731990808,-0.055585441322035134,0.019130468401079792,-0.08298510774207905,unknown
2022-05-25,1.4666526999685563,0.026475294741732158,-0.003143576713387941,0.031085830015980864,unknown
2022-05-26,1.463330575507822,0.09075309462786585,-0.009983529917456657,0.10536229920757725,unknown
2022-05-27,1.4588807374877015,0.015224366329551708,-0.02185551924250806,0.04710896236023852,unknown
2022-05-31,1.4455823996071937,0.20648164714805328,0.11054853282162536,0.04667463379871348,unknown
2022-06-01,1.5496159628665065,-0.10030604482301742,-0.06269536357891181,-0.0031523086234162834,unknown
2022-06-02,1.549206102928363,0.026539010302758514,0.02243049790035867,-0.008210453936198972,unknown
2022-06-03,1.5416554980375108,-0.07052274743101683,-0.02504629358369581,-0.03190999122225056,unknown
2022-06-06,1.6071452754219349,0.03617641488970924,0.056095453060653444,-0.05397712746937286,unknown
2022-06-07,1.6103210099343583,0.019367964758445932,-0.006859698773187373,0.0304142818147305,unknown
2022-06-08,1.602857223447214,-0.029625018437703488,-0.03020730515832104,0.018792978836185685,unknown
2022-06-09,1.6216970456780597,-0.06496631530032038,-0.003387708269364409,-0.059472478808272985,unknown
2022-06-10,1.6255059555723272,-0.06612778693331245,-0.03414563715680452,-0.010623850378114953,unknown
2022-06-13,1.6240359112950602,-0.251819442293748,-0.2268071899980847,0.11652357920306333,unknown
2022-06-14,1.4455381643420802,0.031022025457556834,-0.012477914053041661,0.04905932643260892,unknown
2022-06-15,1.440747487040888,0.09224201429240853,0.01648355417709846,0.06849337503425158,unknown
2022-06-16,1.4519550755058186,-0.05836348515125711,-0.09707194434960298,0.0825806171363673,unknown
2022-06-17,1.4028870737726065,0.03880001366613928,0.004407495444594733,0.032616795279205676,unknown
2022-06-21,1.4122807604965555,0.0677804095496255,0.011680406403763444,0.051284396310809624,unknown
2022-06-22,1.4110726666588713,-0.044982136192111,-0.034937106663198714,0.004316660072474228,unknown
2022-06-23,1.4163866285578068,0.10180795807783527,0.05497803800296652,0.02393780018609054,unknown
2022-06-24,1.4321033333880366,0.09096709192983155,0.006913598955313738,0.0810661038202187,unknown
2022-06-27,1.4412767397927655,-0.04239681967450848,-0.02336971400311738,-0.008714594466206121,unknown
2022-06-28,1.4431698783241385,-0.05393182564276189,-0.02193553187871977,-0.022275126770374618,unknown
