date,asset_close,btc_close,spread,z,rolling_beta,position,hedged_ret,fee_cost,strategy_ret_gross,strategy_ret_net,equity_curve_gross,equity_curve_net,source,a_ret,b_ret,rolling_vol,rolling_corr,drawdown_depth,signal_density,ou_kappa,ou_half_life,ou_sigma,ou_regime,vol_regime,corr_regime,dd_regime
2025-12-05 16:00:00,180.53,89586.0,0.0852355645406559,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.013335519484068414,-0.009070194456120118,,,0.0,,,,,,,,calm
2025-12-05 20:00:00,178.88,89294.0,0.078826121762253,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.009139755165346486,-0.00325943785859395,,,0.0,,,,,,,,calm
2025-12-06 00:00:00,179.03,89634.0,0.0764371236123793,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.000838550983899955,0.0038076466503909057,,,0.0,,,,,,,,calm
2025-12-06 04:00:00,179.0,89546.0,0.0771036389277393,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.00016756968105902104,-0.0009817703103732756,,,0.0,,,,,,,,calm
2025-12-06 08:00:00,179.0,89581.0,0.0767717968584973,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.0,0.0003908605632858553,,,0.0,,,,,,,,calm
2025-12-06 12:00:00,179.19,89712.0,0.0765917987171809,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.0010614525139664988,0.0014623636708677168,,,0.0,,,,,,,,calm
2025-12-06 16:00:00,179.39,89359.0,0.0810552252567751,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.001116133712818712,-0.003934813625824818,,,0.0,,,,,,,,calm
2025-12-06 20:00:00,178.99,89181.0,0.0805161600284041,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.0022297786944645015,-0.0019919649951319895,,,0.0,,,,,,,,calm
2025-12-07 00:00:00,179.38,89669.0,0.0780586783989178,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.002178892675568367,0.00547201758222049,,,0.0,,,,,,,,calm
2025-12-07 04:00:00,178.74,89335.0,0.0776533547269471,,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.003567844798751163,-0.0037248101350522145,,,0.0,,,,,,,,calm
2025-12-07 08:00:00,178.65,89091.0,0.0794722068812587,-0.6901475739751537,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.000503524672708977,-0.0027312923266357148,,,0.0,,,,,,,,calm
2025-12-07 12:00:00,177.37,89508.0,0.0683162118683151,-1.7939253288150614,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.007164847467114432,0.004680607468767972,0.0,0.7863606827748625,0.0,2.0,,,,,low,high,calm
2025-12-07 16:00:00,179.85,91372.0,0.0646991335893707,-1.9843455969896628,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.013982071376219096,0.020824954194038625,0.0,0.7592751274483865,0.0,1.0,,,,,low,high,calm
2025-12-07 20:00:00,179.3,90344.0,0.0712442562370538,-1.2733587881017587,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.003058103975535076,-0.01125071137766498,0.0,0.74275077982148,0.0,1.0,,,,,low,mid,calm
2025-12-08 00:00:00,181.57,91025.0,0.0774482162064407,-0.6268726979187433,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.012660345789180072,0.007537855308598296,0.0,0.7122157903595965,0.0,1.0,,,,,low,mid,calm
2025-12-08 04:00:00,182.5,91513.0,0.0780167569092782,-0.5481857770194399,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.0051219915184226306,0.005361164515243155,0.0,0.7207608745130665,0.0,1.0,,,,,low,mid,calm
2025-12-08 08:00:00,183.46,91926.0,0.0794395462082473,-0.3917101976832403,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.005260273972602869,0.004513020008086288,0.0,0.723987056550452,0.0,1.0,,,,,low,mid,calm
2025-12-08 12:00:00,180.15,89918.0,0.0799872812111122,-0.3925003099465771,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.018042080017442452,-0.021843656854426352,0.0,0.749388532386591,0.0,1.0,,,,,low,mid,calm
2025-12-08 16:00:00,182.72,90071.0,0.0927086935538614,0.8565498927240187,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.014265889536497323,0.0017015503013857458,0.0,0.7403232534050971,0.0,2.0,,,,,low,mid,calm
2025-12-08 20:00:00,182.86,90594.0,0.0885581306313287,0.4957477877572307,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.0007661996497374535,0.005806530403792642,0.0,0.739845705050526,0.0,2.0,,,,,low,mid,calm
2025-12-09 00:00:00,182.22,90356.0,0.0872858398996596,0.4079097519810595,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.0034999453133545133,-0.0026271055478287453,0.0,0.7416478513036424,0.0,2.0,,,,,low,mid,calm
2025-12-09 04:00:00,181.97,90439.0,0.0851332503724542,0.2049348698913807,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.001371967950828723,0.0009185886936118326,0.0,0.7430110748379406,0.0,2.0,,,,,low,mid,calm
2025-12-09 08:00:00,181.51,90338.0,0.0835510218557162,0.0725300437261235,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,-0.0025278892125075725,-0.0011167748427116653,0.0,0.7443291684982348,0.0,2.0,,,,,low,mid,calm
2025-12-09 12:00:00,188.01,92671.0,0.097083812759207,1.8035424934117168,,0,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.035810699135033985,0.025825234120746554,0.0,0.8503560596545217,0.0,2.0,,,,,low,high,calm
2025-12-09 16:00:00,194.4,93757.0,0.1206130955150532,3.498308775943704,,-1,0.0,0.0,0.0,0.0,1.0,1.0,hyperliquid_4h,0.03398755385351859,0.01171887645541747,0.0,0.8359874475747786,0.0,2.0,,,,,low,high,calm
2025-12-09 20:00:00,188.96,92654.0,0.1022798022253175,1.6556991582265743,,-1,0.0,0.00045,-0.0,-0.00045,1.0,0.99955,hyperliquid_4h,-0.027983539094650234,-0.011764454920699219,0.0,0.837844860334452,-0.00044999999999995044,2.0,,,,,low,high,calm
2025-12-10 00:00:00,189.16,92381.0,0.1058433932273548,1.8512032434974544,,-1,0.0,0.0,-0.0,-0.0,1.0,0.99955,hyperliquid_4h,0.0010584250635055081,-0.0029464459170678303,0.0,0.8366932343510505,-0.00044999999999995044,2.0,,,,,low,high,calm
2025-12-10 04:00:00,189.81,92752.0,0.105870330797444,1.7397984121394077,,-1,0.0,0.0,-0.0,-0.0,1.0,0.99955,hyperliquid_4h,0.0034362444491435884,0.004015977311351948,0.0,0.8368752903952451,-0.00044999999999995044,2.0,,,,,low,high,calm
2025-12-10 08:00:00,188.79,92085.0,0.1066106730690457,1.6912784165580432,,-1,0.0,0.0,-0.0,-0.0,1.0,0.99955,hyperliquid_4h,-0.00537379484747913,-0.007191219596342946,0.0,0.835240186854736,-0.00044999999999995044,2.0,,,,,low,high,calm
2025-12-10 12:00:00,186.6,92027.0,0.0954776956948517,0.7973654365545961,,-1,0.0,0.0,-0.0,-0.0,1.0,0.99955,hyperliquid_4h,-0.011600190688066059,-0.00062985285334205,0.0,0.8197122965378453,-0.00044999999999995044,2.0,,,,,low,high,calm
2025-12-10 16:00:00,185.19,92900.0,0.0798751839435691,-0.4054299111818004,,0,0.0,0.0,-0.0,-0.0,1.0,0.99955,hyperliquid_4h,-0.00755627009646298,0.009486346398339673,0.0,0.7711944630775519,-0.00044999999999995044,3.0,,,,,low,high,calm
2025-12-10 20:00:00,183.41,91961.0,0.0788437179060093,-0.4857668878170177,,0,0.0,0.00045,0.0,-0.00045,1.0,0.9991002025,hyperliquid_4h,-0.009611750094497551,-0.010107642626480118,0.0,0.7755927909358418,-0.0008997974999999103,3.0,,,,,low,high,calm
2025-12-11 00:00:00,179.67,89860.0,0.077867197392206,-0.566831463978907,,0,0.0,0.0,0.0,0.0,1.0,0.9991002025,hyperliquid_4h,-0.02039147265688901,-0.022846641511075294,0.0,0.7975193716088744,-0.0008997974999999103,3.0,,,,,low,high,calm
2025-12-11 04:00:00,179.53,90236.0,0.0735419312670764,-0.8885664633645208,,0,0.0,0.0,0.0,0.0,1.0,0.9991002025,hyperliquid_4h,-0.0007792063227026746,0.004184286668150516,0.0,0.7944777723283541,-0.0008997974999999103,3.0,,,,,low,high,calm
2025-12-11 08:00:00,180.48,90202.0,0.0791395933986214,-0.4627186360944465,,0,0.0,0.0,0.0,0.0,1.0,0.9991002025,hyperliquid_4h,0.005291594719545323,-0.00037678975131871795,0.0,0.7915777884869541,-0.0008997974999999103,3.0,,,,,low,high,calm
2025-12-11 12:00:00,173.41,89849.0,0.042508050717954,-2.767983959586486,,1,0.0,0.0,0.0,0.0,1.0,0.9991002025,hyperliquid_4h,-0.03917331560283688,-0.003913438726414031,0.0,0.7279374895586652,-0.0008997974999999103,3.0,,,,,low,mid,calm
2025-12-11 16:00:00,179.98,90787.0,0.0708758984603319,-0.840655564179885,,1,0.0,0.00045,0.0,-0.00045,1.0,0.9986506074088752,hyperliquid_4h,0.037887088403206315,0.010439737782279135,0.0,0.7277108931699536,-0.001349392591124876,3.0,,,,,low,mid,calm
2025-12-11 20:00:00,183.42,92481.0,0.0741100739738636,-0.6095597079786842,,1,0.0,0.0,0.0,0.0,1.0,0.9986506074088752,hyperliquid_4h,0.019113234803867174,0.018659059116393317,0.0,0.7402718319153156,-0.001349392591124876,3.0,,,,,low,mid,calm
