beta_window,z_entry,z_exit,rows_aligned,split_ratio,split_date,returns_corr,price_beta_static,full_return,full_sharpe,full_mdd,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd
60,2.25,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6800817395886416,0.6137941852776462,-0.5168083838199125,1.0295272723475692,0.8620484117732613,-0.5168083838199125,-0.17218075239497632,-0.7867788124251607,-0.24530043147871627
60,2.25,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.8405171505462288,0.7145483479416576,-0.3503629277297501,1.310879217203337,1.050390372626883,-0.3503629277297501,-0.20354247126180336,-1.099990084832908,-0.24926740892220156
60,2.25,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6547630900604191,0.6282721878521498,-0.35036292772974986,0.9835556789183879,0.9018358605099153,-0.35036292772974986,-0.16575919312598097,-0.9084854386316896,-0.2200621891772977
90,1.5,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.3606840582808468,0.04563031387145381,-0.6108144297865004,0.1866291627424297,0.4336095265979256,-0.6108144297865004,-0.4612335835050405,-2.3212333741064253,-0.4955897416231301
90,1.5,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.24161419228927983,0.11361320829092036,-0.5954290522900632,0.08752322377652133,0.35930352755522377,-0.5954290522900632,-0.3026486321118209,-1.4390839552075647,-0.33866536803883873
90,1.5,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.3049810584640289,0.4321297876709962,-0.45549001718248516,0.8049487455887954,0.736931425729099,-0.45549001718248516,-0.2769982739657634,-1.4162971701688822,-0.2954732615117466
90,1.5,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.3156006335958519,0.4352303109702036,-0.45709452880877655,0.8163694393052077,0.7482926088460499,-0.45709452880877655,-0.2756976608794456,-1.4691495910116676,-0.30348184560287084
90,1.75,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.16823054443281016,0.1856718828104578,-0.5765482450037791,0.4551790929085502,0.5690944583164744,-0.5765482450037791,-0.42840750006606787,-2.120303105432381,-0.46485691804315865
90,1.75,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.03717581164055905,0.24743721950254519,-0.5816935622802533,0.2240042719868114,0.4380516718448045,-0.5816935622802533,-0.21338167652260065,-0.9571666674327556,-0.27358442193702015
90,1.75,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.14559798286006842,0.3348119293302972,-0.4554900171824853,0.3583608881362925,0.5097152838166564,-0.4554900171824853,-0.15663209028945124,-0.7330707081474851,-0.17818281564393879
90,1.75,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.17700397350672437,0.35045681635556913,-0.45709452880877655,0.32150106551951096,0.48582008886995537,-0.45709452880877655,-0.10934315210406786,-0.5077593536791322,-0.17969310614173373
90,2.0,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.27636149278841304,0.42774245205719547,-0.5514876061985399,1.0182612275184728,0.8052050338943427,-0.5514876061985399,-0.36759351297763077,-1.7815060309633861,-0.4079209287144824
90,2.0,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.41437949967849774,0.48697463837743316,-0.5514876061985399,0.7311618243652733,0.7035216993714968,-0.5514876061985399,-0.18298828002571244,-0.8191188488782534,-0.22518522223105297
90,2.0,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.5472855468716338,0.5541784059519612,-0.4250754477151244,0.9369841704297273,0.8284594187399729,-0.4250754477151244,-0.20118833674910042,-1.0207277454135981,-0.22160050866893288
90,2.0,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.5353453365730589,0.5529626967789836,-0.43231658816994045,0.787509022862644,0.7685642277438783,-0.43231658816994045,-0.14106988164219325,-0.7107319339345718,-0.20243738730092964
90,2.25,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.23767517567630025,0.3971246216786543,-0.5175772401137712,0.841068106041136,0.7545362219632044,-0.5175772401137712,-0.32774068943180845,-1.5804997081486698,-0.3787909802682995
90,2.25,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.5579347835271853,0.558446184542278,-0.5175772401137712,0.8792468555807413,0.7959723309699749,-0.5175772401137712,-0.17097917237395688,-0.7953320376683597,-0.2343882693139583
90,2.25,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6882187091591054,0.6432481251728052,-0.3572010981544531,1.105681600990338,0.9599467699581571,-0.3572010981544531,-0.19825546826970075,-1.0824285878453939,-0.2341684362508949
90,2.25,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.570918820565874,0.585208659539625,-0.357201098154453,0.8222346563904805,0.8178917074140816,-0.357201098154453,-0.13791628588736116,-0.7475812147020244,-0.1873545600255918
120,1.5,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.2435261773987999,0.12474144992942268,-0.5294330354806447,0.3931764627348411,0.5390145910778682,-0.5039357684746527,-0.45701507107274586,-2.235052438968639,-0.4914472621129128
120,1.5,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.10427635982583616,0.199230560242809,-0.4608666666328892,0.2910805645693848,0.47731896051865835,-0.4608666666328892,-0.30622173026598387,-1.432560215923122,-0.34191464243069836
120,1.5,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.528108028310021,0.5412235429454894,-0.4470050495446706,1.1380670911998352,0.8904815819470427,-0.4470050495446706,-0.28528527724895647,-1.4354074860634056,-0.3018699524920624
120,1.5,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.5482184455340242,0.5527377150454877,-0.4501705742861587,1.1518519623315817,0.9101425630665841,-0.4501705742861587,-0.2805181431456406,-1.4666160307814164,-0.3085148388869703
120,1.75,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.0645548505327701,0.24210956579253207,-0.5271522680531626,0.6231090435255986,0.6475779704308299,-0.5271522680531626,-0.4236707920526863,-2.0364215067237854,-0.46021743696468265
120,1.75,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.07099771291469992,0.30416720842090245,-0.4687179658519961,0.3615826037500851,0.5153662432629165,-0.4687179658519961,-0.21341701196464413,-0.9375462546820702,-0.26795577906884926
120,1.75,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.28560022343119673,0.41584721855761836,-0.44700504954467035,0.5341642527540871,0.6204591511676765,-0.44700504954467035,-0.16201917681022404,-0.7438240447806445,-0.18146419364023825
120,1.75,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.33286078936371055,0.44247112951716566,-0.4501705742861589,0.49872591191689986,0.6032967144250933,-0.4501705742861589,-0.11067075122564873,-0.4991187643052783,-0.17733139097281014
120,2.0,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.4257920273184985,0.49497901641630293,-0.5257200329609673,1.2359408507201586,0.8983291396300647,-0.5257200329609673,-0.36233016769684423,-1.700804759239074,-0.4027665929394222
120,2.0,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.5930929648567111,0.5720172520150076,-0.4384018724479032,0.9511711586641041,0.8186118245907085,-0.4384018724479032,-0.18351962215993167,-0.8030895951242004,-0.22552520763557826
120,2.0,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.7569962831221688,0.6629089562821795,-0.41831241012156883,1.2107042636540757,0.9803154055506981,-0.41831241012156883,-0.20523232708746486,-1.0226865150126894,-0.22367459968853565
120,2.0,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.7504957064528293,0.6726340179741314,-0.42526099259185113,1.0366868908356537,0.9257099216858757,-0.42526099259185113,-0.1405180077853797,-0.6893074652786407,-0.20106061044676182
120,2.25,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.28395952644870315,0.41895486444772667,-0.4489045278658673,0.905592116936611,0.80136543248103,-0.4489045278658673,-0.32621492551471687,-1.5253694086145977,-0.37968465795954165
120,2.25,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6423227142544707,0.6099075871062725,-0.4384018724479032,0.9801655445705917,0.8752247201111149,-0.4384018724479032,-0.17061342736845897,-0.773913289878525,-0.2367992981507131
120,2.25,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.807935904839651,0.724024129546644,-0.3597563303504203,1.2482386586548495,1.0785989657717556,-0.3597563303504203,-0.19584342263673937,-1.0370315716471066,-0.2314305241170207
120,2.25,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6856992576080754,0.6664033820810833,-0.3597563303504201,0.9383977149302929,0.9231156960814595,-0.3597563303504201,-0.13036460751879608,-0.6740207241442125,-0.1822150079231003
