beta_window,z_entry,z_exit,rows_aligned,split_ratio,split_date,returns_corr,price_beta_static,full_return,full_sharpe,full_mdd,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd
40,1.5,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.4773789342039384,-0.04695415364638989,-0.6526684593424233,0.0007230874914907481,0.3312892562282897,-0.6526684593424233,-0.4777565619015397,-2.425689910853279,-0.5117021898363932
40,1.5,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.31449640288365466,0.07286729386190761,-0.6767038958410192,-0.004879751585543213,0.30925711601179673,-0.6767038958410192,-0.31113491238011703,-1.4594053786120489,-0.3490032426699019
40,1.5,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.20295039029800055,0.38346209153510563,-0.49421534035392956,0.6925785214775602,0.6806572339202233,-0.49421534035392956,-0.28927941892594233,-1.4625435774245579,-0.3113151143015631
40,1.5,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.24664988627742068,0.4016555801444002,-0.45813927713248015,0.7652269643488512,0.7188219003848427,-0.45813927713248015,-0.29377359883165,-1.5570855905122511,-0.3210397209050475
40,1.75,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.2944283527936826,0.1058296876383945,-0.5979891849483352,0.27319051753279067,0.4832425916092696,-0.5979891849483352,-0.4458239851066551,-2.2281426941438878,-0.48184521857678764
40,1.75,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.10784332438909361,0.21369554078864844,-0.6295697223517074,0.14414011604520782,0.39700929856483064,-0.6295697223517074,-0.2202382705584155,-0.973424343975423,-0.2845711142780666
40,1.75,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.041378046036607774,0.2740627359370856,-0.441240508925839,0.25247017071802524,0.4443517919479055,-0.441240508925839,-0.168540640421321,-0.7827072778017261,-0.19431980828669526
40,1.75,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.06023658481916705,0.280231047936023,-0.43943882745012286,0.2166586898906735,0.41778117122679376,-0.43943882745012286,-0.12856695667505824,-0.6059750921595788,-0.19428790312252242
40,2.0,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.09819052386563043,0.340897254568971,-0.5630567995191512,0.8107533907471809,0.7243294392535538,-0.5630567995191512,-0.39351734505797153,-1.9546100717311672,-0.43293849054630007
40,2.0,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.2956625982186454,0.4315255396797994,-0.5630567995191512,0.6241781244789406,0.6505301458744815,-0.5630567995191512,-0.20226570060823046,-0.9122944159612046,-0.24417828894884352
40,2.0,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.3593423934482636,0.45712970420901505,-0.4074068693652245,0.7478169256787746,0.7283179264878427,-0.4074068693652245,-0.22226271328711744,-1.1341551381751045,-0.2463762431167552
40,2.0,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.3359145334566256,0.44383380159003083,-0.42155936076787937,0.601737886459891,0.6598103579769284,-0.42155936076787937,-0.1659593340772999,-0.8496689598722584,-0.21487648746767862
40,2.25,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.1942931527748455,0.37484189061280015,-0.5313353632879172,0.8151250389530982,0.7419885475157173,-0.5313353632879172,-0.3420325723324964,-1.6813750514192718,-0.39889504531568387
40,2.25,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6529825383433912,0.6004205319147707,-0.5313353632879172,0.9977910617714261,0.8443871335885963,-0.5313353632879172,-0.1725948874364751,-0.7916746144239377,-0.24229648071129994
40,2.25,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.7866589142297198,0.6871151551636681,-0.3456402211390548,1.2389603374129812,1.0130599726506797,-0.3456402211390548,-0.20201404001014,-1.0929716516176708,-0.2435929288229982
40,2.25,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.6543411253281959,0.6264282753914067,-0.345640221139055,0.9331943179656508,0.8714707527588964,-0.345640221139055,-0.14424478183388145,-0.7786710364794825,-0.19519874537119963
60,1.5,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.45429601625706373,-0.028142978781926186,-0.6370989417198616,0.015528669768092973,0.337418898956616,-0.6370989417198616,-0.462640494563729,-2.276171553107659,-0.49706376868523217
60,1.5,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.38006868255663906,0.006713496713929262,-0.6547799391314313,-0.1123243629644256,0.22547121386043986,-0.6547799391314313,-0.30162404871936743,-1.4036700584372013,-0.34784623133122106
60,1.5,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.03676104809943581,0.2856352871830974,-0.49439127880099254,0.4422921074471069,0.5592821512858003,-0.49439127880099254,-0.28117123934448407,-1.413348643641216,-0.30598278394985035
60,1.5,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.045489280390759834,0.28331276361611235,-0.47958244221925594,0.480245234622352,0.5798783338319952,-0.47958244221925594,-0.2937053564252875,-1.5569027789990442,-0.3202978464195605
60,1.75,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.22556639772276743,0.15495497407883022,-0.5645272381560877,0.35928150773325074,0.5253269233113973,-0.5645272381560877,-0.4302625336464081,-2.077176754151409,-0.46675994140261334
60,1.75,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.1233048236413139,0.19802739534574437,-0.5911603650055535,0.10819568254021927,0.3708740843428496,-0.5911603650055535,-0.20889858156718732,-0.9085960692730216,-0.2671383680639996
60,1.75,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.00697020719853092,0.2513111595875929,-0.44511348767615977,0.19610232750718826,0.4072100724983891,-0.44511348767615977,-0.15812369557279482,-0.721387300592883,-0.1871824264177433
60,1.75,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,-0.009666882564803081,0.23218798261633208,-0.4484659455804113,0.14926793943838446,0.37035289871576066,-0.4484659455804113,-0.1382922263374493,-0.6529596651971753,-0.1833230904142884
60,2.0,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.2043716098524908,0.39710266787500254,-0.5578308214750273,0.9351866486570235,0.7708286023455387,-0.5578308214750273,-0.37764576316796195,-1.809230257513568,-0.41751380361093304
60,2.0,0.5,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.2613716317649988,0.4142400436610503,-0.5578308214750274,0.5608742245109868,0.6205073247340248,-0.5578308214750274,-0.19188131115421625,-0.8528626970534807,-0.23364776488672678
60,2.0,0.75,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.358744975019607,0.45731995012527166,-0.4124545104125553,0.7292936724160572,0.7190612377019865,-0.4124545104125553,-0.21427748410062863,-1.0860130536563803,-0.23764713911103463
60,2.0,1.0,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.29688570492922084,0.4218039309231187,-0.42570033853607325,0.5758094370091675,0.6453466836329597,-0.42570033853607325,-0.177003465983384,-0.9081158467344393,-0.20798986421711652
60,2.25,0.25,1057,0.8,2025-05-15,0.7481629777577157,1.7060760611127368,0.3759097382475378,0.46853741107516245,-0.5168083838199125,1.0779325576297456,0.8500363863244598,-0.5168083838199125,-0.3378467779449932,-1.6107168381611683,-0.3978036978874929
