hour,equity,n_long,price_pnl,funding_pnl,fees,net_pnl,drawdown
2023-05-12 08:00:00+00:00,9999.55,1,0.0,0.0,0.45,-0.45,0.004500000000007276
2023-05-12 16:00:00+00:00,9993.255989028972,1,-5.826803295157708,0.43279232413100266,0.9,-6.294010971026705,0.0674401097102782
2023-05-13 00:00:00+00:00,10013.800578867163,1,21.085960657504756,0.35862918068579897,0.9,20.544589838190557,0.0
2023-05-13 08:00:00+00:00,10007.811815806635,1,-6.387851030492914,1.2990879699650477,0.9,-5.988763060527867,0.05980509611072728
2023-05-13 16:00:00+00:00,10022.608863023373,1,15.259895088221281,0.4371521285169289,0.9,14.79704721673821,0.0
2023-05-14 00:00:00+00:00,10012.32295762621,1,-9.84772499316135,0.4618195959970821,0.9,-10.285905397164269,0.10262702593445759
2023-05-14 08:00:00+00:00,10019.92859106342,1,8.002462296091045,0.5031711411203447,0.9,7.605633437211388,0.026742258393831157
2023-05-14 16:00:00+00:00,10042.767105222512,1,22.72727272727271,1.0112414318181817,0.9,22.83851415909089,0.0
2023-05-15 00:00:00+00:00,10007.644366359646,1,-35.10466988727858,0.8819310244122384,0.9,-35.12273886286634,0.34973168744102384
2023-05-15 08:00:00+00:00,10064.856285495092,1,57.07610146862478,1.0358176668224297,0.9,57.21191913544721,0.0
2023-05-15 16:00:00+00:00,10073.072628094855,1,8.367540258920103,0.7488023408430692,0.9,8.216342599763172,0.0
2023-05-16 00:00:00+00:00,10066.432245962758,1,-6.262721152340559,0.5223390202442462,0.9,-6.640382132096313,0.06592211112998132
2023-05-16 08:00:00+00:00,10072.271918988214,1,6.060606060606067,0.6790669648484849,0.9,5.839673025454552,0.007949005593465272
2023-05-16 16:00:00+00:00,10074.424507595442,1,2.40963855421687,0.6429500530120482,0.9,2.152588607228918,0.0
2023-05-17 00:00:00+00:00,10071.327281378906,1,-2.906131938389941,0.7089057218541122,0.9,-3.097226216535829,0.030743455511537152
2023-05-17 08:00:00+00:00,10050.917933453697,1,-19.987105093488022,0.47775716827853004,0.9,-20.40934792520949,0.23332920033321283
2023-05-17 16:00:00+00:00,10052.271096608547,1,1.779887273805928,0.47327588104420054,0.9,1.3531631548501286,0.21989753330518413
2023-05-18 00:00:00+00:00,10068.815020551823,1,17.11491442542789,0.3290095178484108,0.9,16.543923943276305,0.05568047127049198
2023-05-18 08:00:00+00:00,10067.768573557885,1,-0.7596475235490571,0.6132005296110605,0.9,-1.0464469939379966,0.06606763525339725
2023-05-18 16:00:00+00:00,10043.054378462219,1,-24.783335867416795,0.969140771750038,0.9,-24.714195095666756,0.3113838324915991
2023-05-19 00:00:00+00:00,10079.704209540469,1,36.95042095416279,0.5994101240879327,0.9,36.64983107825072,0.0
2023-05-19 08:00:00+00:00,10088.977239938029,1,9.756097560975618,0.4169328365853659,0.9,9.273030397560984,0.0
2023-05-19 16:00:00+00:00,10126.464963609287,1,37.70539906103295,0.682324610225939,0.9,37.48772367125889,0.0
2023-05-20 00:00:00+00:00,10108.299149126706,1,-18.662519440124495,1.3967049575427684,0.9,-18.165814482581723,0.17938949621474617
2023-05-20 08:00:00+00:00,10115.352157812003,1,7.29040097205347,0.6626077132442285,0.9,7.053008685297698,0.10974022857155956
2023-05-20 16:00:00+00:00,10143.7974080291,1,27.833001988071658,1.512248229025845,0.9,28.445250217097502,0.0
2023-05-21 00:00:00+00:00,10151.977124915542,1,8.47457627118645,0.6051406152542373,0.9,8.179716886440687,0.0
2023-05-21 08:00:00+00:00,10120.1798774399,1,-31.374707582221085,0.4774601065776799,0.9,-31.797247475643402,0.3132123633100389
2023-05-21 16:00:00+00:00,10127.398478208823,1,7.25513905683193,0.8634617120918985,0.9,7.218600768923828,0.24210699457149965
2023-05-22 00:00:00+00:00,10122.541901080971,1,-4.801920768307328,0.8453436404561826,0.9,-4.856577127851145,0.2899457265553661
2023-05-22 08:00:00+00:00,10139.275845231634,1,16.88781664656214,0.746127504101327,0.9,16.73394415066347,0.1251113899058725
2023-05-22 16:00:00+00:00,10131.806404935553,1,-7.256894049346854,0.6874537532656023,0.9,-7.469440296081252,0.19868760273784777
2023-05-23 00:00:00+00:00,10132.48011115906,1,0.8771929824561736,0.6965132410526316,0.9,0.6737062235088053,0.192051395669823
2023-05-23 08:00:00+00:00,10150.565581627772,1,18.404907975460173,0.5805624932515338,0.9,18.08547046871171,0.013904122028658424
2023-05-23 16:00:00+00:00,10157.038951833458,1,6.611813106082857,0.7615570996032912,0.9,6.473370205686148,0.0
2023-05-24 00:00:00+00:00,10163.207264291124,1,6.864988558352409,0.20332389931350114,0.9,6.16831245766591,0.0
2023-05-24 08:00:00+00:00,10146.160537814241,1,-16.810176972004754,0.6634504951213708,0.9,-17.046726476883382,0.1677297927080317
2023-05-24 16:00:00+00:00,10129.843973442681,1,-15.964352514027937,0.5477881424678183,0.9,-16.31656437156012,0.3282752184506428
2023-05-25 00:00:00+00:00,10131.138669887345,1,1.6156262927806102,0.5790701518839656,0.9,1.294696444664576,0.31553616461659684
2023-05-25 08:00:00+00:00,10135.76956529659,1,4.866180048661805,0.6647153605839417,0.9,4.630895409245746,0.2699708692445697
2023-05-25 16:00:00+00:00,10130.763354807486,1,-4.842615012106542,0.7364045230024213,0.9,-5.006210489104121,0.3192290449259171
2023-05-26 00:00:00+00:00,10134.156861093983,1,3.649635036496354,0.6438712500000001,0.9,3.3935062864963546,0.28583893294404433
2023-05-26 08:00:00+00:00,10152.091999712165,1,18.181818181818198,0.6533204363636363,0.9,17.935138618181835,0.10936768571091586
2023-05-26 16:00:00+00:00,10154.970427698758,1,3.1036623215394883,0.6747656650527623,0.9,2.8784279865922504,0.08104564216954581
2023-05-27 00:00:00+00:00,10150.3930799258,1,-4.331683168316904,0.6543353953589108,0.9,-4.577347772957994,0.1260840601996573
