coin,direction,entry_hour,exit_hour,hold_hours,entry_price,exit_price,entry_fr,exit_fr,price_pnl,funding_pnl,fees,net_pnl,year
AVAX,LONG,2023-06-12 05:00:00,2023-06-13 09:00:00,28.0,11.394,11.76,-1.48385e-05,-2.4432e-06,3.212216956292783,0.03430335000000001,0.09,3.156520306292783,2023
SOL,LONG,2023-06-14 22:00:00,2023-06-14 23:00:00,1.0,14.408,14.476,-1.42916e-05,1.772e-06,0.471960022209893,0.0,0.09,0.381960022209893,2023
SOL,LONG,2023-06-15 12:00:00,2023-06-15 17:00:00,5.0,14.471,14.463,-1.45816e-05,8.089e-07,-0.055282979752614855,0.00416268,0.09,-0.14112029975261486,2023
SOL,LONG,2023-06-16 10:00:00,2023-06-16 12:00:00,2.0,14.75,14.664,-1.41352e-05,9.661e-07,-0.5830508474576291,0.00286411,0.09,-0.6701867374576291,2023
LTC,LONG,2023-06-17 05:00:00,2023-06-17 06:00:00,1.0,77.6,77.29,-1.44189e-05,-2.1277e-06,-0.3994845360824588,0.0,0.09,-0.4894845360824588,2023
BTC,SHORT,2023-06-11 12:00:00,2023-06-17 08:00:00,140.0,25740.2,26590.6,1.45404e-05,-9.433e-07,-3.303781633398333,0.39987306999999955,0.09,-2.9939085633983336,2023
ETH,SHORT,2023-06-10 23:00:00,2023-06-17 14:00:00,159.0,1750.64,1734.32,1.4406e-05,6.883e-07,0.9322304985605357,0.7685470299999994,0.09,1.610777528560535,2023
ETH,SHORT,2023-06-17 18:00:00,2023-06-17 20:00:00,2.0,1729.62,1727.85,1.43723e-05,2.7407e-06,0.10233461685225552,0.00147854,0.09,0.013813156852255523,2023
GMX,SHORT,2023-06-18 03:00:00,2023-06-18 04:00:00,1.0,49.96,49.99,1.47825e-05,1.6143e-06,-0.06004803843074687,0.0,0.09,-0.15004803843074688,2023
ETH,SHORT,2023-06-18 02:00:00,2023-06-18 05:00:00,3.0,1724.36,1726.87,1.42297e-05,-2.041e-06,-0.14556125171077913,0.00078141,0.09,-0.23477984171077912,2023
GMX,SHORT,2023-06-18 08:00:00,2023-06-18 09:00:00,1.0,49.71,49.98,1.46626e-05,-2.68e-07,-0.5431502715751279,0.0,0.09,-0.6331502715751278,2023
SOL,LONG,2023-06-18 06:00:00,2023-06-18 14:00:00,8.0,15.555,15.751,-1.47643e-05,-9.302e-07,1.2600450016071985,0.01029043,0.09,1.1803354316071983,2023
ARB,SHORT,2023-06-17 04:00:00,2023-06-18 19:00:00,39.0,0.9865,1.0188,1.48598e-05,2.9945e-06,-3.274201723264053,0.10554311999999999,0.09,-3.2586586032640525,2023
GMX,LONG,2023-06-18 11:00:00,2023-06-18 22:00:00,11.0,49.93,49.77,-1.45249e-05,6.686e-07,-0.3204486280793042,0.018578700000000004,0.09,-0.3918699280793042,2023
BTC,SHORT,2023-06-19 00:00:00,2023-06-19 02:00:00,2.0,26356.1,26436.0,1.47926e-05,1.2722e-06,-0.3031556262117744,0.00063613,0.09,-0.3925194962117744,2023
ARB,LONG,2023-06-19 07:00:00,2023-06-19 10:00:00,3.0,1.003,0.9937,-1.49892e-05,5.95e-07,-0.9272183449650911,0.0012936599999999999,0.09,-1.0159246849650911,2023
ETH,SHORT,2023-06-19 07:00:00,2023-06-19 10:00:00,3.0,1723.71,1720.56,1.41194e-05,2.6213e-06,0.1827453573977114,0.0009516500000000001,0.09,0.09369700739771139,2023
SOL,LONG,2023-06-19 06:00:00,2023-06-20 02:00:00,20.0,15.446,16.108,-1.48139e-05,3.581e-07,4.285899261944846,0.046365529999999995,0.09,4.242264791944846,2023
GMX,LONG,2023-06-20 04:00:00,2023-06-20 05:00:00,1.0,50.22,50.15,-1.43529e-05,-1.8813e-06,-0.13938669852648403,0.0,0.09,-0.22938669852648402,2023
GMX,SHORT,2023-06-20 08:00:00,2023-06-20 11:00:00,3.0,50.03,50.41,1.49744e-05,1.4653e-06,-0.7595442734359293,0.00415004,0.09,-0.8453942334359293,2023
ARB,LONG,2023-06-19 17:00:00,2023-06-20 17:00:00,24.0,1.0039,1.0306,-1.44451e-05,2.5904e-06,2.6596274529335537,0.13968605999999997,0.09,2.7093135129335537,2023
INJ,LONG,2023-06-19 04:00:00,2023-06-21 02:00:00,46.0,5.954,6.959,-1.4566e-05,1.067e-07,16.879408800806182,0.5072515300000001,0.09,17.296660330806183,2023
ARB,SHORT,2023-06-21 01:00:00,2023-06-21 07:00:00,6.0,1.0906,1.094,1.47973e-05,9.318e-07,-0.311754997249227,0.0064455300000000005,0.09,-0.395309467249227,2023
ETH,LONG,2023-06-21 06:00:00,2023-06-21 09:00:00,3.0,1811.97,1812.21,-1.40938e-05,2.8757e-06,0.013245252404841642,0.00249211,0.09,-0.07426263759515836,2023
ARB,SHORT,2023-06-21 11:00:00,2023-06-21 12:00:00,1.0,1.1054,1.0918,1.45833e-05,-2.757e-07,1.23032386466436,0.0,0.09,1.1403238646643599,2023
ETH,SHORT,2023-06-21 13:00:00,2023-06-21 14:00:00,1.0,1832.42,1842.96,1.48546e-05,1.3241e-06,-0.5751956429202892,0.0,0.09,-0.6651956429202892,2023
