date,top_1_coin,top_1_return,top_2_coin,top_2_return,top_3_coin,top_3_return,bottom_1_coin,bottom_1_return,bottom_2_coin,bottom_2_return,bottom_3_coin,bottom_3_return
2023-06-13,INJ,7.079331198861616,FTM,6.5057283142389455,BNB,6.38056609533777,ATOM,-0.6780050563088835,SOL,-0.2655160969133652,APE,-0.22371364653243075
2023-06-14,LINK,-1.4647887323943731,ATOM,-1.7576318223866738,SNX,-2.3153252480705655,CRV,-12.903225806451623,APE,-7.66129032258066,OP,-6.616696820883949
2023-06-15,STX,11.138562898908777,CRV,5.574912891986061,DYDX,3.729903536977486,SNX,-2.012297372833982,BNB,-1.4511488261540362,INJ,-1.2949882273797453
2023-06-16,SUI,10.299625468164786,GMX,6.85739244376502,CFX,5.388542257515594,LINK,1.063627730294403,DOGE,1.1062306816333134,BNB,1.347514725200205
2023-06-17,INJ,5.084180696782803,SUI,5.015324602953464,BNB,2.9567854435178287,LINK,-0.28344671201813165,CRV,-0.1612903225806428,DOGE,0.2743262869130181
2023-06-18,XRP,1.2908598792421344,CRV,0.8103727714748876,ARB,0.739989863152557,INJ,-4.418120697935002,LDO,-3.650087309187189,SUI,-3.3454252317613786
2023-06-19,SUI,8.836177000971013,STX,5.384752088146438,INJ,4.47761194029852,GMX,-0.8650170991752137,CFX,-0.05479452054794054,LINK,0.039009167154269164
2023-06-20,STX,21.396177518626523,CFX,19.28767123287671,OP,15.375933321757262,XRP,-0.0811523635625866,DOGE,0.9600000000000053,BNB,1.4236040089998125
2023-06-21,CFX,10.59302851969215,STX,8.875582168995354,AVAX,5.9945728147356325,BNB,0.20528921627822605,SUI,1.205846528623633,APE,1.3686131386861256
2023-06-22,CFX,-0.15723270440252124,BTC,-0.8512686059439445,LTC,-1.025581931320585,STX,-7.68863988556443,OP,-7.04891080969996,LDO,-6.419153365718245
2023-06-23,LINK,8.512160228898423,FTM,5.948334466349414,LTC,5.271657630637905,CFX,-1.7387944358577823,STX,-1.2387096774193584,SUI,-0.7711442786069722
2023-06-24,LINK,2.0989505247376306,ATOM,1.1540120793787745,FTM,0.4174694926139866,SUI,-3.8225517770391293,LDO,-3.7510521885521952,SOL,-3.632466253403621
2023-06-25,SNX,13.402597402597394,DYDX,7.310420076377522,LDO,5.653883972468043,CFX,-2.777777777777779,LTC,-1.1549674814980926,SUI,-0.2544870077685557
2023-06-26,INJ,7.154282390577293,ARB,4.084803070456,LDO,1.2423014160130474,SNX,-3.218283582089554,SOL,-2.7389068293266483,DOGE,-2.0151515151515142
2023-06-27,ARB,4.4604191927940295,CFX,3.4622302158273444,CRV,2.51479289940828,STX,-2.3310023310023187,APE,-0.68640068640069,SUI,-0.415110004151098
2023-06-28,INJ,-1.4660802345728419,STX,-1.5943694340706638,BTC,-1.7463652792256479,CFX,-10.983678870754298,SUI,-6.514382402707275,ARB,-5.777478765452859
2023-06-29,SOL,13.082290815364296,CRV,8.091603053435104,SNX,7.305273343009189,ATOM,-1.352688881557229,ARB,0.19529516200620378,OP,0.27115858668855797
2023-06-30,LTC,27.955723033443224,OP,10.131285608124841,LDO,9.18665886483323,APT,-1.4825897714907499,APE,-0.44762757385854446,CFX,-0.14822134387351138
2023-07-01,INJ,8.891072086454631,LDO,4.150226508841159,LINK,3.239123531279775,BCH,-4.076588452412344,LTC,-1.199372635852014,ETH,-0.4990355427076265
2023-07-02,LTC,6.44496487119437,BCH,5.172231800429272,SOL,4.087966183316394,APE,-3.0330062444246186,CRV,-1.1658031088082943,INJ,-1.0437939641479543
2023-07-03,LDO,7.1490135989273895,STX,3.7419715163362177,ATOM,3.575151136126742,DYDX,-6.060606060606066,LTC,-4.84972071992199,SNX,-4.276457883369322
2023-07-04,CRV,2.6785714285714413,DOGE,0.98226066559155,APT,0.8412197686645584,OP,-4.483837330552665,BCH,-4.142469996128528,CFX,-4.023267086766847
2023-07-05,BCH,-0.3487902485589389,SOL,-0.7114086938327158,BTC,-0.8555680210721395,FTM,-4.407537527946337,OP,-3.604378420641108,LDO,-3.5068031982045222
2023-07-06,BCH,1.7415792789120754,SOL,1.5497848960762894,SNX,-1.4832535885167308,FTM,-9.419311276164766,APE,-7.4843070980202935,LDO,-6.749963394992442
2023-07-07,CRV,7.956104252400564,SOL,6.424926933174824,ARB,5.139882888744296,BCH,-1.4590268432608577,ATOM,-0.45632333767926525,APE,-0.4184100418409997
2023-07-08,AVAX,5.764158262218766,APE,3.640145605824241,FTM,2.185185185185179,APT,-2.421140011068068,BCH,-2.0555355210962856,SUI,-1.5841882920941353
2023-07-09,CRV,2.0460358056265893,ATOM,1.8160198897416713,INJ,1.5721713295370199,BCH,-3.781314577819672,FTM,-3.3561891014074474,CFX,-2.9458179905312964
2023-07-10,BNB,5.507656672242955,FTM,4.772902232486542,BCH,4.379229073215218,APE,-1.479591836734695,INJ,-0.8063530849114375,ATOM,-0.29148224117455657
2023-07-11,SOL,3.506548373468532,STX,3.453169347209095,OP,2.401874633860568,AVAX,-2.284956143583694,LDO,-1.517802016875902,CRV,-1.2468827930174564
2023-07-12,CFX,10.726072607260729,BCH,2.7805109143252738,STX,1.7653325216861804,BNB,-2.1481630194740142,APE,-1.9822639540949427,DYDX,-1.6559829059829112
2023-07-13,XRP,73.26816829579259,LDO,22.096121057118513,SOL,19.25016041800347,BCH,-2.9731741025550096,CFX,2.521432173474536,STX,3.335849056603779
2023-07-14,SNX,22.5907664724339,INJ,6.260556243666238,OP,4.535017221584403,FTM,-10.392902408111537,SOL,-9.223647935740786,XRP,-8.386520296145006
2023-07-15,SNX,8.096699923254036,DOGE,5.469208211143695,ARB,3.324932932281932,BCH,-3.1125574272587997,LDO,-2.815480942976012,FTM,-1.9935920256318962
2023-07-16,XRP,3.6383835578391865,OP,2.1165833276251655,ARB,-0.14145383104126052,SNX,-7.330761136443353,INJ,-5.823591923485649,FTM,-5.636363636363639
2023-07-17,LINK,8.551140655688162,SUI,7.677342113139773,DYDX,4.694376528117372,LDO,-5.516830230211878,BCH,-3.414127700355396,SOL,-3.3480049065589212
2023-07-18,XRP,5.3944158308484536,BCH,0.5491556216193905,ETH,-0.7541067681213209,DYDX,-5.808550185873607,COMP,-5.725646123260441,LINK,-5.068681318681323
2023-07-19,OP,7.692307692307687,XRP,4.329555583853306,DYDX,2.3879142300194944,SUI,-6.756934402523996,APE,-4.307116104868913,COMP,-3.633579284421551
2023-07-20,LINK,20.077608508192,SNX,7.229804500184445,COMP,5.557155197235808,XRP,-4.440967625466352,SOL,-4.007720254314262,SUI,-3.802068772714562
2023-07-21,SNX,4.542278127183774,DOGE,3.6984554343205245,AAVE,3.1505898681471134,GMX,-6.256921373200441,MKR,-4.7037263286499815,COMP,-3.8070722124373457
2023-07-22,OP,2.895220588235281,MKR,1.751650770359503,APT,0.8689927583936718,XRP,-5.029815919108104,SOL,-4.973832138011247,APE,-4.257288292457195
2023-07-23,BCH,4.314168549669439,GMX,3.074786748660996,DYDX,2.867889045604155,SNX,-4.144562334217506,MKR,-2.156334231805934,SUI,-2.0779220779220786
2023-07-24,DOGE,3.5170969993021606,GMX,1.7154973014649189,MKR,-1.5757464061924242,COMP,-8.59656714265109,APT,-6.759259259259254,CFX,-6.616460462614315
2023-07-25,DOGE,9.706394959109787,MKR,5.7126907331596755,WLD,2.470930232558133,OP,-4.1666666666666625,FTM,-2.892561983471076,LINK,-2.2628026994839234
2023-07-26,COMP,8.71905274488698,SOL,8.190730071373299,SNX,7.169954476479523,WLD,-4.818104906937382,DOGE,-3.8627668764655176,LDO,-0.6036840204323823
2023-07-27,LINK,3.2195500387897535,SNX,2.1041369472182714,GMX,1.6548463356973908,WLD,-8.480055922058616,MKR,-2.1024304095534463,ARB,-1.6361805672092666
2023-07-28,WLD,7.02279752704793,COMP,1.5414798206278002,GMX,1.5222063037249267,LINK,-3.69497830130191,SNX,-3.0303030303030276,SOL,-1.9066455696202689
2023-07-29,MKR,6.977714714965377,WLD,6.175578394530734,DOGE,3.8456558332254254,COMP,-2.6042369450816283,GMX,-0.7910001757778229,INJ,-0.6329113924050667
2023-07-30,OP,7.618353003580425,BCH,4.11280362289006,BNB,0.004120143380981212,CRV,-14.24694708276798,AAVE,-5.434637468286829,WLD,-5.193567106026686
2023-07-31,DYDX,2.761627906976738,SUI,1.1043533930857885,WLD,-0.07337390478656669,CRV,-11.81959564541214,FXS,-9.42170240415855,COMP,-8.756712102437014
2023-08-01,FXS,11.016642547033296,CRV,9.2526690391459,MKR,8.249757360077648,DYDX,-3.882575757575768,GMX,-3.44636933284187,SNX,-2.808112324492984
2023-08-02,STX,0.016420361247937443,OP,-0.14035515957770972,CFX,-0.5860415556739551,COMP,-6.494296577946768,BCH,-6.1908468881878065,LTC,-6.177606177606165
2023-08-03,OP,3.4859835669405648,INJ,2.719109649677498,GMX,2.0187887267639315,LTC,-5.778894472361806,SUI,-3.4718826405868097,DYDX,-3.2405063291139236
2023-08-04,FXS,5.652826413206613,CRV,5.344827586206891,SNX,3.3554266777133357,WLD,-6.950749464668105,COMP,-4.496788008565322,XRP,-4.408666867288591
2023-08-05,DYDX,3.8751887267236995,APE,2.842809364548482,DOGE,2.7698574338085535,MKR,-3.813493901497611,CFX,-2.796052631578949,WLD,-2.150834137598223
2023-08-06,AAVE,2.2804840210983723,SOL,2.1413464927740433,FXS,1.756036375039205,WLD,-4.01298456906286,MKR,-2.6309495336043986,YGG,-2.5131079370819043
2023-08-07,BCH,8.324210910417818,OP,5.508250631276046,LINK,3.1685678073510637,YGG,-32.5962910128388,COMP,-3.189593727726303,FXS,-2.4412855377008658
2023-08-08,SOL,4.336393810077999,SNX,2.9505582137161035,COMP,2.922794117647065,YGG,-8.91462429302451,OP,-6.346904629113215,GMX,-5.173730431462387
2023-08-09,APT,10.556965805584584,LINK,3.2409897794513087,CRV,2.6711185308848195,OP,-8.184294681985083,WLD,-5.713551041398812,INJ,-3.122694861076969
2023-08-10,MKR,3.3530571992110403,DYDX,2.52690687880206,APE,2.1857923497267784,WLD,-8.391074253914555,GMX,-4.572683706070291,APT,-3.2297297297297356
2023-08-11,YGG,6.393544382371208,FXS,5.054151624548742,WLD,2.7632121604901805,GMX,-3.743088047639309,CRV,-2.614379084967322,SNX,-1.965317919075149
2023-08-12,APE,4.084798345398144,GMX,2.4889867841409785,DYDX,1.455868971792551,OP,-2.89455547898001,MKR,-2.3287343488316514,CRV,-2.010050251256279
2023-08-13,MKR,1.219611350516292,FXS,1.1485332919447533,INJ,0.36577400391899495,YGG,-3.1184407796101987,SOL,-2.6844558752612047,DOGE,-2.619233776387797
2023-08-14,CFX,7.80814277746793,SOL,3.5369113715813194,FXS,3.1736344217271784,INJ,-1.6007287870900555,OP,-1.5699395187234622,WLD,-1.4937851847723005
2023-08-15,RUNE,3.292181069958855,BCH,-0.4267177566837921,BTC,-0.7993474714518833,YGG,-13.4504695546804,APE,-10.610465116279077,COMP,-9.772565742715
2023-08-16,SNX,-0.6878761822871837,ETH,-1.1746241804152735,BTC,-1.7131669114047954,CFX,-10.166570936243534,BCH,-9.574514320483285,GMX,-8.735632183908038
2023-08-17,RUNE,3.2346868547832086,INJ,0.6492589978828622,TRX,-2.680965147453085,YGG,-21.918321468714886,CFX,-14.585987261146494,COMP,-14.131839724256789
2023-08-18,YGG,28.122020972354633,WLD,13.061014960398953,INJ,10.758426966292145,CFX,-5.03703703703704,SOL,-2.8680688336520155,LTC,-2.7384755819260698
2023-08-19,SUI,13.16322397731875,RUNE,8.69565217391306,FXS,4.095563139931757,YGG,-6.963684013478099,SEI,-3.5649546827794643,INJ,-3.4306387225548907
2023-08-20,XRP,3.5391421427197534,TRX,2.0169423154497768,ATOM,1.419721218378922,FXS,-6.139260180292205,YGG,-5.555555555555558,SNX,-4.5900178253119535
2023-08-21,OP,2.916807005725852,LTC,1.5470954042165808,DYDX,0.78125,SUI,-5.760410933773619,YGG,-4.641350210970452,INJ,-4.541965199590581
2023-08-22,SUI,4.650254005470877,SEI,4.3331076506431865,OP,3.0522875816993533,RUNE,-10.463121783876506,FXS,-6.74746151326564,MKR,-5.647569915829498
2023-08-23,YGG,13.73504652193176,DYDX,9.984639016897079,SUI,9.125544267053698,OP,-1.9170333123821437,CRV,-1.8907563025210017,WLD,-1.623512946116168
2023-08-24,BNB,1.2947378155923506,OP,1.0778748644683978,DYDX,0.8325624421831712,YGG,-8.199921905505658,RUNE,-7.191568505889634,SUI,-6.774141019377944
2023-08-25,APE,2.1186440677966045,XRP,1.4870606411741871,ATOM,1.371588523442968,WLD,-7.620641968119934,OP,-6.870083735092624,YGG,-4.842931937172779
2023-08-26,SUI,6.546971345665575,MKR,3.5003977724741286,WLD,2.881706734596401,RUNE,-5.102040816326525,SEI,-3.284671532846717,FTM,-3.100775193798444
2023-08-27,DYDX,5.0236966824644735,CFX,5.000000000000004,BCH,3.7867647058823506,INJ,-4.380165289256189,OP,-2.347323110034971,YGG,-0.5952380952381042
2023-08-28,CRV,5.664488017429181,APE,3.3451957295373536,AVAX,2.420709416065603,WLD,-6.7737699853247735,MKR,-3.7439161362785467,DYDX,-3.2461677186654714
2023-08-29,BCH,17.713567839195974,STX,14.971503726435763,SEI,12.423312883435589,SNX,-1.0582010582010692,CRV,-0.6160164271047264,FXS,-0.32110866993408926
2023-08-30,YGG,4.105310129406514,SEI,2.4691358024691246,OP,0.277514552592395,WLD,-5.2043744667649054,RUNE,-4.770755885997535,SNX,-4.052098408104188
2023-08-31,MKR,11.280370227535673,YGG,6.7811158798283255,DYDX,4.0432534085566685,SEI,-10.440677966101697,STX,-6.322827125119379,WLD,-5.88040142655718
2023-09-01,SEI,7.126436781609202,FTM,0.9920634920634885,RUNE,0.3865979381443285,DYDX,-6.759703445268217,STX,-6.120810756572348,YGG,-6.036139946174545
2023-09-02,UNI,2.950128775462435,LTC,2.3307436182020025,ATOM,2.218225419664277,YGG,-9.232663110381612,SEI,-8.577405857740594,DYDX,-5.1101734646038395
2023-09-03,ARB,1.6636690647481966,SNX,1.2658227848101111,LINK,1.1754827875734675,RUNE,-6.4143681847337986,SEI,-4.69448584202683,FXS,-4.648705758056004
2023-09-04,SNX,8.503232222774738,CFX,3.39403973509933,FXS,1.497990500548041,WLD,-6.631607095106496,YGG,-1.996450754214718,SEI,-1.9425019425019396
2023-09-05,CFX,5.36585365853659,SOL,4.752301168683415,WLD,4.196689386562813,FXS,-1.174981923355034,UNI,-1.1515014675999136,LTC,-0.5202585527352976
2023-09-06,WLD,21.062030075187966,RUNE,3.8512616201859196,GMX,3.4334763948498104,DYDX,-2.9369966840360195,SOL,-2.775024777006929,CFX,-2.3219814241486114
2023-09-07,SEI,5.087440381558039,STX,2.2687986171132213,AAVE,2.123026673924877,WLD,-6.88400303260045,YGG,-1.2016021361815787,SNX,-1.164797238999138
2023-09-08,AAVE,-0.24739353242622109,XRP,-0.29638411381148755,DOGE,-0.3286384976525891,WLD,-8.741455568958589,DYDX,-5.5290753098188645,SNX,-5.318221447253702
2023-09-09,WLD,3.965071727702041,STX,1.7395085888236572,SNX,1.5420560747663403,RUNE,-2.5867507886435326,LINK,-1.155141986202468,GMX,-0.9912886752778571
2023-09-10,BTC,-0.13107882902911872,INJ,-0.1504438092372551,RUNE,-0.2590673575129543,YGG,-9.521619135234594,WLD,-6.979122283766515,APE,-6.631097560975608
2023-09-11,OP,1.9383539879250122,INJ,0.6815084052703257,GMX,0.3261578604044413,ARB,-9.050746268656717,WLD,-7.344165978151096,CFX,-6.578947368421051
2023-09-12,BCH,6.946766625316858,YGG,5.894848645778006,TRX,3.981958762886584,CRV,-2.195121951219503,CFX,-2.1815008726003393,APE,-2.0779220779220786
2023-09-13,RUNE,7.320349227669576,COMP,5.893433799784731,FXS,3.1656632355797187,WLD,-1.3553042121684844,ARB,-1.0085728693898122,YGG,-0.7948335817188346
2023-09-14,ATOM,3.2194679564691686,CFX,3.1924072476272602,WLD,2.4376199616122696,APE,-4.459691252144071,GMX,-2.413366336633671,SOL,-2.1812516229550716
2023-09-15,WLD,25.57830868411073,RUNE,10.772976262933653,MKR,10.50177044649796,AVAX,0.22338049143708627,FXS,0.3935532233882988,BTC,0.4840721006688531
2023-09-16,WLD,13.658683991841048,SEI,13.392857142857139,AAVE,5.890778871978508,COMP,-3.2461240310077577,BCH,-1.4287026828372018,LINK,-1.1811023622047112
2023-09-17,AAVE,2.0994665289967296,APE,2.020202020202011,BNB,1.140879973815867,TRB,-32.871607730263165,WLD,-11.621886369997213,SEI,-7.663410969196094
2023-09-18,TRB,11.790053961722101,WLD,8.110702287633975,ATOM,7.459207459207473,CRV,-0.23529411764705577,MKR,-0.21770682148041232,BNB,0.050954233833611084
2023-09-19,TRB,25.014661744920154,YGG,7.6805696846388605,GMX,5.799648506151134,FXS,-0.28153153153154253,OP,0.5904650823735258,BNB,0.6253763839347837
2023-09-20,WLD,10.565930554569336,YGG,9.847764034253093,AAVE,5.584247901872175,RUNE,-6.7885117493472595,LTC,-3.6738351254480217,SEI,-2.8125000000000067
2023-09-21,FXS,0.9054895302773147,LTC,-0.09272137227629429,CRV,-0.44943820224718767,TRB,-10.17850360805166,OP,-6.68299006193288,YGG,-6.3102541630148945
2023-09-22,TRB,12.425140060531902,CRV,10.609480812641081,YGG,4.400749063670406,DYDX,-2.838317283324887,RUNE,-2.470522178551371,MKR,-2.3944742900997684
2023-09-23,LINK,1.4548022598870114,COMP,1.1055276381909618,TRB,0.5800165719020534,SNX,-6.32022471910113,WLD,-6.211102813044567,YGG,-5.066666666666664
2023-09-24,CRV,7.773109243697496,WLD,5.609915198956306,APT,3.6675770581349854,YGG,-3.9455143259746417,LINK,-2.394957983193269,SNX,-2.205513784461155
2023-09-25,LINK,5.824144755442462,WLD,4.251968503937009,FXS,3.946155264613682,TRB,-5.052718061070793,COMP,-2.7662178702570484,CFX,-1.5552099533437058
2023-09-26,TRB,31.535198349002535,MKR,8.460018242626944,FXS,4.848161960575381,APT,-2.853484543625384,CFX,-2.513747054202664,WLD,-2.463224689933663
2023-09-27,TRB,29.880556960911562,BCH,5.953041227583644,WLD,4.706637116528634,INJ,-2.6110731373889418,FXS,-2.438611346316688,OP,-1.84698608964452
2023-09-28,COMP,19.80126030053322,RUNE,10.995970063327576,ARB,8.526943194258596,TRB,-8.128321542955685,WLD,-0.9802835622507833,APT,-0.5601194921583286
2023-09-29,SUI,7.259690790947793,CFX,4.30965682362332,INJ,3.9383090057835357,MKR,-4.345822084677686,FXS,-3.6749831422791646,WLD,-3.410107334525936
2023-09-30,YGG,15.75984990619137,MKR,5.834829443447043,SOL,4.790889456116232,WLD,-4.664723032069973,RUNE,-4.280736684917863,FXS,-3.8193233344959943
2023-10-01,SOL,11.974671669793624,RUNE,11.231884057971019,SUI,8.685395668024887,MKR,-3.9405349259932554,LINK,-2.294246176256376,LDO,-0.6973745897796535
2023-10-02,DYDX,1.990049751243772,BCH,1.916946135055686,STX,0.8031341821743476,APE,-8.830364058869089,WLD,-8.642869076126303,FXS,-7.709401709401709
2023-10-03,XRP,5.359937402190917,TRX,3.4730949388781074,FXS,2.6267110617832046,OGN,-10.642857142857153,TRB,-9.883935688317735,BCH,-7.209639719513172
2023-10-04,AVAX,9.517091698317959,YGG,8.717253839205053,AAVE,5.160170427647159,TRX,-0.07874015748031704,FTT,0.0,SOL,0.05629411509981974
2023-10-05,MKR,1.723779854620977,LTC,0.12364760432765909,AAVE,0.08983380745619662,FXS,-7.200142577080737,APE,-5.85152838427947,COMP,-4.986522911051228
2023-10-06,TRB,21.47933846644492,OGN,11.465517241379297,WLD,8.916441337466207,RUNE,-13.159191720059138,ARK,-2.6068821689259614,MKR,-2.3514264416886976
2023-10-07,DYDX,3.159478435305907,YGG,3.1361651448987615,FXS,1.8232044198895014,TRB,-8.94903273809524,OGN,-6.610299769408146,ARK,-4.872389791183296
2023-10-08,LINK,1.468642498015349,RUNE,1.2865497076023358,LDO,1.2160957595823252,YGG,-6.964217006540984,ARK,-5.663275100787102,ARB,-3.0806229958772247
2023-10-09,ARK,4.891640866873059,OGN,2.9021558872305064,DYDX,0.9466865969107952,RUNE,-5.87892898719441,CFX,-5.368589743589746,APE,-4.916512059369216
2023-10-10,RUNE,2.8117359413202925,STX,2.652683528685995,OP,1.4458421826498924,OGN,-6.87747035573123,YGG,-5.862505272037111,DYDX,-5.3677932405566615
2023-10-11,WLD,4.2132855955501425,YGG,1.924798567591779,MKR,1.0071942446043147,LTC,-3.2400125825731263,SEI,-3.018867924528301,RUNE,-2.914931588340286
2023-10-12,YGG,10.749330954504899,ARK,7.841852337265198,FXS,7.196969696969702,WLD,-10.281750659873545,TRB,-4.300091491308322,OP,-3.8703943115707906
2023-10-13,MKR,4.729482392561679,CRV,3.7647058823529367,LDO,2.9254440995839737,BIGTIME,-12.655086848635232,YGG,-7.540322580645165,OGN,-1.7766497461928932
2023-10-14,TRB,8.932521541281325,BIGTIME,5.272727272727273,DOGE,2.0989761092150117,RUNE,-1.9230769230769273,SEI,-1.5340364333652934,BCH,-1.3936801435076585
2023-10-15,TRB,13.467695994656935,ARK,12.730665560854227,YGG,4.596704249783179,DOGE,-0.28590649175915805,SUI,-0.1945525291828898,AAVE,-0.14062500000000533
2023-10-16,SOL,8.863119599818114,BCH,7.178700864231935,WLD,5.51181102362206,ARK,-5.789954337899539,FXS,-2.5357385976854996,MKR,-2.3286346047540096
2023-10-17,STX,2.660465116279065,INJ,2.00361944157188,APE,1.8709073900841977,BIGTIME,-19.195849546044098,SUI,-6.924394421335944,UNI,-5.081847055949185
2023-10-18,TRB,3.9659000088801966,INJ,3.364771858271731,DYDX,2.5274725274725407,WLD,-10.721522873810263,BLUR,-8.849151765245288,CFX,-5.321100917431187
2023-10-19,XRP,6.610552247998358,SOL,5.932383584945788,STX,5.6288315065948336,BLUR,-11.162314388120842,APE,-7.028469750889698,BIGTIME,-4.728434504792323
2023-10-20,TRB,19.107068346824676,STX,11.671700124356033,SOL,9.025591345765726,INJ,-0.6602994929843065,XRP,-0.4449603404914071,FTT,0.0
2023-10-21,LINK,17.87273448868898,APT,9.829567974633369,SOL,9.100383369933374,STX,-3.18999218139171,TRB,-1.6172431967599654,MKR,-0.356668298482421
