hour_idx,hour,n_alpha,n_alpha_long,n_alpha_short,n_hedge,n_hedge_long,n_hedge_short,n_total,funding_paid,funding_received,net_funding,alpha_price_pnl,hedge_price_pnl,fees,positions_opened,positions_closed,hourly_pnl,cumulative_pnl
59,2023-06-10 11:00:00,3,0,3,5,5,0,8,0.08326692,0.08900285000000001,0.005735930000000014,10.65841334195822,-7.67559229968027,0.135,1,2,2.85355697227795,9.063025421050455
60,2023-06-10 12:00:00,4,0,4,6,6,0,10,0.09637232999999999,0.09758564000000002,0.001213310000000023,0.830616086679242,0.8445986203504364,0.26999999999999996,4,2,1.4064280170296783,10.469453438080134
61,2023-06-10 13:00:00,5,0,5,10,9,1,15,0.10773137999999999,0.10846233000000001,0.0007309500000000219,-4.352234817446635,4.660983932823236,0.31499999999999995,6,1,-0.005519934623398615,10.463933503456735
62,2023-06-10 14:00:00,4,0,4,6,6,0,10,0.07572355,0.07666291,0.0009393600000000002,2.96721763661116,-4.122626473861672,0.4949999999999999,3,8,-1.6494694772505119,8.814464026206224
63,2023-06-10 15:00:00,3,0,3,5,5,0,8,0.06676016,0.07533468,0.008574520000000002,-0.8513717979258317,-1.353503349837196,0.35999999999999993,3,5,-2.556300627763028,6.258163398443196
64,2023-06-10 16:00:00,3,0,3,4,4,0,7,0.06220212,0.06266478,0.0004626600000000036,-7.603480864682735,13.777282628604313,0.22499999999999998,2,3,5.949264423921578,12.207427822364775
65,2023-06-10 17:00:00,4,0,4,6,6,0,10,0.0833977,0.09412314,0.010725439999999989,6.040405341828225,-15.570686711292971,0.4049999999999999,6,3,-9.924555929464745,2.2828718929000296
66,2023-06-10 18:00:00,4,0,4,6,6,0,10,0.08571416999999999,0.08781800000000001,0.002103830000000015,-4.725333909808761,6.214532868212304,0.5399999999999999,6,6,0.9513027884035433,3.234174681303573
67,2023-06-10 19:00:00,4,0,4,7,7,0,11,0.09662819,0.10122706,0.004598869999999991,1.5737061809520891,-1.0769387204376575,0.22499999999999998,3,2,0.2763663305144317,3.5105410118180047
68,2023-06-10 20:00:00,3,0,3,5,5,0,8,0.0685537,0.07430843999999999,0.005754739999999994,-1.4856703127187176,0.6987824720646482,0.31499999999999995,2,5,-1.0961331006540695,2.414407911163935
69,2023-06-10 21:00:00,3,0,3,5,5,0,8,0.06696324000000001,0.07274111,0.0057778699999999905,-1.397042060376225,4.470518410948102,0.35999999999999993,4,4,2.719254220571878,5.133662131735813
70,2023-06-10 22:00:00,2,0,2,3,3,0,5,0.048844040000000005,0.04979678,0.0009527399999999936,1.5295945962482187,-1.118345037583429,0.22499999999999998,1,4,0.18720229866478977,5.3208644304006025
71,2023-06-10 23:00:00,3,0,3,5,5,0,8,0.057846369999999994,0.06569617999999999,0.007849809999999999,2.8734473572014774,-4.9363489312307145,0.22499999999999998,4,1,-2.280051764029237,3.0408126663713655
72,2023-06-11 00:00:00,3,0,3,5,5,0,8,0.06231622999999999,0.06615798,0.003841750000000012,-1.0336287171812395,0.8430415703037619,0.09,1,1,-0.27674539687747757,2.764067269493888
73,2023-06-11 01:00:00,3,0,3,5,5,0,8,0.06326175,0.07258279000000001,0.009321040000000003,-2.1325087228880806,3.1540248385787883,0.35999999999999993,4,4,0.670837155690708,3.434904425184596
74,2023-06-11 02:00:00,3,0,3,4,4,0,7,0.05862871,0.060102810000000007,0.001474100000000006,0.4407419994195404,-2.7260642383538327,0.135,1,2,-2.418848138934292,1.0160562862503038
75,2023-06-11 03:00:00,3,0,3,5,5,0,8,0.07085996,0.07158023999999999,0.0007202799999999898,0.48121303440450935,-1.8813082654246884,0.22499999999999998,3,2,-1.624374951020179,-0.6083186647698753
76,2023-06-11 04:00:00,3,0,3,4,4,0,7,0.057763789999999995,0.05964157,0.0018777800000000025,-1.7597219179921018,4.625355190189756,0.31499999999999995,3,4,2.5525110521976546,1.9441923874277793
77,2023-06-11 05:00:00,3,0,3,4,4,0,7,0.05726566000000001,0.06615362999999999,0.008887969999999981,-0.5382827693440924,2.2054624129913063,0.18,2,2,1.496067613647214,3.4402600010749933
78,2023-06-11 06:00:00,3,0,3,5,5,0,8,0.06364391,0.07275364,0.009109729999999996,0.8240221227043218,-3.4054803376266225,0.22499999999999998,3,2,-2.797348484922301,0.6429115161526924
