timestamp,coin,funding_rate,premium,datetime
1767002400008,BIO,1.25e-05,-0.0002724317,2025-12-29 10:00:00.008
1767002400008,BLAST,-8.27547e-05,-0.0011620378,2025-12-29 10:00:00.008
1767002400008,BLZ,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,BNB,1.25e-05,-0.0001140228,2025-12-29 10:00:00.008
1767002400008,BTC,1.25e-05,-0.0003901199,2025-12-29 10:00:00.008
1767002400008,CATI,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,CC,1.25e-05,-0.000233829,2025-12-29 10:00:00.008
1767002400008,CELO,-4.42704e-05,-0.0008541635,2025-12-29 10:00:00.008
1767002400008,CFX,1.25e-05,-0.0002721782,2025-12-29 10:00:00.008
1767002400008,CHILLGUY,1.25e-05,-4.0531e-06,2025-12-29 10:00:00.008
1767002400008,COMP,1.25e-05,-0.00035937,2025-12-29 10:00:00.008
1767002400008,CRV,1.25e-05,-0.0001452782,2025-12-29 10:00:00.008
1767002400008,DOGE,1.25e-05,-0.000354233,2025-12-29 10:00:00.008
1767002400008,DOOD,1.25e-05,-1.11662e-05,2025-12-29 10:00:00.008
1767002400008,DYDX,1.25e-05,1.634e-07,2025-12-29 10:00:00.008
1767002400008,ETH,1.25e-05,-0.0003797402,2025-12-29 10:00:00.008
1767002400008,FARTCOIN,1.25e-05,2.65014e-05,2025-12-29 10:00:00.008
1767002400008,FOGO,1.25e-05,-7.85e-08,2025-12-29 10:00:00.008
1767002400008,FTM,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,FXS,1.25e-05,-0.0001458493,2025-12-29 10:00:00.008
1767002400008,GMX,1.25e-05,-1.68107e-05,2025-12-29 10:00:00.008
1767002400008,GOAT,1.25e-05,-0.0003760938,2025-12-29 10:00:00.008
1767002400008,GRASS,1.25e-05,1.25357e-05,2025-12-29 10:00:00.008
1767002400008,GRIFFAIN,1.25e-05,5.4515e-05,2025-12-29 10:00:00.008
1767002400008,HEMI,4.74903e-05,0.0008799223,2025-12-29 10:00:00.008
1767002400008,HMSTR,1.25e-05,-1.98413e-05,2025-12-29 10:00:00.008
1767002400008,HYPE,1.25e-05,8.29608e-05,2025-12-29 10:00:00.008
1767002400008,HYPER,-3.94252e-05,-0.0008154013,2025-12-29 10:00:00.008
