fr_threshold,min_consecutive,exit_strategy,exit_param,config,n_trades,avg_pnl,std_pnl,sharpe,win_rate,total_pnl,avg_hold,max_dd
0.001,6,fixed,24,FR>0.1%_Cons>=6_Fixed24h,434,0.0089832618895073,0.08189631403599987,0.10969067405840086,0.7004608294930875,3.8987356600461682,24.0,7.8557727668998405
0.001,6,fixed,36,FR>0.1%_Cons>=6_Fixed36h,423,0.003279181234295211,0.09763254147917631,0.03358696992431172,0.6713947990543735,1.3870936621068743,36.0,9.349975918445883
0.001,6,fixed,48,FR>0.1%_Cons>=6_Fixed48h,421,-0.005972542133115793,0.12263163222276417,-0.048703112116019825,0.6128266033254157,-2.5144402380417485,48.0,12.875511759982398
0.001,6,normalized,0.0001,FR>0.1%_Cons>=6_Norm<0.01%,210,0.06584446842790703,0.0697067776113933,0.9445920566717607,0.8380952380952381,13.827338369860477,41.147619047619045,0.2948248812554315
0.001,6,normalized,0.0003,FR>0.1%_Cons>=6_Norm<0.03%,377,0.03602514783068799,0.06163501002296524,0.5844916357970089,0.7745358090185677,13.581480732169371,34.745358090185675,0.9276400470573787
0.001,6,normalized,0.0005,FR>0.1%_Cons>=6_Norm<0.05%,436,0.006999517583336449,0.09346259791345404,0.07489110873868467,0.6995412844036697,3.0517896663346917,29.44724770642202,10.293076954990036
0.001,6,fixed_or_normalized,"(24, 0.0003)",FR>0.1%_Cons>=6_Max24h_OR_Norm<0.03%,440,0.009107754682078802,0.08063470538865565,0.11295080248857901,0.7113636363636363,4.007412060114673,21.454545454545453,7.8557727668998405
0.001,6,fixed_or_normalized,"(48, 0.0003)",FR>0.1%_Cons>=6_Max48h_OR_Norm<0.03%,440,-0.0011945426347753337,0.11497040532155595,-0.010390001074053511,0.6681818181818182,-0.5255987593011469,34.425,13.110045620785218
0.001,8,fixed,4,FR>0.1%_Cons>=8_Fixed4h,348,0.006257221530696316,0.04952507041068764,0.12634452568786234,0.5804597701149425,2.177513092682318,4.0,1.4412778435593026
0.001,8,fixed,8,FR>0.1%_Cons>=8_Fixed8h,348,0.004806673972197286,0.06670811726463706,0.07205530854856511,0.6235632183908046,1.6727225423246557,8.0,2.1025004401032588
0.001,8,fixed,12,FR>0.1%_Cons>=8_Fixed12h,345,0.006769656625717246,0.0640901675354399,0.10562707020501753,0.6405797101449275,2.33553153587245,12.0,2.6393145991721103
0.001,8,fixed,24,FR>0.1%_Cons>=8_Fixed24h,345,0.009872116153686715,0.07826770971275665,0.12613268217400878,0.7304347826086957,3.4058800730219168,24.0,6.169964754548239
0.001,8,fixed,36,FR>0.1%_Cons>=8_Fixed36h,334,0.0017337758861120474,0.09783756753985068,0.01772096271103485,0.6826347305389222,0.5790811459614238,36.0,7.921526667252044
0.001,8,fixed,48,FR>0.1%_Cons>=8_Fixed48h,334,-0.004958269354336443,0.12278832224056986,-0.04038062629947888,0.6287425149700598,-1.656061964348372,48.0,10.370819306575907
0.001,8,normalized,0.0001,FR>0.1%_Cons>=8_Norm<0.01%,156,0.07016127913813638,0.0661506517251917,1.060628690849577,0.8525641025641025,10.945159545549275,43.3974358974359,0.2948248812554315
0.001,8,normalized,0.0003,FR>0.1%_Cons>=8_Norm<0.03%,299,0.03839030150455189,0.056662751629267885,0.6775227181999793,0.7926421404682275,11.478700149861014,36.50167224080268,0.6563162541847112
0.001,8,normalized,0.0005,FR>0.1%_Cons>=8_Norm<0.05%,347,0.005843892777127239,0.09418513244167785,0.06204687115289609,0.7146974063400576,2.027830793663152,31.19308357348703,8.822204332434984
0.001,8,fixed_or_normalized,"(24, 0.0003)",FR>0.1%_Cons>=8_Max24h_OR_Norm<0.03%,348,0.009239221108165897,0.07789562862259232,0.11861026442100264,0.7270114942528736,3.215248945641732,22.017241379310345,6.169964754548239
0.001,8,fixed_or_normalized,"(48, 0.0003)",FR>0.1%_Cons>=8_Max48h_OR_Norm<0.03%,348,0.00014699987344269827,0.1147674936943794,0.001280849382614839,0.6810344827586207,0.051155955958058996,35.798850574712645,10.502762695085842
0.002,1,fixed,4,FR>0.2%_Cons>=1_Fixed4h,360,0.010783135951244343,0.0598901127595776,0.18004868340342053,0.5722222222222222,3.8819289424479635,4.0,1.1113798756986237
0.002,1,fixed,8,FR>0.2%_Cons>=1_Fixed8h,360,0.01666432317767341,0.07956281575734589,0.20944863525817112,0.6333333333333333,5.999156343962428,8.0,1.0204203451786997
