initial_capital,final_capital,total_return_pct,num_trades,num_wins,num_losses,win_rate_pct,avg_win,avg_loss,best_trade,worst_trade,avg_trade,total_fees,max_drawdown_pct,profit_factor
10000.0,8792.991701327117,-12.070082986728831,716,319,397,44.55307262569833,15.765767575095827,-15.708534395789508,101.9347189840887,-189.83650194993118,-1.6857657802693646,644.0016570112523,-12.666771206391045,0.8064540526915392
