initial_capital,final_capital,total_return_pct,num_trades,num_wins,num_losses,win_rate_pct,avg_win,avg_loss,profit_factor,max_drawdown_pct,total_fees
10000.0,9985.36754042353,-0.14632459576470863,726,360,366,49.586776859504134,15.79941538312096,-15.580387971311524,0.9974339921558091,8.97501318638974,653.4000000000001
