target_coin,hedge_coins,n_hedges,hour,position_type,weights,target_funding,hedge_funding_total,funding_pnl,price_pnl,hedge_pnl,gross_pnl,trading_fee,net_pnl,valid,correlation,net_funding,reached_threshold
OMNI,"OM,HYPER,LINEA",3,2025-09-10 07:00:00,long,"1.1993,0.1967,0.0393",-0.0022648169,1.794143430622389e-05,0.002282758334306224,0.009465266822607843,0.005568422232189398,0.017316447389103463,0.0021917832700481202,0.015124664119055343,True,0.5068933033285149,0.0022468754656937763,False
OMNI,"OM,HYPER",2,2025-09-10 08:00:00,long,"1.2066,0.1672",-0.0024098415,1.717260032490181e-05,0.002427014100324902,0.015843078083741968,0.0008398306531386169,0.019109922837205487,0.00213642722339293,0.016973495613812558,True,0.4866796026611413,0.002392668899675098,False
OMNI,"OM,HYPER",2,2025-09-10 09:00:00,long,"1.1971,0.1626",-0.0041629241,1.6996091715651815e-05,0.004179920191715651,-0.019070606333881468,0.004356166004662332,-0.010534520137503486,0.002123718603526931,-0.012658238741030416,True,0.4827446489073194,0.004145928008284348,False
OMNI,"OM,HYPER",2,2025-09-10 10:00:00,long,"1.1959,0.1534",-0.0034083632,1.686685093043944e-05,0.003425230050930439,-0.031122407592677703,-0.0001733792735113128,-0.027870556815258577,0.0021144132669916396,-0.029984970082250217,True,0.4798557031234145,0.0033914963490695605,False
OMNI,"OM,HYPER,LINEA",3,2025-09-10 11:00:00,long,"1.2054,0.1523,0.0331",-0.0033423376,1.4813469046760386e-05,0.00335715106904676,0.010967849966510457,-0.016215419180344946,-0.0018904181447877283,0.002151703683818144,-0.004042121828605872,True,0.4859039320844576,0.0033275241309532397,False
OMNI,"OM,HYPER",2,2025-09-10 12:00:00,long,"1.2052,0.1637",-0.0029787173,1.7110964348815155e-05,0.0029958282643488153,-0.0009661835748792091,-0.006614206646493259,-0.004584561957023653,0.002131989433114691,-0.006716551390138345,True,0.4765196391795532,0.002961606335651185,False
OMNI,"OM,HYPER",2,2025-09-10 13:00:00,long,"1.1983,0.1652",-0.0027753213,1.704378910242753e-05,0.0027923650891024275,-0.001630284609008048,0.00264221820109342,0.0038042986811877995,0.0021271528153747822,0.0016771458658130173,True,0.4784296812989725,0.0027582775108975725,False
OMNI,"OM,HYPER",2,2025-09-10 14:00:00,long,"1.1904,0.1621",-0.0021916577,1.6906371603653224e-05,0.002208564071603653,-0.009963743046137674,0.0030080359515172184,-0.0047471430230168025,0.002117258755463032,-0.006864401778479834,True,0.47612205960418286,0.0021747513283963465,False
OMNI,"OM,HYPER",2,2025-09-10 15:00:00,long,"1.1824,0.1634",-0.0021235426,1.6822888694189957e-05,0.00214036548869419,0.00533952084090461,0.004874150252647941,0.012354036582246741,0.0021112479859816766,0.010242788596265064,True,0.4733585108146042,0.00210671971130581,False
OMNI,"OM,HYPER",2,2025-09-10 16:00:00,long,"1.1850,0.1644",-0.001933451,1.686752673451421e-05,0.0019503185267345142,0.026722651687892673,0.00832157558657728,0.03699454580120447,0.0021144619248850234,0.03488008387631945,True,0.4740030497340365,0.001916583473265486,False
LINEA,"MOODENG,W,ZEREBRO,MERL",4,2025-09-10 17:00:00,long,"1.2859,0.2678,0.1750,0.0973",-0.0018308451,3.381388408514886e-05,0.001864658984085149,-0.053574790105794245,0.007283734420987489,-0.044426396700721606,0.002543388177683112,-0.04696978487840472,True,0.4177696432801513,0.0017970312159148513,False
OMNI,"OM,HYPER",2,2025-09-10 17:00:00,long,"1.1753,0.1724",-0.0018560078,1.684549476999548e-05,0.0018728532947699956,0.016331284023508363,0.0026612864493322473,0.020865423767610605,0.0021128756234396746,0.01875254814417093,True,0.4708071237004563,0.0018391623052300046,False
OMNI,"OM,HYPER",2,2025-09-10 18:00:00,long,"1.1422,0.1567",-0.0020666131,1.6236305226858028e-05,0.002082849405226858,-0.029792677077226437,0.02057853032451696,-0.007131297347482621,0.002069013976333778,-0.009200311323816398,True,0.45349447130004533,0.0020503767947731423,False
OMNI,"OM,HYPER",2,2025-09-10 19:00:00,long,"1.1357,0.1558",-0.0023945631,1.6143780176743675e-05,0.002410706880176744,0.004889035376840267,-0.008978275537510393,-0.0016785332804933814,0.0020623521727255447,-0.003740885453218926,True,0.4496441264546051,0.0023784193198232565,False
OMNI,"OM,HYPER",2,2025-09-10 20:00:00,long,"1.1662,0.1501",-0.0020846891,1.6454333519594177e-05,0.002101143433519594,0.002514623079866718,-0.012995429034494434,-0.008379662521108121,0.002084712013410781,-0.010464374534518903,True,0.4651800368382348,0.0020682347664804056,False
OMNI,"OM,HYPER",2,2025-09-10 21:00:00,long,"1.1615,0.1501",-0.0017624852,1.6394498682729238e-05,0.0017788796986827292,0.0058618245269643765,0.0022159760733369235,0.00985668029898403,0.002080403905156505,0.007776276393827525,True,0.46483071423109845,0.0017460907013172706,False
OMNI,"OM,HYPER",2,2025-09-10 22:00:00,long,"1.1477,0.1547",-0.0016908489,1.628005663411661e-05,0.0017071289566341166,0.00590898002331075,0.002750732258424882,0.01036684123836975,0.0020721640776563957,0.008294677160713353,True,0.4633866623938391,0.0016745688433658834,False
OMNI,"OM,HYPER",2,2025-09-10 23:00:00,long,"1.1461,0.1560",-0.0015334084,1.6277310199813946e-05,0.0015496857101998138,-0.033197704184743104,-0.005873021180206191,-0.03752103965474948,0.002071966334386604,-0.039593005989136086,True,0.4628655785080123,0.001517131089800186,False
OMNI,"OM,HYPER",2,2025-09-11 00:00:00,long,"1.1430,0.1554",-0.0014466534,1.6230506494779984e-05,0.0014628839064947797,0.009643524067002973,-0.001047838396032894,0.010058569577464859,0.002068596467624159,0.0079899731098407,True,0.4619584479948241,0.0014304228935052199,False
