target_coin,hedge_coins,n_hedges,hour,position_type,weights,target_funding,hedge_funding_total,funding_pnl,price_pnl,hedge_pnl,gross_pnl,trading_fee,net_pnl,valid,correlation,net_funding,reached_threshold
OM,"MEME,PENDLE,PAXG",3,2025-11-26 18:00:00,long,"0.8418,0.1469,0.4544",-0.001236144,-7.115213236956961e-06,0.001229028786763043,-0.01759103641456583,0.007554717432438663,-0.008807290195364123,0.002198878820433456,-0.011006169015797578,True,0.6744833718116355,0.001243259213236957,False
RESOLV,"ASTER,ZEREBRO,SKY",3,2025-11-26 18:00:00,long,"0.4001,0.2604,0.1264",-0.0030021543,9.8347500468759e-06,0.003011989050046876,-0.0330847198317078,0.0050890116649945335,-0.02498371911666639,0.0016081020033750647,-0.026591821120041454,True,0.2649353620813195,0.002992319549953124,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 18:00:00,long,"0.7498,0.6087,0.3473,2.0200",-0.0017236001,-0.0001319573259251838,0.0015916427740748163,-0.0049488170293540135,0.0062328132981651855,0.0028756390428859883,0.004253275272643407,-0.0013776362297574186,True,0.6285067315263833,0.0018555574259251839,False
MERL,"SKY,BCH",2,2025-11-26 19:00:00,long,"0.5193,0.2224",-0.002601525,9.27147612042929e-06,0.0026107964761204294,-0.13217839715314617,-0.0022530483365603704,-0.13182064901358612,0.0015675462806709088,-0.13338819529425702,True,0.21696238862636552,0.0025922535238795705,False
OM,"MEME,PENDLE,PAXG",3,2025-11-26 19:00:00,long,"0.8619,0.1562,0.3612",-0.0013870922,1.0460347869382871e-05,0.001397552547869383,-0.006957116788321116,0.0022526982498341634,-0.0033068659906175693,0.002141328302780906,-0.005448194293398476,True,0.6775779395664734,0.001376631852130617,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-26 19:00:00,long,"0.4039,0.2542",-0.0020163376,8.762944784181013e-06,0.0020251005447841815,-0.010878164556962111,0.0014143655009671383,-0.007438698511210791,0.0014922341814129912,-0.008930932692623782,True,0.25740583354979657,0.0020075746552158194,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 19:00:00,long,"0.7490,0.6071,0.4212,2.0748",-0.0015405392,-0.000116146236048835,0.001424392963951165,0.005177817141299945,0.006557127674588628,0.013159337779839738,0.004366921361463315,0.008792416418376423,True,0.6303113785967779,0.0016566854360488348,False
KAITO,"ONDO,CC,STBL",3,2025-11-26 20:00:00,long,"0.9298,0.0975,0.0687",-0.001015798,1.4910542360328369e-05,0.0010307085423603285,0.006968923463392729,-0.007422415322410044,0.0005772166833430134,0.0018863972251266744,-0.001309180541783661,True,0.6675406654159248,0.0010008874576396716,False
MERL,"SKY,BCH",2,2025-11-26 20:00:00,long,"0.5359,0.2115",-0.0056853485,9.342714996842087e-06,0.005694691214996842,-0.03619309531994308,0.0005951005456016512,-0.029903303559344587,0.00157267547977263,-0.03147597903911722,True,0.220683681421891,0.005676005785003158,False
OM,"MEME,PENDLE,PAXG",3,2025-11-26 20:00:00,long,"0.8674,0.1625,0.3125",-0.0011362066,1.6780087213301466e-05,0.0011529866872133014,-0.003675203858964027,-0.006755755519798075,-0.0092779726915488,0.0021081662793577057,-0.011386138970906505,True,0.6791526237070117,0.0011194265127866985,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-26 20:00:00,long,"0.4112,0.2628",-0.0019087189,1.1198354838953546e-05,0.0019199172548389535,0.0064987002599479204,-0.008889098743974958,-0.00047048122918808347,0.001506637657841969,-0.0019771188870300526,True,0.2620844237750159,0.0018975205451610465,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 20:00:00,long,"0.7491,0.6068,0.4270,2.1927",-0.0018969946,-0.00012426412977934614,0.0017727304702206536,0.0036600244001625537,-0.010834973837744052,-0.005402218967360845,0.004478052693989979,-0.009880271661350824,True,0.6307927124167919,0.002021258729779346,False
ACE,"YGG,XAI,KAS",3,2025-11-26 21:00:00,long,"1.0689,0.0651,0.0726",-0.0084264532,6.838796520529713e-06,0.008433291996520528,0.009474930911961943,0.0025274843982712996,0.020435707306753773,0.00198594359113137,0.018449763715622403,True,0.6903940761931496,0.00841961440347947,False
MERL,"SKY,JTO",2,2025-11-26 21:00:00,long,"0.5108,0.1765",-0.0078714773,8.591339382108604e-06,0.00788006863938211,0.04685111586670754,-3.128981103887765e-05,0.054699894695050766,0.0015185764355118195,0.053181318259538944,True,0.20163311257102248,0.007862885960617893,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-26 21:00:00,long,"0.4141,0.2602",-0.0017760353,1.7351493750254147e-05,0.001793386793750254,-0.006764676666335512,-0.0015307578083567908,-0.006502047680942049,0.0015068500088411619,-0.00800889768978321,True,0.26250851361359245,0.0017586838062497458,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 21:00:00,long,"0.7499,0.6132,0.4277,2.1763",-0.002049228,-9.771536342011626e-05,0.0019515126365798837,-0.011142625607779455,-0.00047523084677362397,-0.009666343817973195,0.00447035780626463,-0.014136701624237826,True,0.6319485527672681,0.0021469433634201166,False
ACE,"YGG,XAI,KAS",3,2025-11-26 22:00:00,long,"1.0671,0.0658,0.1214",-0.0043238996,1.3864494394210554e-05,0.00433776409439421,-0.0027375831052013355,-0.0006112926555398566,0.0009888883336530182,0.0020288256649779166,-0.0010399373313248984,True,0.6694667420679214,0.00431003510560579,False
MERL,"SKY,JTO",2,2025-11-26 22:00:00,long,"0.5078,0.1838",-0.0069035398,8.6447992296653e-06,0.006912184599229665,0.10428074274171961,-0.009089891430670613,0.10210303591027867,0.0015224255445359016,0.10058061036574277,True,0.20019944338957937,0.006894895000770334,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-26 22:00:00,long,"0.3997,0.2507",-0.0019507469,1.2708838786992425e-05,0.0019634557387869923,-0.03399373931132421,0.0016108880993671551,-0.030419395473170064,0.0014853026747239264,-0.03190469814789399,True,0.2538835470405165,0.0019380380612130075,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 22:00:00,long,"0.7509,0.6198,0.4300,2.1809",-0.0013840864,-0.00016333120674466922,0.0012207551932553308,-0.011131598716110025,0.009157539811403936,-0.000753303711450758,0.0044834547583481365,-0.0052367584697988944,True,0.6336295837524765,0.0015474176067446692,False
ACE,"YGG,XAI,KAS",3,2025-11-26 23:00:00,long,"1.0662,0.0656,0.1204",-0.0018073889,1.5420407761274525e-05,0.0018228093077612745,-0.01764705882352946,-0.0030154369722987196,-0.018839686488066908,0.002026941781713502,-0.02086662826978041,True,0.6685549883886124,0.0017919684922387254,False
MERL,"SKY,BCH",2,2025-11-26 23:00:00,long,"0.5154,0.2205",-0.0039465585,8.590780991988522e-06,0.003955149280991989,0.03823607193229894,0.0005481421080325457,0.04273936332132348,0.0015622444405188783,0.0411771188808046,True,0.19843645112272285,0.003937967719008012,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-26 23:00:00,long,"0.3909,0.2617",-0.0018166126,8.157522016856784e-06,0.0018247701220168568,0.028771094316181856,-0.01871462894735779,0.011881235490840924,0.0014873415852136884,0.010393893905627236,True,0.2527356602554576,0.0018084550779831432,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-26 23:00:00,long,"0.7511,0.6201,0.4141,2.2066",-0.0014781361,-0.00018552892124605025,0.0012926071787539497,0.02845303867403315,-0.0070778488488286995,0.0226677970039584,0.004492785955512319,0.018175011048446082,True,0.6334441798421291,0.0016636650212460502,False
ACE,"YGG,XAI,KAS",3,2025-11-27 00:00:00,long,"1.0662,0.0656,0.1185",-0.0027190874,1.562871839365839e-05,0.0027347161183936585,0.055888223552894356,-0.009608353473558321,0.04901458619772969,0.0020252677243434037,0.04698931847338629,True,0.6676596519352586,0.0027034586816063414,False
MERL,"SKY,SYRUP",2,2025-11-27 00:00:00,long,"0.6095,0.1642",-0.0054212215,9.671362455131656e-06,0.005430892862455131,-0.02243637367069251,-0.00952662488901155,-0.02653210569724893,0.0015963380967694792,-0.02812844379401841,True,0.219229040755497,0.005411550137544868,False
OM,"MEME,PENDLE,PAXG",3,2025-11-27 00:00:00,long,"0.8709,0.1580,0.4142",-0.0011694207,1.7806226858931416e-05,0.0011872269268589314,0.01728395061728394,-0.002030608463492884,0.01644056908064999,0.0021987332468561636,0.014241835833793825,True,0.6691412730046644,0.0011516144731410687,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-27 00:00:00,long,"0.3864,0.2566",-0.0020062033,8.037570412772207e-06,0.0020142408704127723,-0.01228753434169605,0.001499433015280904,-0.008773860456002373,0.0014787050697195989,-0.010252565525721971,True,0.24615099407716926,0.0019981657295872275,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 00:00:00,long,"0.7515,0.6214,0.4224,2.4654",-0.0013190251,-0.00021532584231961213,0.001103699257680388,-0.004901960784313819,-0.001246877994768767,-0.005045139521402198,0.004734649368203411,-0.009779788889605609,True,0.6343276490663947,0.0015343509423196122,False
MERL,"SKY,SYRUP",2,2025-11-27 01:00:00,long,"0.6068,0.1605",-0.0092823894,9.592162468306621e-06,0.009291981562468308,0.006904937681851742,0.0032788396054049818,0.01947575884972503,0.0015906356977180764,0.01788512315200695,True,0.2170521021465801,0.009272797237531693,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-27 01:00:00,long,"0.3988,0.2747",-0.0025108007,8.418538362556203e-06,0.002519219238362556,0.02019399274564937,0.012130211773767574,0.0348434237577795,0.0015061347621040467,0.03333728899567545,True,0.2589939439127851,0.0025023821616374435,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 01:00:00,long,"0.7516,0.6218,0.4224,2.4584",-0.0014787675,-0.0001518219283562193,0.0013269455716437804,-0.010392064241851573,0.012307723948892138,0.0032426052786843455,0.0047288011979905575,-0.001486195919306212,True,0.6342953709717167,0.0016305894283562192,False
MERL,"SKY,BCH",2,2025-11-27 02:00:00,long,"0.5861,0.1754",-0.007303919,9.518365461966234e-06,0.007313437365461966,-0.014814974553610027,-0.0029057039872728407,-0.010407241175420901,0.0015853223132615687,-0.01199256348868247,True,0.21020031102755057,0.007294400634538034,False
RESOLV,"ASTER,ZEREBRO",2,2025-11-27 02:00:00,long,"0.3941,0.2651",-0.0024813142,1.503159393963887e-05,0.002496345793939639,0.005392989114151536,0.007566231113579474,0.015455566021670648,0.001493337073123252,0.013962228948547397,True,0.25519428384071025,0.0024662826060603614,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 02:00:00,long,"0.7520,0.6188,0.4189,2.6781",-0.0016168614,-0.0001383940882607748,0.0014784673117392252,0.0035458574838049817,0.009192398808157561,0.014216723603701768,0.004921011925510016,0.009295711678191751,True,0.634633611736074,0.0017552554882607747,False
MERL,"SKY,BCH",2,2025-11-27 03:00:00,long,"0.5853,0.1740",-0.0058915129,9.114077387456541e-06,0.005900626977387456,-0.006238371456714353,0.0032770108503038533,0.0029392663709769556,0.0015833993016302647,0.001355867069346691,True,0.20981570077036601,0.005882398822612543,False
RESOLV,"ASTER,ZEREBRO,NIL",3,2025-11-27 03:00:00,long,"0.3861,0.2307,0.0619",-0.002499911,1.8332234400716458e-05,0.0025182432344007166,0.011820800635740536,-0.003912942203917434,0.01042610166622382,0.0015108413011762122,0.008915260365047608,True,0.25066751377739405,0.0024815787655992835,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 03:00:00,long,"0.7519,0.6213,0.4342,2.4495",-0.0015968252,-0.00024961070509412647,0.0013472144949058739,-0.0028538424950736996,0.004063167575794504,0.0025565395756266787,0.004731171757483213,-0.002174632181856534,True,0.6352213337784082,0.0018464359050941264,False
MERL,"SKY,BCH",2,2025-11-27 04:00:00,long,"0.5787,0.1804",-0.0094185577,9.488933286440053e-06,0.00942804663328644,-0.3125550660792952,-0.0058328544875556505,-0.3089598739335644,0.0015832031966236835,-0.3105430771301881,True,0.20838689586776382,0.00940906876671356,False
RESOLV,"XRP,ZEREBRO,LAYER,0G",4,2025-11-27 04:00:00,long,"0.5624,0.1718,0.0430,0.0678",-0.0029367137,-5.647311039959692e-06,0.00293106638896004,-0.04653445906145692,0.005709611763785599,-0.03789378090871128,0.0016605056819877016,-0.039554286590698984,True,0.2461158417525401,0.0029423610110399594,False
SUPER,"ETC,MOVE,CAKE",3,2025-11-27 04:00:00,long,"1.6489,0.2862,0.1249",-0.0011612071,2.575066815527148e-05,0.0011869577681552716,-0.0026563414524335416,0.012488167998647767,0.011018784314369496,0.0027540481071795463,0.00826473620718995,True,0.6629986040675823,0.0011354564318447286,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 04:00:00,long,"0.7517,0.6201,0.4268,2.4934",-0.0015441927,-0.00021511433612921214,0.001329078363870788,-0.005247018739352627,0.007379195045349469,0.0034612546698676297,0.004762745478946745,-0.001301490809079115,True,0.6349928284538429,0.0017593070361292121,False
MERL,"SKY,BCH",2,2025-11-27 05:00:00,long,"0.5809,0.1936",-0.014321022,9.680467414669892e-06,0.014330702467414668,0.04069208586991335,-0.006182310127598825,0.0488404782097292,0.0015969936538562319,0.04724348455587297,True,0.210157416945844,0.01431134153258533,False
RESOLV,"ASTER,ZEREBRO,NIL",3,2025-11-27 05:00:00,long,"0.3872,0.2329,0.0574",-0.0037413021,1.226807354128407e-05,0.0037535701735412846,-0.006280889621087304,-0.003448933725834848,-0.005976253173380868,0.0015097269458249794,-0.007485980119205847,True,0.2505527394072262,0.0037290340264587163,False
SUPER,"ETC,CAKE,MOVE,TNSR",4,2025-11-27 05:00:00,long,"1.6447,0.4099,0.0934,0.0122",-0.0012546563,7.51335519534541e-06,0.0012621696551953453,0.008712531599855522,-0.010305389238166252,-0.0003306879831153856,0.0028441910231448114,-0.003174879006260197,True,0.6621496778040694,0.0012471429448046546,False
TNSR,"DYM,SAGA,MANTA,PAXG",4,2025-11-27 05:00:00,long,"0.7513,0.6169,0.4428,2.4985",-0.0015876606,-0.00010943037759237912,0.0014782302224076208,-0.00013700506918745692,-0.008058410559250747,-0.006717185406030583,0.004778648079950538,-0.01149583348598112,True,0.6344932074903339,0.001697090977592379,False
MERL,"KAS,ZEREBRO",2,2025-11-27 06:00:00,long,"0.4787,0.2817",-0.0091117053,2.0512863326879156e-05,0.009132218163326879,-0.06693349753694577,-0.005144504246095936,-0.06294578361971484,0.001584360986075194,-0.06453014460579004,True,0.20153216912347088,0.009091192436673121,False
RESOLV,"XRP,ZEREBRO",2,2025-11-27 06:00:00,long,"0.5771,0.1908",-0.0055433113,1.7056192779834377e-05,0.005560367492779834,-0.01826753704279349,0.00232119188426751,-0.010385977665746147,0.001591142304108653,-0.0119771199698548,True,0.23943766883725368,0.005526255107220166,False
TNSR,"DYM,SAGA,PAXG,MANTA",4,2025-11-27 06:00:00,long,"0.7469,0.5998,3.5257,0.3590",-0.0015602101,-0.00019287423285003133,0.001367335867149969,-0.043573581803233785,0.01264220236388052,-0.029564043572203297,0.005608363346910703,-0.035172406919113997,True,0.6420584042603467,0.0017530843328500314,False
MERL,"KAS,ZEREBRO",2,2025-11-27 07:00:00,long,"0.4989,0.2719",-0.0011656522,1.8383032990952177e-05,0.001184035232990952,-0.09849534745594923,0.0007993756792689501,-0.09651193654368934,0.0015936552682369192,-0.09810559181192625,True,0.20854951771289332,0.0011472691670090477,False
RESOLV,"XRP,ZEREBRO,LAYER,0G",4,2025-11-27 07:00:00,long,"0.5792,0.1903,0.0401,0.0640",-0.0071161843,-1.4598585812500524e-06,0.00711472444141875,0.036644959734872806,0.0031944333430342416,0.0469541175193258,0.0016862791918644865,0.04526783832746131,True,0.25203623134355013,0.00711764415858125,False
TNSR,"DYM,XAI,PAXG",3,2025-11-27 07:00:00,long,"0.7472,0.4582,4.3459",-0.001565747,-0.0001701602052869569,0.001395586794713043,-0.002507163323782202,0.004796297081485233,0.003684720552416074,0.0058962307443522766,-0.0022115101919362025,True,0.6450102968194019,0.0017359072052869568,False
RESOLV,"XRP,ZEREBRO,LAYER,0G",4,2025-11-27 08:00:00,long,"0.5792,0.1920,0.0409,0.0651",-0.0072120627,-9.163663855717123e-07,0.0072111463336144285,-0.025239515775969945,9.730544468153903e-05,-0.017931063997673975,0.001689565715062561,-0.019620629712736537,True,0.25245335534853236,0.007212979066385571,False
TNSR,"DYM,XAI,PAXG",3,2025-11-27 08:00:00,long,"0.7481,0.4568,4.3550",-0.0016308071,-0.00011806354134950992,0.00151274355865049,-0.011346499102334096,0.004944826265622681,-0.0048889292780609234,0.005903981154275137,-0.01079291043233606,True,0.6447001762079508,0.00174887064134951,False
MERL,"KAS,ZEREBRO",2,2025-11-27 09:00:00,long,"0.4747,0.3335",-0.0013578358,1.010217791068372e-05,0.0013679379779106837,-0.005171751057063911,-0.003031886315509466,-0.006835699394662694,0.0016273568095692276,-0.008463056204231921,True,0.20427588244437217,0.0013477336220893163,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 09:00:00,long,"0.5706,0.1811,0.0660,0.0412",-0.00661965,-4.2901097311174094e-07,0.006619220989026889,0.002015876331731725,0.001673335240153642,0.010308432560912257,0.0016729827012539218,0.008635449859658336,True,0.24617575385610993,0.006620079010973112,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 09:00:00,long,"1.1078,0.6479,0.1782",-0.0041256774,2.4164494312271475e-05,0.0041498418943122705,-0.012813606279821421,-0.007420704136476787,-0.016084468521985938,0.002640509540930287,-0.018724978062916224,True,0.6703891953848403,0.004101512905687728,False
TNSR,"DYM,SAGA,PAXG,XAI",4,2025-11-27 09:00:00,long,"0.7489,0.5801,3.6961,0.1057",-0.002655347,-2.338050586078283e-05,0.0026319664941392173,0.019321566063775775,-0.005552227679683881,0.01640130487823111,0.0055176757399136005,0.01088362913831751,True,0.647419858067051,0.002678727505860783,False
ACE,"YGG,KAS,XAI,MERL",4,2025-11-27 10:00:00,long,"1.0884,0.1752,0.0473,0.0394",-0.0010505806,-8.228527809416134e-05,0.0009682953219058384,-0.03728560775540646,-0.0031446579237990164,-0.03946197035729964,0.002115198309520178,-0.04157716866681982,True,0.6484252195042108,0.0011328658780941612,False
MERL,"KAS,ZEREBRO",2,2025-11-27 10:00:00,long,"0.4707,0.3415",-0.0023923543,1.0152687378445803e-05,0.002402506987378446,-0.01102954090414121,0.003043234560478276,-0.00558379935628449,0.0016309934912480976,-0.007214792847532588,True,0.2033074908103337,0.002382201612621554,False
RESOLV,"XRP,ZEREBRO,LAYER,0G",4,2025-11-27 10:00:00,long,"0.5745,0.1768,0.0420,0.0674",-0.0055931088,-2.137792438383357e-06,0.005590971007561616,-0.000562892852303154,-0.0003094610915150968,0.004718617063743365,0.0016746118774031322,0.003044005186340233,True,0.2463606783914134,0.005595246592438383,False
SUPER,"BIO,FTT,MOVE",3,2025-11-27 10:00:00,long,"1.1391,0.5359,0.1024",-0.00461169,-5.882720205581704e-06,0.0046058072797944185,0.07733385305008778,0.002803250906161502,0.08474291123604369,0.0024996261655058074,0.08224328507053788,True,0.6397660723578167,0.004617572720205581,False
TNSR,"DYM,SAGA,PAXG,XAI",4,2025-11-27 10:00:00,long,"0.7844,0.5484,3.6086,0.0881",-0.0026799276,-6.721405821876143e-05,0.002612713541781239,-0.007268581201453905,0.012027198384562059,0.007371330724889392,0.005426443290702504,0.001944887434186888,True,0.6518970436224084,0.0027471416582187614,False
ACE,"YGG,KAS,XAI,MERL",4,2025-11-27 11:00:00,long,"1.0990,0.1725,0.0472,0.0383",-0.0066680175,-6.397166553650483e-05,0.006604045834463495,-0.0003872966692486379,0.019508358344552883,0.02572510750976774,0.0021213135384211095,0.02360379397134663,True,0.6334005192370719,0.0067319891655365045,False
MERL,"KAS,ZEREBRO",2,2025-11-27 11:00:00,long,"0.4705,0.3412",-0.0020285501,1.0145587164490584e-05,0.0020386956871644908,0.011223583732907105,0.006158613054317993,0.01942089247438959,0.001630482275843322,0.017790410198546266,True,0.20319236655787748,0.0020184045128355094,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 11:00:00,long,"0.5724,0.1794,0.0670,0.0419",-0.0054297961,1.3967710825243581e-06,0.005431192871082525,-0.024395331615890914,0.005905789078759185,-0.013058349666049202,0.00167462329430229,-0.014732972960351493,True,0.24624050642338688,0.005428399328917476,False
SUPER,"BIO,FTT,MOVE",3,2025-11-27 11:00:00,long,"1.1397,0.5353,0.1024",-0.0056636164,2.221644481855775e-05,0.005685832844818557,-0.01805419877709047,0.01470931686880456,0.002340950936532648,0.0024995840269361577,-0.0001586330904035098,True,0.6406623197162996,0.005641399955181442,False
TNSR,"DYM,SAGA,PAXG",3,2025-11-27 11:00:00,long,"0.7889,0.5952,3.5420",-0.0017585987,-4.953837094463501e-05,0.0017090603290553649,0.0030866413035677276,0.013180532827508543,0.017976234460131635,0.005333523676614857,0.012642710783516777,True,0.6520698783467869,0.001808137070944635,False
ACE,"YGG,KAS,TNSR,MERL",4,2025-11-27 12:00:00,long,"1.0932,0.1896,0.0273,0.0410",-0.0025507684,-8.28098304512974e-05,0.002467958569548702,-0.04920573421154584,-0.007696389371401257,-0.05443416501339839,0.0021159533725155066,-0.0565501183859139,True,0.6244211179701427,0.002633578230451297,False
MERL,"KAS,ZEREBRO",2,2025-11-27 12:00:00,long,"0.4715,0.3384",-0.0013492472,1.012388377520394e-05,0.001359371083775204,-0.0009132099329143273,-0.0022857211936234403,-0.0018395600427625635,0.0016289196318146836,-0.0034684796745772474,True,0.20342847271939823,0.0013391233162247961,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 12:00:00,long,"0.5687,0.1781,0.0684,0.0421",-0.0048030191,1.564911585180621e-06,0.00480458401158518,-0.0303720333547145,-0.003641999224097098,-0.02920944856722642,0.0016715451673746744,-0.030880993734601094,True,0.24564036146172555,0.0048014541884148195,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 12:00:00,long,"1.1197,0.6973,0.1351",-0.0067086101,2.3716847674610085e-05,0.006732326947674609,-0.03264554163596156,-0.005004729263798178,-0.03091794395208513,0.002656937754300508,-0.03357488170638564,True,0.6443091012532159,0.00668489325232539,False
TNSR,"DYM,SAGA,PAXG",3,2025-11-27 12:00:00,long,"0.7529,0.6282,3.4187",-0.0015978757,-2.6332859152618533e-05,0.0015715428408473813,-0.019822527551166425,0.001700308850790165,-0.01655067585952888,0.005219876033568269,-0.021770551893097147,True,0.6820248586659409,0.0016242085591526186,False
ACE,"YGG,KAS,MERL",3,2025-11-27 13:00:00,long,"1.0400,0.2073,0.0418",-0.0024248738,-1.783205092131922e-05,0.0024070417490786805,-0.015077424612876977,-0.0029580469554989284,-0.015628429819297227,0.002060117264536684,-0.01768854708383391,True,0.598244636061671,0.0024427058509213194,False
RESOLV,"XRP,ZEREBRO,LAYER,0G",4,2025-11-27 13:00:00,long,"0.5804,0.1860,0.0439,0.0701",-0.0041096852,-2.2378618255453326e-06,0.004107447338174455,-0.007309893163099934,-0.0007860516587278881,-0.003988497483653368,0.001692341313204309,-0.005680838796857677,True,0.25141390422090215,0.0041119230618255455,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 13:00:00,long,"1.1922,0.6041,0.1148",-0.0109396934,2.210234667023983e-05,0.01096179574667024,-0.050658947208044536,-0.00931362488027424,-0.04901077634164854,0.0026199721208629567,-0.0516307484625115,True,0.639914306358144,0.01091759105332976,False
TNSR,"DYM,SAGA,PAXG",3,2025-11-27 13:00:00,long,"0.4664,0.4996,2.3943",-0.0013598597,-3.5160329272831313e-05,0.0013246993707271687,-0.008980068628166804,0.0020623438654221544,-0.005593025392017481,0.003924205180623504,-0.009517230572640985,True,0.4264009584169136,0.0013950200292728312,False
ACE,"YGG,KAS,MERL",3,2025-11-27 14:00:00,long,"1.0266,0.2137,0.0412",-0.0024994101,-1.147960208338212e-05,0.0024879304979166183,-0.01696317749275955,-0.002877852886797747,-0.01735309988164068,0.0020533161264760366,-0.01940641600811672,True,0.5851499111732654,0.0025108897020833824,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 14:00:00,long,"0.5805,0.1878,0.0730,0.0411",-0.0041319675,-8.310266359730838e-06,0.004123657233640269,-0.0062641610022659,-0.008713143674905624,-0.010853647443531254,0.0016942660206373565,-0.01254791346416861,True,0.2520909042814319,0.004140277766359731,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 14:00:00,long,"1.1851,0.6013,0.1312",-0.0071810234,2.3657502778035453e-05,0.007204680902778035,-0.008465735836944321,-0.005286566220349506,-0.0065476211545157925,0.00262582592650962,-0.009173447081025413,True,0.6319427694757821,0.007157365897221965,False
TNSR,"DYM,PAXG,GRASS",3,2025-11-27 14:00:00,long,"0.6461,3.4754,0.1263",-0.0011505199,-5.43793097939001e-05,0.0010961405902060997,-0.05716811551495493,0.0035417289636375075,-0.05253024596111132,0.0047230477020176725,-0.05725329366312899,True,0.5337068754357353,0.0012048992097939,False
ACE,"YGG,KAS,MERL",3,2025-11-27 15:00:00,long,"1.0242,0.2267,0.0393",-0.0012763951,-3.847342093816103e-06,0.001272547757906184,0.005892255892255838,-0.01171911918873144,-0.004554315538569419,0.0020611560717567375,-0.006615471610326156,True,0.5840645274143962,0.0012802424420938162,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 15:00:00,long,"0.5790,0.1887,0.0710,0.0409",-0.0033829814,-8.272926641502001e-06,0.0033747084733584984,0.011824928469241769,-0.003306354909612328,0.01189328203298794,0.001691748203471724,0.010201533829516217,True,0.2531088291916771,0.003391254326641502,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 15:00:00,long,"1.1767,0.5964,0.1443",-0.0068455519,2.3868848972272805e-05,0.006869420748972273,0.02168898960061516,-0.00850135160444721,0.020057058745140223,0.0026256980001929213,0.0174313607449473,True,0.6182354497689809,0.0068216830510277274,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 16:00:00,long,"0.5633,0.1868,0.0721,0.0422",-0.0027386153,-4.556133775887562e-06,0.0027340591662241127,-0.006097426267535622,-0.0019172871268794203,-0.005280654228190929,0.0016779577604206569,-0.006958611988611586,True,0.24499577153356103,0.0027431714337758876,False
SUPER,"BLUR,FTT,BCH",3,2025-11-27 16:00:00,long,"1.1703,0.6059,0.1459",-0.0045708008,2.4026446730873116e-05,0.004594827246730873,0.01695116638282701,-0.003832542575240304,0.01771345105431758,0.0026299041646228637,0.015083546889694717,True,0.6147336412401605,0.0045467743532691274,False
TNSR,"DYM,PAXG",2,2025-11-27 16:00:00,long,"0.7039,4.3082",-0.0011687259,-5.714718274094668e-06,0.0011630111817259054,-0.0007317965605561083,0.004292865446498992,0.004724080067668789,0.0054109473398156836,-0.0006868672721468943,True,0.576116823912483,0.0011744406182740948,False
RESOLV,"XRP,ZEREBRO,0G,LAYER",4,2025-11-27 17:00:00,long,"0.5090,0.1778,0.0728,0.0418",-0.0025291578,-2.8766313417533026e-06,0.0025262811686582462,0.004034319500322292,-0.005211070728551088,0.00134952994042945,0.0016212801077669925,-0.00027175016733754255,True,0.21895079835803363,0.0025320344313417534,False
SUPER,"BLUR,FTT,BCH,PAXG",4,2025-11-27 17:00:00,long,"1.1585,0.6337,0.1637,0.5197",-0.0033770384,3.094514888947039e-05,0.00340798354888947,0.014721345951629994,-0.0075126785743161685,0.010616650926203296,0.0031280507200418676,0.007488600206161429,True,0.6055657799751553,0.0033460932511105296,False
TNSR,"DYM,PAXG",2,2025-11-27 17:00:00,long,"0.7088,4.5974",-0.0036860001,-9.737819402562897e-06,0.0036762622805974372,-0.0038081288905162936,-0.0010343800057464158,-0.0011662466156652721,0.005675593653386627,-0.0068418402690519,True,0.5758411976958007,0.003695737919402563,False
