coin,entry_hour,direction,holding_hours,entry_price,exit_price,exit_hour,price_return,funding_collected,entry_funding,trading_fee,gross_pnl,net_pnl,valid,fr_magnitude,fr_bucket,entry_hour_of_day
OM,2025-11-26 10:00:00,long,8,0.09069,0.08925,2025-11-26 18:00:00,-0.015878266622560488,0.019034570599999998,-0.0021558783,0.0009,0.0031563039774395105,0.0022563039774395107,True,0.0021558783,0.20-0.30%,10
RESOLV,2025-11-26 10:00:00,long,8,0.096661,0.10458,2025-11-26 18:00:00,0.08192549218402469,0.0513121729,-0.0032181086,0.0009,0.13323766508402468,0.13233766508402467,True,0.0032181086,0.30-0.50%,10
TNSR,2025-11-26 10:00:00,long,8,0.14895,0.14751,2025-11-26 18:00:00,-0.009667673716012064,0.0183315048,-0.0019277193,0.0009,0.008663831083987935,0.007763831083987935,True,0.0019277193,0.10-0.20%,10
OM,2025-11-26 11:00:00,long,8,0.09091,0.08768,2025-11-26 19:00:00,-0.03552964470355308,0.0181148363,-0.0047137466,0.0009,-0.017414808403553084,-0.018314808403553085,True,0.0047137466,0.30-0.50%,11
RESOLV,2025-11-26 11:00:00,long,8,0.09384,0.10112,2025-11-26 19:00:00,0.07757885763000846,0.05109621859999999,-0.0081394953,0.0009,0.12867507623000846,0.12777507623000844,True,0.0081394953,0.50-1.0%,11
TNSR,2025-11-26 11:00:00,long,8,0.15318,0.14678,2025-11-26 19:00:00,-0.041780911346128845,0.0181273856,-0.0023439117,0.0009,-0.023653525746128844,-0.024553525746128846,True,0.0023439117,0.20-0.30%,11
OM,2025-11-26 12:00:00,long,8,0.08479,0.08707,2025-11-26 20:00:00,0.02688996343908468,0.014788181899999999,-0.0039783625,0.0009,0.04167814533908468,0.04077814533908468,True,0.0039783625,0.30-0.50%,12
RESOLV,2025-11-26 12:00:00,long,8,0.09412,0.10002,2025-11-26 20:00:00,0.06268593285167874,0.04497306089999999,-0.0044943947,0.0009,0.10765899375167873,0.10675899375167873,True,0.0044943947,0.30-0.50%,12
TNSR,2025-11-26 12:00:00,long,8,0.15111,0.14754,2025-11-26 20:00:00,-0.02362517371451254,0.017324013099999997,-0.002165164,0.0009,-0.006301160614512542,-0.007201160614512541,True,0.002165164,0.20-0.30%,12
OM,2025-11-26 13:00:00,long,8,0.08722,0.08675,2025-11-26 21:00:00,-0.005388672322861867,0.011946026,-0.0017834565,0.0009,0.006557353677138133,0.005657353677138133,True,0.0017834565,0.10-0.20%,13
RESOLV,2025-11-26 13:00:00,long,8,0.094853,0.10067,2025-11-26 21:00:00,0.06132647359598525,0.042387385099999994,-0.0078095568,0.0009,0.10371385869598523,0.10281385869598524,True,0.0078095568,0.50-1.0%,13
TNSR,2025-11-26 13:00:00,long,8,0.14937,0.14808,2025-11-26 21:00:00,-0.008636272343844235,0.0170558437,-0.0019951007,0.0009,0.008419571356155765,0.0075195713561557655,True,0.0019951007,0.10-0.20%,13
OM,2025-11-26 14:00:00,long,8,0.08437,0.08787,2025-11-26 22:00:00,0.04148393978902457,0.0110222563,-0.0021152331,0.0009,0.05250619608902457,0.05160619608902457,True,0.0021152331,0.20-0.30%,14
RESOLV,2025-11-26 14:00:00,long,8,0.09867,0.099989,2025-11-26 22:00:00,0.013367791628661202,0.0363538636,-0.0104066214,0.0009,0.049721655228661205,0.04882165522866121,True,0.0104066214,>1.0%,14
TNSR,2025-11-26 14:00:00,long,8,0.14835,0.14643,2025-11-26 22:00:00,-0.012942366026289214,0.017109971,-0.0023066866,0.0009,0.0041676049737107874,0.0032676049737107877,True,0.0023066866,0.20-0.30%,14
MERL,2025-11-26 15:00:00,long,8,0.37346,0.45376,2025-11-26 23:00:00,0.21501633374390827,0.0273538587,-0.0010887321,0.0009,0.24237019244390828,0.24147019244390827,True,0.0010887321,0.10-0.20%,15
OM,2025-11-26 15:00:00,long,8,0.08645,0.08599,2025-11-26 23:00:00,-0.005320994794679029,0.009659578100000002,-0.0016483658,0.0009,0.0043385833053209725,0.0034385833053209728,True,0.0016483658,0.10-0.20%,15
RESOLV,2025-11-26 15:00:00,long,8,0.1009,0.09659,2025-11-26 23:00:00,-0.04271555996035687,0.0278979891,-0.0080362885,0.0009,-0.014817570860356871,-0.015717570860356873,True,0.0080362885,0.50-1.0%,15
TNSR,2025-11-26 15:00:00,long,8,0.14829,0.1448,2025-11-26 23:00:00,-0.023534965270753206,0.0161873708,-0.0025765202,0.0009,-0.007347594470753206,-0.008247594470753206,True,0.0025765202,0.20-0.30%,15
MERL,2025-11-26 16:00:00,long,8,0.39623,0.47111,2025-11-27 00:00:00,0.1889811473134289,0.030211685100000003,-0.0012887759,0.0009,0.2191928324134289,0.2182928324134289,True,0.0012887759,0.10-0.20%,16
OM,2025-11-26 16:00:00,long,8,0.08584,0.08505,2025-11-27 00:00:00,-0.009203168685927295,0.0089597232,-0.0012122405,0.0009,-0.00024344548592729505,-0.001143445485927295,True,0.0012122405,0.10-0.20%,16
RESOLV,2025-11-26 16:00:00,long,8,0.10192,0.099369,2025-11-27 00:00:00,-0.0250294348508634,0.021678313200000004,-0.0053856546,0.0009,-0.0033511216508633965,-0.004251121650863396,True,0.0053856546,0.50-1.0%,16
TNSR,2025-11-26 16:00:00,long,8,0.14794,0.14892,2025-11-27 00:00:00,0.006624307151547984,0.0150889867,-0.0026477062,0.0009,0.021713293851547983,0.02081329385154798,True,0.0026477062,0.20-0.30%,16
OM,2025-11-26 17:00:00,long,8,0.08649,0.08652,2025-11-27 01:00:00,0.000346860908775607,0.0089169034,-0.0014272873,0.0009,0.009263764308775608,0.008363764308775608,True,0.0014272873,0.10-0.20%,17
RESOLV,2025-11-26 17:00:00,long,8,0.10514,0.098148,2025-11-27 01:00:00,-0.06650180711432374,0.018298861899999998,-0.003822053,0.0009,-0.04820294521432374,-0.04910294521432374,True,0.003822053,0.30-0.50%,17
TNSR,2025-11-26 17:00:00,long,8,0.14911,0.14819,2025-11-27 01:00:00,-0.00616994165381265,0.013760305599999998,-0.0023686961,0.0009,0.007590363946187348,0.0066903639461873485,True,0.0023686961,0.20-0.30%,17
OM,2025-11-26 18:00:00,long,8,0.08925,0.08857,2025-11-27 02:00:00,-0.00761904761904762,0.0083076577,-0.001236144,0.0009,0.0006886100809523803,-0.00021138991904761967,True,0.001236144,0.10-0.20%,18
RESOLV,2025-11-26 18:00:00,long,8,0.10458,0.10013,2025-11-27 02:00:00,-0.04255115700898842,0.0169876096,-0.0030021543,0.0009,-0.025563547408988422,-0.026463547408988423,True,0.0030021543,0.30-0.50%,18
TNSR,2025-11-26 18:00:00,long,8,0.14751,0.14665,2025-11-27 02:00:00,-0.005830113212663546,0.012870376999999999,-0.0017236001,0.0009,0.007040263787336453,0.006140263787336453,True,0.0017236001,0.10-0.20%,18
MERL,2025-11-26 19:00:00,long,8,0.46929,0.45685,2025-11-27 03:00:00,-0.02650812930171111,0.049015979,-0.002601525,0.0009,0.022507849698288892,0.02160784969828889,True,0.002601525,0.20-0.30%,19
OM,2025-11-26 19:00:00,long,8,0.08768,0.08513,2025-11-27 03:00:00,-0.029083029197080258,0.0079707597,-0.0013870922,0.0009,-0.02111226949708026,-0.02201226949708026,True,0.0013870922,0.10-0.20%,19
RESOLV,2025-11-26 19:00:00,long,8,0.10112,0.10067,2025-11-27 03:00:00,-0.00445015822784816,0.0164667695,-0.0020163376,0.0009,0.01201661127215184,0.01111661127215184,True,0.0020163376,0.20-0.30%,19
TNSR,2025-11-26 19:00:00,long,8,0.14678,0.14717,2025-11-27 03:00:00,0.0026570377435618034,0.012763638299999998,-0.0015405392,0.0009,0.015420676043561801,0.014520676043561801,True,0.0015405392,0.10-0.20%,19
KAITO,2025-11-26 20:00:00,long,8,0.74043,0.73124,2025-11-27 04:00:00,-0.012411706710965292,0.0047200851,-0.001015798,0.0009,-0.007691621610965291,-0.008591621610965291,True,0.001015798,0.10-0.20%,20
MERL,2025-11-26 20:00:00,long,8,0.40726,0.454,2025-11-27 04:00:00,0.11476697932524678,0.0523059669,-0.0056853485,0.0009,0.16707294622524677,0.16617294622524675,True,0.0056853485,0.50-1.0%,20
OM,2025-11-26 20:00:00,long,8,0.08707,0.08522,2025-11-27 04:00:00,-0.021247272309635818,0.0073969045,-0.0011362066,0.0009,-0.013850367809635819,-0.014750367809635819,True,0.0011362066,0.10-0.20%,20
RESOLV,2025-11-26 20:00:00,long,8,0.10002,0.10186,2025-11-27 04:00:00,0.018396320735852914,0.016950342900000002,-0.0019087189,0.0009,0.03534666363585291,0.034446663635852914,True,0.0019087189,0.10-0.20%,20
TNSR,2025-11-26 20:00:00,long,8,0.14754,0.14675,2025-11-27 04:00:00,-0.005354480140978805,0.012819924300000002,-0.0018969946,0.0009,0.007465444159021197,0.006565444159021197,True,0.0018969946,0.10-0.20%,20
ACE,2025-11-26 21:00:00,long,8,0.2533,0.2339,2025-11-27 05:00:00,-0.07658902487169375,0.0197051632,-0.0084264532,0.0009,-0.05688386167169375,-0.05778386167169375,True,0.0084264532,0.50-1.0%,21
MERL,2025-11-26 21:00:00,long,8,0.39252,0.3121,2025-11-27 05:00:00,-0.2048812799347804,0.05603917609999999,-0.0078714773,0.0009,-0.14884210383478041,-0.14974210383478043,True,0.0078714773,0.50-1.0%,21
RESOLV,2025-11-26 21:00:00,long,8,0.10067,0.09712,2025-11-27 05:00:00,-0.03526373298897385,0.0179783377,-0.0017760353,0.0009,-0.017285395288973854,-0.018185395288973855,True,0.0017760353,0.10-0.20%,21
TNSR,2025-11-26 21:00:00,long,8,0.14808,0.14598,2025-11-27 05:00:00,-0.014181523500810311,0.012467122400000002,-0.002049228,0.0009,-0.0017144011008103088,-0.0026144011008103086,True,0.002049228,0.20-0.30%,21
ACE,2025-11-26 22:00:00,long,8,0.2557,0.2364,2025-11-27 06:00:00,-0.07547907704341018,0.011374940799999999,-0.0043238996,0.0009,-0.06410413624341019,-0.06500413624341018,True,0.0043238996,0.30-0.50%,22
MERL,2025-11-26 22:00:00,long,8,0.41091,0.3248,2025-11-27 06:00:00,-0.2095592708865689,0.06248872080000001,-0.0069035398,0.0009,-0.14707055008656889,-0.1479705500865689,True,0.0069035398,0.50-1.0%,22
RESOLV,2025-11-26 22:00:00,long,8,0.099989,0.09651,2025-11-27 06:00:00,-0.03479382732100527,0.0199436045,-0.0019507469,0.0009,-0.01485022282100527,-0.015750222821005272,True,0.0019507469,0.10-0.20%,22
TNSR,2025-11-26 22:00:00,long,8,0.14643,0.14596,2025-11-27 06:00:00,-0.0032097247831728345,0.012005555000000001,-0.0013840864,0.0009,0.008795830216827167,0.007895830216827167,True,0.0013840864,0.10-0.20%,22
ACE,2025-11-26 23:00:00,long,8,0.255,0.2324,2025-11-27 07:00:00,-0.0886274509803922,0.007069885600000001,-0.0018073889,0.0009,-0.08155756538039219,-0.08245756538039219,True,0.0018073889,0.10-0.20%,23
MERL,2025-11-26 23:00:00,long,8,0.45376,0.30306,2025-11-27 07:00:00,-0.3321138928067701,0.06469688629999999,-0.0039465585,0.0009,-0.26741700650677014,-0.26831700650677015,True,0.0039465585,0.30-0.50%,23
RESOLV,2025-11-26 23:00:00,long,8,0.09659,0.094747,2025-11-27 07:00:00,-0.019080650170825112,0.023536168899999998,-0.0018166126,0.0009,0.004455518729174886,0.003555518729174886,True,0.0018166126,0.10-0.20%,23
TNSR,2025-11-26 23:00:00,long,8,0.1448,0.1396,2025-11-27 07:00:00,-0.03591160220994482,0.0121816787,-0.0014781361,0.0009,-0.02372992350994482,-0.02462992350994482,True,0.0014781361,0.10-0.20%,23
ACE,2025-11-27 00:00:00,long,8,0.2505,0.2368,2025-11-27 08:00:00,-0.05469061876247501,0.005351891299999999,-0.0027190874,0.0009,-0.04933872746247501,-0.05023872746247501,True,0.0027190874,0.20-0.30%,0
MERL,2025-11-27 00:00:00,long,8,0.47111,0.27321,2025-11-27 08:00:00,-0.4200717454522298,0.061915979999999995,-0.0054212215,0.0009,-0.3581557654522298,-0.35905576545222984,True,0.0054212215,0.50-1.0%,0
OM,2025-11-27 00:00:00,long,8,0.08505,0.08361,2025-11-27 08:00:00,-0.016931216931216894,0.006487201100000001,-0.0011694207,0.0009,-0.010444015831216893,-0.011344015831216893,True,0.0011694207,0.10-0.20%,0
RESOLV,2025-11-27 00:00:00,long,8,0.099369,0.098219,2025-11-27 08:00:00,-0.01157302579275225,0.0288357406,-0.0020062033,0.0009,0.01726271480724775,0.016362714807247748,True,0.0020062033,0.20-0.30%,0
TNSR,2025-11-27 00:00:00,long,8,0.14892,0.13925,2025-11-27 08:00:00,-0.06493419285522417,0.0122692896,-0.0013190251,0.0009,-0.052664903255224174,-0.05356490325522417,True,0.0013190251,0.10-0.20%,0
MERL,2025-11-27 01:00:00,long,8,0.46054,0.28617,2025-11-27 09:00:00,-0.3786207495548704,0.05733165850000001,-0.0092823894,0.0009,-0.3212890910548704,-0.3221890910548704,True,0.0092823894,0.50-1.0%,1
RESOLV,2025-11-27 01:00:00,long,8,0.098148,0.09574,2025-11-27 09:00:00,-0.02453437665566281,0.0340416,-0.0025108007,0.0009,0.00950722334433719,0.00860722334433719,True,0.0025108007,0.20-0.30%,1
TNSR,2025-11-27 01:00:00,long,8,0.14819,0.13767,2025-11-27 09:00:00,-0.07098994534044134,0.0125810716,-0.0014787675,0.0009,-0.05840887374044134,-0.05930887374044134,True,0.0014787675,0.10-0.20%,1
MERL,2025-11-27 02:00:00,long,8,0.46372,0.28469,2025-11-27 10:00:00,-0.38607349262485985,0.0494071049,-0.007303919,0.0009,-0.33666638772485985,-0.33756638772485986,True,0.007303919,0.50-1.0%,2
RESOLV,2025-11-27 02:00:00,long,8,0.10013,0.095933,2025-11-27 10:00:00,-0.041915509837211554,0.0381504493,-0.0024813142,0.0009,-0.0037650605372115536,-0.004665060537211553,True,0.0024813142,0.20-0.30%,2
TNSR,2025-11-27 02:00:00,long,8,0.14665,0.14033,2025-11-27 10:00:00,-0.043095806341629676,0.0137576511,-0.0016168614,0.0009,-0.029338155241629676,-0.030238155241629677,True,0.0016168614,0.10-0.20%,2
MERL,2025-11-27 03:00:00,long,8,0.45685,0.28155,2025-11-27 11:00:00,-0.3837145671445769,0.0444955402,-0.0058915129,0.0009,-0.3392190269445769,-0.3401190269445769,True,0.0058915129,0.50-1.0%,3
RESOLV,2025-11-27 03:00:00,long,8,0.10067,0.095879,2025-11-27 11:00:00,-0.04759113936624605,0.041262243899999995,-0.002499911,0.0009,-0.006328895466246057,-0.0072288954662460565,True,0.002499911,0.20-0.30%,3
TNSR,2025-11-27 03:00:00,long,8,0.14717,0.13931,2025-11-27 11:00:00,-0.05340762383637974,0.0148207173,-0.0015968252,0.0009,-0.038586906536379736,-0.039486906536379734,True,0.0015968252,0.10-0.20%,3
MERL,2025-11-27 04:00:00,long,8,0.454,0.28471,2025-11-27 12:00:00,-0.37288546255506605,0.040632577399999995,-0.0094185577,0.0009,-0.33225288515506607,-0.3331528851550661,True,0.0094185577,0.50-1.0%,4
RESOLV,2025-11-27 04:00:00,long,8,0.10186,0.09354,2025-11-27 12:00:00,-0.08168073826821134,0.044192129000000004,-0.0029367137,0.0009,-0.03748860926821134,-0.03838860926821134,True,0.0029367137,0.20-0.30%,4
SUPER,2025-11-27 04:00:00,long,8,0.22211,0.2714,2025-11-27 12:00:00,0.22191706811940018,0.0182259306,-0.0011612071,0.0009,0.24014299871940017,0.23924299871940016,True,0.0011612071,0.10-0.20%,4
TNSR,2025-11-27 04:00:00,long,8,0.14675,0.13974,2025-11-27 12:00:00,-0.047768313458262275,0.014982490800000001,-0.0015441927,0.0009,-0.03278582265826227,-0.03368582265826227,True,0.0015441927,0.10-0.20%,4
MERL,2025-11-27 05:00:00,long,8,0.3121,0.28445,2025-11-27 13:00:00,-0.08859339955142585,0.0325632669,-0.014321022,0.0009,-0.056030132651425854,-0.05693013265142585,True,0.014321022,>1.0%,5
RESOLV,2025-11-27 05:00:00,long,8,0.09712,0.090699,2025-11-27 13:00:00,-0.06611408566721577,0.04605843440000001,-0.0037413021,0.0009,-0.020055651267215764,-0.020955651267215766,True,0.0037413021,0.30-0.50%,5
SUPER,2025-11-27 05:00:00,long,8,0.22152,0.26254,2025-11-27 13:00:00,0.18517515348501265,0.023773333599999995,-0.0012546563,0.0009,0.20894848708501265,0.20804848708501264,True,0.0012546563,0.10-0.20%,5
TNSR,2025-11-27 05:00:00,long,8,0.14598,0.13697,2025-11-27 13:00:00,-0.061720783668995687,0.015036173799999998,-0.0015876606,0.0009,-0.04668460986899569,-0.04758460986899569,True,0.0015876606,0.10-0.20%,5
MERL,2025-11-27 06:00:00,long,8,0.3248,0.28927,2025-11-27 14:00:00,-0.10939039408866981,0.019042379900000003,-0.0091117053,0.0009,-0.0903480141886698,-0.0912480141886698,True,0.0091117053,0.50-1.0%,6
RESOLV,2025-11-27 06:00:00,long,8,0.09651,0.090036,2025-11-27 14:00:00,-0.06708113148896482,0.0464268175,-0.0055433113,0.0009,-0.020654313988964813,-0.021554313988964815,True,0.0055433113,0.50-1.0%,6
TNSR,2025-11-27 06:00:00,long,8,0.14596,0.13574,2025-11-27 14:00:00,-0.07001918333790084,0.0148083729,-0.0015602101,0.0009,-0.05521081043790085,-0.056110810437900845,True,0.0015602101,0.10-0.20%,6
MERL,2025-11-27 07:00:00,long,8,0.30306,0.28069,2025-11-27 15:00:00,-0.07381376625090741,0.0105858326,-0.0011656522,0.0009,-0.06322793365090741,-0.06412793365090741,True,0.0011656522,0.10-0.20%,7
RESOLV,2025-11-27 07:00:00,long,8,0.094747,0.089472,2025-11-27 15:00:00,-0.05567458600272306,0.045015473699999996,-0.0071161843,0.0009,-0.010659112302723067,-0.011559112302723067,True,0.0071161843,0.50-1.0%,7
TNSR,2025-11-27 07:00:00,long,8,0.1396,0.12798,2025-11-27 15:00:00,-0.08323782234957014,0.014398682699999998,-0.001565747,0.0009,-0.06883913964957014,-0.06973913964957014,True,0.001565747,0.10-0.20%,7
RESOLV,2025-11-27 08:00:00,long,8,0.098219,0.09053,2025-11-27 16:00:00,-0.07828424235636691,0.0412822708,-0.0072120627,0.0009,-0.03700197155636691,-0.03790197155636691,True,0.0072120627,0.50-1.0%,8
TNSR,2025-11-27 08:00:00,long,8,0.13925,0.13665,2025-11-27 16:00:00,-0.018671454219030655,0.013781379299999999,-0.0016308071,0.0009,-0.004890074919030657,-0.005790074919030656,True,0.0016308071,0.10-0.20%,8
MERL,2025-11-27 09:00:00,long,8,0.28617,0.29787,2025-11-27 17:00:00,0.04088478876192488,0.0096315584,-0.0013578358,0.0009,0.05051634716192488,0.04961634716192488,True,0.0013578358,0.10-0.20%,9
RESOLV,2025-11-27 09:00:00,long,8,0.09574,0.089978,2025-11-27 17:00:00,-0.06018383120952583,0.0368088234,-0.00661965,0.0009,-0.023375007809525825,-0.024275007809525826,True,0.00661965,0.50-1.0%,9
SUPER,2025-11-27 09:00:00,long,8,0.25988,0.25677,2025-11-27 17:00:00,-0.011967061720794219,0.0506466634,-0.0041256774,0.0009,0.03867960167920578,0.037779601679205785,True,0.0041256774,0.30-0.50%,9
TNSR,2025-11-27 09:00:00,long,8,0.13767,0.13655,2025-11-27 17:00:00,-0.00813539623737911,0.0133192981,-0.002655347,0.0009,0.005183901862620889,0.004283901862620889,True,0.002655347,0.20-0.30%,9
ACE,2025-11-27 10:00:00,long,8,0.2682,0.2441,2025-11-27 18:00:00,-0.08985831469052939,0.0179236687,-0.0010505806,0.0009,-0.0719346459905294,-0.0728346459905294,True,0.0010505806,0.10-0.20%,10
MERL,2025-11-27 10:00:00,long,8,0.28469,0.30094,2025-11-27 18:00:00,0.05707963047525374,0.008818952800000002,-0.0023923543,0.0009,0.06589858327525375,0.06499858327525375,True,0.0023923543,0.20-0.30%,10
RESOLV,2025-11-27 10:00:00,long,8,0.095933,0.090341,2025-11-27 18:00:00,-0.058290682038506035,0.0327183312,-0.0055931088,0.0009,-0.025572350838506036,-0.026472350838506038,True,0.0055931088,0.50-1.0%,10
SUPER,2025-11-27 10:00:00,long,8,0.25655,0.26055,2025-11-27 18:00:00,0.015591502631066083,0.0498980244,-0.00461169,0.0009,0.06548952703106609,0.06458952703106609,True,0.00461169,0.30-0.50%,10
TNSR,2025-11-27 10:00:00,long,8,0.14033,0.13603,2025-11-27 18:00:00,-0.030642058006128396,0.0143499512,-0.0026799276,0.0009,-0.016292106806128394,-0.017192106806128395,True,0.0026799276,0.20-0.30%,10
ACE,2025-11-27 11:00:00,long,8,0.2582,0.2396,2025-11-27 19:00:00,-0.07203718048024779,0.0174882037,-0.0066680175,0.0009,-0.054548976780247796,-0.055448976780247794,True,0.0066680175,0.50-1.0%,11
MERL,2025-11-27 11:00:00,long,8,0.28155,0.30785,2025-11-27 19:00:00,0.09341147220742314,0.0070516198000000006,-0.0020285501,0.0009,0.10046309200742315,0.09956309200742315,True,0.0020285501,0.20-0.30%,11
RESOLV,2025-11-27 11:00:00,long,8,0.095879,0.090857,2025-11-27 19:00:00,-0.05237851875801804,0.0300846982,-0.0054297961,0.0009,-0.022293820558018044,-0.023193820558018045,True,0.0054297961,0.50-1.0%,11
SUPER,2025-11-27 11:00:00,long,8,0.27639,0.25707,2025-11-27 19:00:00,-0.06990122652773256,0.048031830399999996,-0.0056636164,0.0009,-0.021869396127732567,-0.02276939612773257,True,0.0056636164,0.50-1.0%,11
TNSR,2025-11-27 11:00:00,long,8,0.13931,0.13492,2025-11-27 19:00:00,-0.031512454238747954,0.015084442500000001,-0.0017585987,0.0009,-0.01642801173874795,-0.017328011738747953,True,0.0017585987,0.10-0.20%,11
ACE,2025-11-27 12:00:00,long,8,0.2581,0.2416,2025-11-27 20:00:00,-0.06392870980240212,0.011511855900000001,-0.0025507684,0.0009,-0.05241685390240212,-0.053316853902402116,True,0.0025507684,0.20-0.30%,12
MERL,2025-11-27 12:00:00,long,8,0.28471,0.30074,2025-11-27 20:00:00,0.0563029047100558,0.005756231800000001,-0.0013492472,0.0009,0.062059136510055804,0.061159136510055806,True,0.0013492472,0.10-0.20%,12
RESOLV,2025-11-27 12:00:00,long,8,0.09354,0.09077,2025-11-27 20:00:00,-0.02961299978618767,0.0276541516,-0.0048030191,0.0009,-0.001958848186187672,-0.002858848186187672,True,0.0048030191,0.30-0.50%,12
SUPER,2025-11-27 12:00:00,long,8,0.2714,0.25612,2025-11-27 20:00:00,-0.05630066322770804,0.04563679849999999,-0.0067086101,0.0009,-0.010663864727708049,-0.011563864727708048,True,0.0067086101,0.50-1.0%,12
TNSR,2025-11-27 12:00:00,long,8,0.13974,0.13398,2025-11-27 20:00:00,-0.04121940747101771,0.0151290124,-0.0015978757,0.0009,-0.026090395071017708,-0.02699039507101771,True,0.0015978757,0.10-0.20%,12
ACE,2025-11-27 13:00:00,long,8,0.2454,0.2447,2025-11-27 21:00:00,-0.0028524857375713374,0.009383738899999999,-0.0024248738,0.0009,0.0065312531624286616,0.005631253162428662,True,0.0024248738,0.20-0.30%,13
RESOLV,2025-11-27 13:00:00,long,8,0.090699,0.090501,2025-11-27 21:00:00,-0.0021830450170344075,0.025816322,-0.0041096852,0.0009,0.023633276982965593,0.02273327698296559,True,0.0041096852,0.30-0.50%,13
SUPER,2025-11-27 13:00:00,long,8,0.26254,0.25611,2025-11-27 21:00:00,-0.024491506056219973,0.04111409469999999,-0.0109396934,0.0009,0.01662258864378002,0.015722588643780018,True,0.0109396934,>1.0%,13
TNSR,2025-11-27 13:00:00,long,8,0.13697,0.13511,2025-11-27 21:00:00,-0.013579615974300945,0.0150191511,-0.0013598597,0.0009,0.001439535125699054,0.0005395351256990541,True,0.0013598597,0.10-0.20%,13
ACE,2025-11-27 14:00:00,long,8,0.2417,0.2406,2025-11-27 22:00:00,-0.004551096400496442,0.007344874299999999,-0.0024994101,0.0009,0.0027937778995035575,0.0018937778995035575,True,0.0024994101,0.20-0.30%,14
RESOLV,2025-11-27 14:00:00,long,8,0.090036,0.089746,2025-11-27 22:00:00,-0.0032209338486827335,0.024654217399999998,-0.0041319675,0.0009,0.021433283551317264,0.020533283551317262,True,0.0041319675,0.30-0.50%,14
SUPER,2025-11-27 14:00:00,long,8,0.24924,0.24892,2025-11-27 22:00:00,-0.001283903065318516,0.031825495,-0.0071810234,0.0009,0.030541591934681485,0.029641591934681483,True,0.0071810234,0.50-1.0%,14
TNSR,2025-11-27 14:00:00,long,8,0.13574,0.13381,2025-11-27 22:00:00,-0.01421835862678641,0.014557265900000001,-0.0011505199,0.0009,0.0003389072732135918,-0.0005610927267864082,True,0.0011505199,0.10-0.20%,14
ACE,2025-11-27 15:00:00,long,8,0.2376,0.2371,2025-11-27 23:00:00,-0.002104377104377106,0.005246740699999999,-0.0012763951,0.0009,0.0031423635956228926,0.002242363595622893,True,0.0012763951,0.10-0.20%,15
RESOLV,2025-11-27 15:00:00,long,8,0.089472,0.087776,2025-11-27 23:00:00,-0.018955650929899738,0.0235426279,-0.0033829814,0.0009,0.0045869769701002636,0.003686976970100264,True,0.0033829814,0.30-0.50%,15
SUPER,2025-11-27 15:00:00,long,8,0.24713,0.2467,2025-11-27 23:00:00,-0.0017399749119895844,0.025658407200000004,-0.0068455519,0.0009,0.02391843228801042,0.02301843228801042,True,0.0068455519,0.50-1.0%,15
RESOLV,2025-11-27 16:00:00,long,8,0.09053,0.089253,2025-11-28 00:00:00,-0.014105821274715567,0.023299654,-0.0027386153,0.0009,0.009193832725284432,0.008293832725284432,True,0.0027386153,0.20-0.30%,16
SUPER,2025-11-27 16:00:00,long,8,0.25249,0.24843,2025-11-28 00:00:00,-0.01607984474632651,0.0199819913,-0.0045708008,0.0009,0.003902146553673491,0.0030021465536734914,True,0.0045708008,0.30-0.50%,16
TNSR,2025-11-27 16:00:00,long,8,0.13665,0.13409,2025-11-28 00:00:00,-0.018733991950237883,0.0144431656,-0.0011687259,0.0009,-0.004290826350237883,-0.005190826350237883,True,0.0011687259,0.10-0.20%,16
RESOLV,2025-11-27 17:00:00,long,8,0.089978,0.086565,2025-11-28 01:00:00,-0.03793149436528929,0.023604940999999997,-0.0025291578,0.0009,-0.01432655336528929,-0.01522655336528929,True,0.0025291578,0.20-0.30%,17
SUPER,2025-11-27 17:00:00,long,8,0.25677,0.24048,2025-11-28 01:00:00,-0.06344199088678583,0.0164140431,-0.0033770384,0.0009,-0.04702794778678583,-0.04792794778678583,True,0.0033770384,0.30-0.50%,17
TNSR,2025-11-27 17:00:00,long,8,0.13655,0.13172,2025-11-28 01:00:00,-0.03537165873306482,0.0146484233,-0.0036860001,0.0009,-0.02072323543306482,-0.02162323543306482,True,0.0036860001,0.30-0.50%,17
RESOLV,2025-11-27 18:00:00,long,8,0.090341,0.085566,2025-11-28 02:00:00,-0.05285529272423375,0.023694837300000004,-0.0029594758,0.0009,-0.029160455424233744,-0.030060455424233745,True,0.0029594758,0.20-0.30%,18
SUPER,2025-11-27 18:00:00,long,8,0.26055,0.24004,2025-11-28 02:00:00,-0.07871809633467665,0.014324454799999999,-0.002745496,0.0009,-0.06439364153467665,-0.06529364153467665,True,0.002745496,0.20-0.30%,18
TNSR,2025-11-27 18:00:00,long,8,0.13603,0.13376,2025-11-28 02:00:00,-0.016687495405425433,0.012411499999999999,-0.0034144189,0.0009,-0.004275995405425434,-0.005175995405425434,True,0.0034144189,0.30-0.50%,18
RESOLV,2025-11-27 19:00:00,long,8,0.090857,0.085502,2025-11-28 03:00:00,-0.05893877191630804,0.023341583900000004,-0.0029992495,0.0009,-0.03559718801630803,-0.03649718801630803,True,0.0029992495,0.20-0.30%,19
SUPER,2025-11-27 19:00:00,long,8,0.25707,0.24407,2025-11-28 03:00:00,-0.050569883689267556,0.0124988151,-0.0032685845,0.0009,-0.03807106858926756,-0.038971068589267556,True,0.0032685845,0.30-0.50%,19
