coin,entry_hour,direction,holding_hours,entry_price,exit_price,exit_hour,price_return,funding_collected,entry_funding,trading_fee,gross_pnl,net_pnl,valid
SOPH,2025-05-30 19:00:00,long,4,0.058853,0.059867,2025-05-30 23:00:00,0.017229368086588516,0.0031060776000000003,-0.0010041045,0.0009,0.020335445686588516,0.019435445686588514,True
PUMP,2025-07-10 04:00:00,short,4,0.005183,0.005255,2025-07-10 08:00:00,-0.013891568589619914,0.0067812238000000006,0.0026836687,0.0009,-0.007110344789619913,-0.008010344789619914,True
PUMP,2025-07-10 05:00:00,short,4,0.0052,0.004859,2025-07-10 09:00:00,0.06557692307692312,0.005108134699999999,0.0020031524,0.0009,0.07068505777692312,0.06978505777692312,True
PUMP,2025-07-10 06:00:00,short,4,0.00545,0.005074,2025-07-10 10:00:00,0.06899082568807333,0.0038020828000000003,0.0010828758,0.0009,0.07279290848807332,0.07189290848807332,True
PUMP,2025-07-10 07:00:00,short,4,0.005183,0.004892,2025-07-10 11:00:00,0.05614508971638056,0.0031074915999999998,0.0010115269,0.0009,0.05925258131638056,0.05835258131638056,True
PUMP,2025-07-10 08:00:00,short,4,0.005255,0.004972,2025-07-10 12:00:00,0.05385347288296865,0.0023516753000000002,0.0010105796,0.0009,0.05620514818296865,0.05530514818296865,True
PROVE,2025-08-06 04:00:00,long,4,1.3335,1.2159,2025-08-06 08:00:00,-0.08818897637795271,0.0176582072,-0.0044716302,0.0009,-0.07053076917795272,-0.07143076917795271,True
PROVE,2025-08-06 05:00:00,long,4,1.2639,1.1398,2025-08-06 09:00:00,-0.09818814779650296,0.014067526600000001,-0.0051267075,0.0009,-0.08412062119650296,-0.08502062119650296,True
PROVE,2025-08-06 06:00:00,long,4,1.2827,1.1905,2025-08-06 10:00:00,-0.07187962890777272,0.0099623564,-0.0072279749,0.0009,-0.06191727250777272,-0.06281727250777272,True
PROVE,2025-08-06 09:00:00,long,4,1.1398,1.2118,2025-08-06 13:00:00,0.06316897701351121,0.002741831,-0.0010215373,0.0009,0.06591080801351121,0.06501080801351121,True
PROVE,2025-08-06 15:00:00,long,4,1.1611,1.1483,2025-08-06 19:00:00,-0.011024028938075895,0.0032746844,-0.001092005,0.0009,-0.007749344538075895,-0.008649344538075894,True
YZY,2025-08-21 13:00:00,long,4,0.93686,0.9224,2025-08-21 17:00:00,-0.015434536643682117,0.0071008969000000005,-0.0013888313,0.0009,-0.008333639743682116,-0.009233639743682116,True
YZY,2025-08-21 14:00:00,long,4,0.96924,0.84104,2025-08-21 18:00:00,-0.1322685815690644,0.005871806100000001,-0.0020524837,0.0009,-0.12639677546906442,-0.12729677546906443,True
YZY,2025-08-21 15:00:00,long,4,1.0051,0.81723,2025-08-21 19:00:00,-0.18691672470400963,0.0043557303,-0.0019749605,0.0009,-0.18256099440400964,-0.18346099440400965,True
YZY,2025-08-21 16:00:00,long,4,0.98435,0.83742,2025-08-21 20:00:00,-0.14926601310509463,0.0030852811,-0.0016846214,0.0009,-0.14618073200509463,-0.14708073200509464,True
YZY,2025-08-22 09:00:00,long,4,0.66756,0.67369,2025-08-22 13:00:00,0.009182695188447432,0.0072852401,-0.0030745641,0.0009,0.016467935288447432,0.015567935288447432,True
YZY,2025-08-22 10:00:00,long,4,0.67329,0.7661,2025-08-22 14:00:00,0.13784550490873165,0.004989183,-0.0017199062,0.0009,0.14283468790873166,0.14193468790873165,True
XPL,2025-08-22 11:00:00,short,4,0.43555,0.48367,2025-08-22 15:00:00,-0.11048100103317644,0.0018564416,0.0011963443,0.0009,-0.10862455943317645,-0.10952455943317645,True
YZY,2025-08-22 11:00:00,long,4,0.68788,0.74715,2025-08-22 15:00:00,0.08616328429377207,0.0036306234,-0.0016587918,0.0009,0.08979390769377207,0.08889390769377208,True
XPL,2025-08-22 17:00:00,short,4,0.48444,0.5067,2025-08-22 21:00:00,-0.045949962843695936,0.0028337614000000003,0.0010498822,0.0009,-0.043116201443695934,-0.04401620144369593,True
WLFI,2025-08-23 21:00:00,long,4,0.29558,0.29938,2025-08-24 01:00:00,0.012856079572366093,0.0043051082,-0.0010395945,0.0009,0.017161187772366093,0.01626118777236609,True
WLFI,2025-08-23 22:00:00,long,4,0.27684,0.28482,2025-08-24 02:00:00,0.028825314260945107,0.0040353896,-0.0010982021,0.0009,0.032860703860945105,0.03196070386094511,True
WLFI,2025-08-23 23:00:00,long,4,0.30103,0.27154,2025-08-24 03:00:00,-0.09796365810716545,0.0036048223000000002,-0.001101726,0.0009,-0.09435883580716545,-0.09525883580716545,True
WLFI,2025-08-24 00:00:00,long,4,0.28945,0.27524,2025-08-24 04:00:00,-0.049093107617896016,0.00311212,-0.0010655856,0.0009,-0.04598098761789601,-0.04688098761789601,True
YZY,2025-08-25 11:00:00,long,4,0.57443,0.55694,2025-08-25 15:00:00,-0.030447574116950725,0.003788492,-0.001748359,0.0009,-0.026659082116950724,-0.027559082116950726,True
YZY,2025-08-25 12:00:00,long,4,0.57189,0.55923,2025-08-25 16:00:00,-0.022137124272150248,0.0025152955,-0.001579895,0.0009,-0.019621828772150247,-0.02052182877215025,True
YZY,2025-08-25 18:00:00,long,4,0.55869,0.55774,2025-08-25 22:00:00,-0.001700406307612462,0.0055216638,-0.0016562602,0.0009,0.0038212574923875376,0.002921257492387538,True
YZY,2025-08-25 19:00:00,long,4,0.57657,0.55073,2025-08-25 23:00:00,-0.04481676119118229,0.0044398409,-0.0020126794,0.0009,-0.04037692029118229,-0.04127692029118229,True
YZY,2025-08-25 20:00:00,long,4,0.55211,0.55497,2025-08-26 00:00:00,0.005180127148575417,0.0029511785000000002,-0.0013108966,0.0009,0.008131305648575417,0.007231305648575418,True
XPL,2025-08-27 09:00:00,short,4,0.72288,0.66084,2025-08-27 13:00:00,0.08582337317397076,0.0036984203,0.0015071701,0.0009,0.08952179347397077,0.08862179347397077,True
WLFI,2025-08-27 10:00:00,short,4,0.30809,0.29179,2025-08-27 14:00:00,0.052906618195981636,0.0019140184,0.0010063841,0.0009,0.05482063659598164,0.05392063659598164,True
XPL,2025-08-27 10:00:00,short,4,0.72835,0.66737,2025-08-27 14:00:00,0.0837234845884534,0.0018981956,0.0011390984,0.0009,0.0856216801884534,0.0847216801884534,True
XPL,2025-08-28 20:00:00,short,4,0.96274,0.99689,2025-08-29 00:00:00,-0.03547167459542557,0.0034972925,0.0010719625,0.0009,-0.03197438209542557,-0.03287438209542557,True
WLFI,2025-09-01 15:00:00,short,4,0.25418,0.21843,2025-09-01 19:00:00,0.14064835943032497,0.0013443158,0.0011399855,0.0009,0.14199267523032497,0.14109267523032495,True
YZY,2025-09-01 21:00:00,long,4,0.48581,0.48836,2025-09-02 01:00:00,0.005248965645005242,0.0045755557,-0.0010757958,0.0009,0.009824521345005242,0.008924521345005243,True
YZY,2025-09-01 22:00:00,long,4,0.48247,0.48402,2025-09-02 02:00:00,0.003212634982485949,0.0041922365,-0.001342208,0.0009,0.007404871482485949,0.006504871482485949,True
YZY,2025-09-01 23:00:00,long,4,0.48641,0.49013,2025-09-02 03:00:00,0.007647869081638949,0.0030817380999999997,-0.0011389216,0.0009,0.010729607181638949,0.00982960718163895,True
YZY,2025-09-02 00:00:00,long,4,0.49176,0.48726,2025-09-02 04:00:00,-0.009150805270863732,0.0020838827000000002,-0.0010186303,0.0009,-0.007066922570863732,-0.007966922570863733,True
BIO,2025-09-05 18:00:00,long,4,0.16583,0.16863,2025-09-05 22:00:00,0.016884761502743754,0.0058831901,-0.0017717782,0.0009,0.022767951602743756,0.021867951602743754,True
BIO,2025-09-05 19:00:00,long,4,0.16634,0.17138,2025-09-05 23:00:00,0.030299386798124425,0.0050351619000000005,-0.0019723595,0.0009,0.03533454869812443,0.03443454869812443,True
BIO,2025-09-05 20:00:00,long,4,0.16238,0.17606,2025-09-06 00:00:00,0.08424682842714619,0.0041048645,-0.001102983,0.0009,0.08835169292714619,0.08745169292714619,True
BIO,2025-09-05 21:00:00,long,4,0.16717,0.17495,2025-09-06 01:00:00,0.046539450858407494,0.0039352981,-0.0010360694,0.0009,0.05047474895840749,0.049574748958407494,True
BIO,2025-09-05 23:00:00,long,4,0.17138,0.18114,2025-09-06 03:00:00,0.05694946901622121,0.0039439886,-0.0010420621,0.0009,0.06089345761622121,0.05999345761622121,True
BIO,2025-09-06 02:00:00,long,4,0.17975,0.18427,2025-09-06 06:00:00,0.025146036161335168,0.0047217859,-0.0011619111,0.0009,0.02986782206133517,0.028967822061335167,True
BIO,2025-09-06 03:00:00,long,4,0.18114,0.18164,2025-09-06 07:00:00,0.0027602959037208814,0.0045186588,-0.0013554528,0.0009,0.007278954703720882,0.006378954703720882,True
BIO,2025-09-06 04:00:00,long,4,0.18376,0.17807,2025-09-06 08:00:00,-0.030964301262516328,0.0040710660999999995,-0.0012877979,0.0009,-0.026893235162516328,-0.02779323516251633,True
BIO,2025-09-06 15:00:00,long,4,0.17345,0.1653,2025-09-06 19:00:00,-0.04698760449697314,0.0034680779000000003,-0.0010157407,0.0009,-0.04351952659697314,-0.04441952659697314,True
KAITO,2025-09-09 02:00:00,long,4,1.4216,1.4,2025-09-09 06:00:00,-0.015194147439504828,0.0040513171,-0.0010180047,0.0009,-0.011142830339504828,-0.012042830339504828,True
KAITO,2025-09-09 03:00:00,long,4,1.4204,1.3895,2025-09-09 07:00:00,-0.021754435370318324,0.0039844324,-0.0010775282,0.0009,-0.017770002970318326,-0.018670002970318327,True
KAITO,2025-09-09 04:00:00,long,4,1.3674,1.449,2025-09-09 08:00:00,0.05967529618253629,0.0037359776,-0.0011244215,0.0009,0.06341127378253629,0.06251127378253629,True
KAITO,2025-09-09 11:00:00,long,4,1.3455,1.2528,2025-09-09 15:00:00,-0.06889632107023412,0.004133222099999999,-0.0012906422,0.0009,-0.06476309897023412,-0.06566309897023412,True
KAITO,2025-09-09 12:00:00,long,4,1.3054,1.2217,2025-09-09 16:00:00,-0.06411827792247579,0.0035849300999999997,-0.0011238827,0.0009,-0.06053334782247579,-0.06143334782247579,True
KAITO,2025-09-10 01:00:00,long,4,1.399,1.3108,2025-09-10 05:00:00,-0.06304503216583278,0.009830643100000001,-0.0037201704,0.0009,-0.05321438906583278,-0.054114389065832776,True
KAITO,2025-09-10 02:00:00,long,4,1.3787,1.3042,2025-09-10 06:00:00,-0.05403641111191703,0.0071310837000000005,-0.0024410683,0.0009,-0.04690532741191703,-0.04780532741191703,True
KAITO,2025-09-10 03:00:00,long,4,1.3371,1.2797,2025-09-10 07:00:00,-0.04292872634806663,0.0054792644,-0.0021843355,0.0009,-0.03744946194806663,-0.03834946194806663,True
KAITO,2025-09-10 04:00:00,long,4,1.3214,1.3091,2025-09-10 08:00:00,-0.009308309368851202,0.0038860281,-0.0014850689,0.0009,-0.005422281268851202,-0.006322281268851202,True
OMNI,2025-09-10 04:00:00,long,4,3.5348,3.7114,2025-09-10 08:00:00,0.04996039379880039,0.008384612100000001,-0.0019533808,0.0009,0.058345005898800394,0.057445005898800396,True
KAITO,2025-09-10 05:00:00,long,4,1.3108,1.3254,2025-09-10 09:00:00,0.011138236191638654,0.0027814631,-0.001020611,0.0009,0.013919699291638655,0.013019699291638655,True
OMNI,2025-09-10 05:00:00,long,4,3.5098,3.7702,2025-09-10 09:00:00,0.07419226166733153,0.0088410728,-0.0021190544,0.0009,0.08303333446733153,0.08213333446733154,True
OMNI,2025-09-10 06:00:00,long,4,3.5164,3.6983,2025-09-10 10:00:00,0.05172904106472534,0.0108849425,-0.00204736,0.0009,0.06261398356472533,0.061713983564725336,True
OMNI,2025-09-10 07:00:00,long,4,3.6766,3.5832,2025-09-10 11:00:00,-0.025403905782516435,0.0122459457,-0.0022648169,0.0009,-0.013157960082516434,-0.014057960082516434,True
OMNI,2025-09-10 08:00:00,long,4,3.7114,3.6225,2025-09-10 12:00:00,-0.02395322519803841,0.0133234664,-0.0024098415,0.0009,-0.010629758798038411,-0.01152975879803841,True
OMNI,2025-09-10 09:00:00,long,4,3.7702,3.619,2025-09-10 13:00:00,-0.04010397326401777,0.013892342200000001,-0.0041629241,0.0009,-0.026211631064017766,-0.027111631064017767,True
OMNI,2025-09-10 10:00:00,long,4,3.6983,3.6131,2025-09-10 14:00:00,-0.023037611875726668,0.012504739400000001,-0.0034083632,0.0009,-0.010532872475726667,-0.011432872475726667,True
OMNI,2025-09-10 11:00:00,long,4,3.5832,3.5771,2025-09-10 15:00:00,-0.0017023889260995742,0.011288033900000001,-0.0033423376,0.0009,0.009585644973900426,0.008685644973900427,True
OMNI,2025-09-10 12:00:00,long,4,3.6225,3.5962,2025-09-10 16:00:00,-0.007260179434092475,0.010069238900000001,-0.0029787173,0.0009,0.002809059465907526,0.0019090594659075262,True
OMNI,2025-09-10 13:00:00,long,4,3.619,3.6923,2025-09-10 17:00:00,0.020254213871235063,0.0090239726,-0.0027753213,0.0009,0.029278186471235063,0.02837818647123506,True
OMNI,2025-09-10 14:00:00,long,4,3.6131,3.7526,2025-09-10 18:00:00,0.03860950430378344,0.008104659100000002,-0.0021916577,0.0009,0.04671416340378344,0.04581416340378344,True
OMNI,2025-09-10 15:00:00,long,4,3.5771,3.6408,2025-09-10 19:00:00,0.017807721338514403,0.007979614500000001,-0.0021235426,0.0009,0.025787335838514405,0.024887335838514404,True
OMNI,2025-09-10 16:00:00,long,4,3.5962,3.6586,2025-09-10 20:00:00,0.017351648962794,0.008250635000000001,-0.001933451,0.0009,0.025602283962794,0.024702283962794,True
LINEA,2025-09-10 17:00:00,long,4,0.026561,0.022928,2025-09-10 21:00:00,-0.13677948872406914,0.0014505307,-0.0018308451,0.0009,-0.13532895802406913,-0.13622895802406915,True
OMNI,2025-09-10 17:00:00,long,4,3.6923,3.6678,2025-09-10 21:00:00,-0.0066354304904801195,0.0084018731,-0.0018560078,0.0009,0.0017664426095198808,0.0008664426095198808,True
OMNI,2025-09-10 18:00:00,long,4,3.7526,3.6893,2025-09-10 22:00:00,-0.016868304642114893,0.0083083505,-0.0020666131,0.0009,-0.008559954142114893,-0.009459954142114892,True
OMNI,2025-09-10 19:00:00,long,4,3.6408,3.7111,2025-09-10 23:00:00,0.019308943089430902,0.0079325863,-0.0023945631,0.0009,0.027241529389430905,0.026341529389430903,True
OMNI,2025-09-10 20:00:00,long,4,3.6586,3.5879,2025-09-11 00:00:00,-0.019324331711583664,0.0070714316,-0.0020846891,0.0009,-0.012252900111583663,-0.013152900111583663,True
OMNI,2025-09-10 21:00:00,long,4,3.6678,3.6225,2025-09-11 01:00:00,-0.01235072795681338,0.0064333959000000005,-0.0017624852,0.0009,-0.00591733205681338,-0.00681733205681338,True
OMNI,2025-09-10 22:00:00,long,4,3.6893,3.5655,2025-09-11 02:00:00,-0.033556501233296204,0.006823539,-0.0016908489,0.0009,-0.026732962233296204,-0.027632962233296206,True
OMNI,2025-09-10 23:00:00,long,4,3.7111,3.572,2025-09-11 03:00:00,-0.03748214815014416,0.0072663965,-0.0015334084,0.0009,-0.03021575165014416,-0.03111575165014416,True
OMNI,2025-09-11 00:00:00,long,4,3.5879,3.5651,2025-09-11 04:00:00,-0.00635469215975911,0.0075771871000000005,-0.0014466534,0.0009,0.0012224949402408905,0.00032249494024089056,True
KAITO,2025-09-11 01:00:00,long,4,1.241,1.2258,2025-09-11 05:00:00,-0.012248186946011362,0.0053475128,-0.0019002451,0.0009,-0.006900674146011363,-0.007800674146011362,True
OMNI,2025-09-11 01:00:00,long,4,3.6225,3.5412,2025-09-11 05:00:00,-0.022443064182194657,0.0076233807,-0.0021526283,0.0009,-0.014819683482194658,-0.015719683482194657,True
KAITO,2025-09-11 02:00:00,long,4,1.229,1.2345,2025-09-11 06:00:00,0.004475183075671145,0.003960710100000001,-0.0012947319,0.0009,0.008435893175671146,0.007535893175671146,True
OMNI,2025-09-11 02:00:00,long,4,3.5655,3.5321,2025-09-11 06:00:00,-0.009367550133221237,0.00688151,-0.0021337064,0.0009,-0.0024860401332212363,-0.003386040133221236,True
KAITO,2025-09-11 03:00:00,long,4,1.238,1.2398,2025-09-11 07:00:00,0.0014539579967690014,0.0030047919,-0.0011972562,0.0009,0.004458749896769002,0.003558749896769002,True
OMNI,2025-09-11 03:00:00,long,4,3.572,3.5248,2025-09-11 07:00:00,-0.013213885778275512,0.0061079854999999995,-0.001844199,0.0009,-0.007105900278275512,-0.008005900278275512,True
OMNI,2025-09-11 04:00:00,long,4,3.5651,3.549,2025-09-11 08:00:00,-0.0045160023561752055,0.0055850562,-0.001492847,0.0009,0.0010690538438247943,0.00016905384382479428,True
OMNI,2025-09-11 05:00:00,long,4,3.5412,3.5233,2025-09-11 09:00:00,-0.0050547836891449306,0.005246161599999999,-0.0014107576,0.0009,0.00019137791085506884,-0.0007086220891449311,True
OMNI,2025-09-11 06:00:00,long,4,3.5321,3.4761,2025-09-11 10:00:00,-0.015854590753376068,0.0051182784,-0.0013601819,0.0009,-0.01073631235337607,-0.011636312353376069,True
OMNI,2025-09-11 07:00:00,long,4,3.5248,3.4788,2025-09-11 11:00:00,-0.013050385837494275,0.0049874205999999996,-0.0013212697,0.0009,-0.008062965237494276,-0.008962965237494276,True
OMNI,2025-09-11 08:00:00,long,4,3.549,3.4419,2025-09-11 12:00:00,-0.0301775147928994,0.0047465875,-0.0011539524,0.0009,-0.0254309272928994,-0.026330927292899403,True
OMNI,2025-09-11 09:00:00,long,4,3.5233,3.4514,2025-09-11 13:00:00,-0.020407004796639473,0.004744583199999999,-0.0012828744,0.0009,-0.015662421596639473,-0.016562421596639475,True
OMNI,2025-09-11 10:00:00,long,4,3.4761,3.429,2025-09-11 14:00:00,-0.013549667731078036,0.0042545628,-0.0012293241,0.0009,-0.009295104931078036,-0.010195104931078036,True
OMNI,2025-09-11 11:00:00,long,4,3.4788,3.4303,2025-09-11 15:00:00,-0.013941589053696737,0.0036414686,-0.0010804366,0.0009,-0.010300120453696738,-0.011200120453696737,True
OMNI,2025-09-11 12:00:00,long,4,3.4419,3.4389,2025-09-11 16:00:00,-0.0008716116098666765,0.0032476716,-0.0011519481,0.0009,0.0023760599901333232,0.0014760599901333233,True
MERL,2025-09-16 07:00:00,long,4,0.22423,0.18206,2025-09-16 11:00:00,-0.18806582526869736,0.0069326304000000005,-0.0012185075,0.0009,-0.18113319486869736,-0.18203319486869737,True
MERL,2025-09-16 08:00:00,long,4,0.23087,0.18472,2025-09-16 12:00:00,-0.1998960453935115,0.007653577,-0.0021837566,0.0009,-0.1922424683935115,-0.1931424683935115,True
MERL,2025-09-16 09:00:00,long,4,0.19731,0.18669,2025-09-16 13:00:00,-0.0538239318838377,0.0071989233,-0.001321278,0.0009,-0.0466250085838377,-0.0475250085838377,True
MERL,2025-09-16 10:00:00,long,4,0.18437,0.18334,2025-09-16 14:00:00,-0.005586592178770966,0.0083410908,-0.0022090883,0.0009,0.002754498621229033,0.0018544986212290328,True
MERL,2025-09-16 11:00:00,long,4,0.18206,0.19971,2025-09-16 15:00:00,0.0969460617378886,0.008696677500000001,-0.0019394541,0.0009,0.1056427392378886,0.1047427392378886,True
MERL,2025-09-16 12:00:00,long,4,0.18472,0.17838,2025-09-16 16:00:00,-0.03432221741013417,0.0081753718,-0.0017291029,0.0009,-0.026146845610134174,-0.027046845610134176,True
MERL,2025-09-16 13:00:00,long,4,0.18669,0.17929,2025-09-16 17:00:00,-0.039637902405056456,0.006991604300000001,-0.0024634455,0.0009,-0.032646298105056454,-0.03354629810505645,True
MERL,2025-09-16 14:00:00,long,4,0.18334,0.17634,2025-09-16 18:00:00,-0.038180429802552665,0.0048843245,-0.002564675,0.0009,-0.03329610530255266,-0.03419610530255266,True
MERL,2025-09-16 15:00:00,long,4,0.19971,0.17908,2025-09-16 19:00:00,-0.10329978468779735,0.0026662447,-0.0014181484,0.0009,-0.10063353998779735,-0.10153353998779735,True
KAITO,2025-09-17 02:00:00,long,4,1.1615,1.1299,2025-09-17 06:00:00,-0.027206198880757704,0.0035158235,-0.0012205599,0.0009,-0.023690375380757703,-0.024590375380757704,True
OMNI,2025-09-19 06:00:00,long,4,4.1361,4.1223,2025-09-19 10:00:00,-0.003336476390802885,0.0039717806,-0.0017213746,0.0009,0.0006353042091971147,-0.0002646957908028853,True
OMNI,2025-09-19 07:00:00,long,4,4.1143,4.1809,2025-09-19 11:00:00,0.016187443793597992,0.0032006479,-0.0011347414,0.0009,0.01938809169359799,0.01848809169359799,True
ASTER,2025-09-19 11:00:00,short,4,0.59379,0.65193,2025-09-19 15:00:00,-0.09791340372859086,0.0049078541,0.0013598588,0.0009,-0.09300554962859087,-0.09390554962859086,True
ASTER,2025-09-19 12:00:00,short,4,0.62703,0.69282,2025-09-19 16:00:00,-0.10492320941581745,0.0046512267,0.0011639866,0.0009,-0.10027198271581746,-0.10117198271581745,True
ASTER,2025-09-19 13:00:00,short,4,0.719,0.78816,2025-09-19 17:00:00,-0.09618915159944368,0.0042917599,0.0011417747,0.0009,-0.09189739169944368,-0.09279739169944368,True
ASTER,2025-09-19 14:00:00,short,4,0.6621,0.77579,2025-09-19 18:00:00,-0.1717112218698081,0.0040007867999999995,0.001242234,0.0009,-0.16771043506980812,-0.16861043506980813,True
ASTER,2025-09-19 15:00:00,short,4,0.65193,0.75286,2025-09-19 19:00:00,-0.1548172349792155,0.004662964800000001,0.0011032314,0.0009,-0.1501542701792155,-0.15105427017921552,True
ASTER,2025-09-19 18:00:00,short,4,0.77579,0.87455,2025-09-19 22:00:00,-0.12730249165366925,0.0043464531,0.001904412,0.0009,-0.12295603855366925,-0.12385603855366925,True
ASTER,2025-09-19 19:00:00,short,4,0.75286,0.88692,2025-09-19 23:00:00,-0.17806763541694348,0.0027371728,0.0011383761,0.0009,-0.1753304626169435,-0.1762304626169435,True
ASTER,2025-09-20 19:00:00,short,4,1.5782,1.6591,2025-09-20 23:00:00,-0.05126093017361549,0.0092315317,0.0030497037,0.0009,-0.04202939847361549,-0.04292939847361549,True
ASTER,2025-09-20 20:00:00,short,4,1.5308,1.6255,2025-09-21 00:00:00,-0.06186307812908284,0.0071824626,0.0020696518,0.0009,-0.054680615529082835,-0.05558061552908283,True
ASTER,2025-09-20 21:00:00,short,4,1.5924,1.6161,2025-09-21 01:00:00,-0.014883195177091217,0.005706563500000001,0.0025541956,0.0009,-0.009176631677091216,-0.010076631677091216,True
ASTER,2025-09-20 22:00:00,short,4,1.6408,1.6047,2025-09-21 02:00:00,0.022001462701121417,0.0034758512000000004,0.0015579806,0.0009,0.02547731390112142,0.024577313901121417,True
ASTER,2025-09-20 23:00:00,short,4,1.6591,1.7183,2025-09-21 03:00:00,-0.03568199626303412,0.0024344642,0.0010006346,0.0009,-0.03324753206303412,-0.03414753206303412,True
ASTER,2025-09-21 05:00:00,short,4,1.8116,1.6369,2025-09-21 09:00:00,0.09643409141090752,0.0041957112000000005,0.00118157,0.0009,0.10062980261090751,0.09972980261090751,True
ASTER,2025-09-21 06:00:00,short,4,1.9557,1.6659,2025-09-21 10:00:00,0.14818223653934656,0.0033953801000000004,0.001024806,0.0009,0.15157761663934657,0.15067761663934656,True
ASTER,2025-09-21 07:00:00,short,4,1.8865,1.5976,2025-09-21 11:00:00,0.15314073681420629,0.0033126151999999997,0.0010863227,0.0009,0.1564533520142063,0.15555335201420628,True
