entry_threshold,exit_threshold,min_consecutive,config,n_trades,avg_pnl,std_pnl,sharpe,win_rate,total_pnl,total_dollar_pnl,final_capital,total_return,avg_hold,avg_positions,max_positions,avg_exposure
0.002,0.0003,2,Entry>0.20%_Exit<0.030%_Cons>=2,53,0.023741949366230915,0.0966991712664336,0.24552381427153208,0.6415094339622641,1.2583233164102385,13110.026045879376,113110.0260458794,0.13110026045879392,25.07547169811321,0.34901960784313724,7,0.03475790532992414
0.002,0.0003,3,Entry>0.20%_Exit<0.030%_Cons>=3,48,0.03132154700762128,0.09505089033309287,0.329523972872418,0.6875,1.5034342563658214,15942.162902073884,115942.1629020739,0.15942162902073906,26.875,0.32941176470588235,7,0.032790684084438644
0.002,0.0003,4,Entry>0.20%_Exit<0.030%_Cons>=4,47,0.026798446910737662,0.0946126299955542,0.28324386408027036,0.6808510638297872,1.25952700480467,13201.321441301927,113201.32144130184,0.13201321441301844,26.914893617021278,0.3137254901960784,7,0.03124350105370964
0.003,5e-05,1,Entry>0.30%_Exit<0.005%_Cons>=1,37,0.015760322243739362,0.12133177863516253,0.12989443014043103,0.5945945945945946,0.5831319230183564,5742.592037640057,105742.5920376401,0.05742592037640105,47.810810810810814,0.403921568627451,9,0.04029758026575606
0.003,5e-05,2,Entry>0.30%_Exit<0.005%_Cons>=2,32,0.020574379241282217,0.1231967025995642,0.16700430130956279,0.59375,0.6583801357210309,6589.124931265448,106589.12493126545,0.06589124931265454,51.59375,0.3686274509803922,9,0.03680055835553078
0.003,5e-05,3,Entry>0.30%_Exit<0.005%_Cons>=3,31,0.025385728899805192,0.12208367418179325,0.20793713057819366,0.6129032258064516,0.786957595893961,7971.929600807763,107971.92960080777,0.07971929600807766,52.903225806451616,0.36470588235294116,9,0.036402490528640315
0.003,5e-05,4,Entry>0.30%_Exit<0.005%_Cons>=4,27,0.015084830640423643,0.12127873111304187,0.12438150120785256,0.5925925925925926,0.4072904272914384,4004.1216461236518,104004.12164612365,0.04004121646123647,57.48148148148148,0.3411764705882353,9,0.03413352709314397
0.003,0.0001,1,Entry>0.30%_Exit<0.010%_Cons>=1,37,0.016528955832392604,0.11161854338351913,0.14808431763528246,0.5945945945945946,0.6115713657985263,6135.730924025071,106135.730924025,0.061357309240250034,40.189189189189186,0.3568627450980392,8,0.03563757783613265
0.003,0.0001,2,Entry>0.30%_Exit<0.010%_Cons>=2,32,0.014141600537058669,0.11685972043407414,0.12101347225998701,0.5625,0.4525312171858774,4501.07611218933,104501.07611218933,0.045010761121893304,44.8125,0.3333333333333333,8,0.03330771340679679
0.003,0.0001,3,Entry>0.30%_Exit<0.010%_Cons>=3,31,0.018361121523231792,0.11507581980870742,0.15955673010849553,0.5806451612903226,0.5691947672201856,5735.828535890194,105735.82853589024,0.05735828535890236,45.87096774193548,0.32941176470588235,8,0.0329110235129581
0.003,0.0001,4,Entry>0.30%_Exit<0.010%_Cons>=4,27,0.006260338250467157,0.11606610344785215,0.05393769640315264,0.5555555555555556,0.16902913276261325,1636.0762919569095,101636.07629195687,0.01636076291956866,50.25925925925926,0.30980392156862746,8,0.030969726358138362
0.003,0.0002,1,Entry>0.30%_Exit<0.020%_Cons>=1,37,0.0034219337034771266,0.1145317401406614,0.029877601608728734,0.5675675675675675,0.12661154702865368,1149.489183510023,101149.48918351,0.011494891835099988,32.86486486486486,0.3176470588235294,7,0.03170092551758167
0.003,0.0002,2,Entry>0.30%_Exit<0.020%_Cons>=2,32,-0.0003097596522285209,0.1233949822639155,-0.002510309953819769,0.5625,-0.00991230887131267,-205.0601573177987,99794.93984268217,-0.0020506015731782826,36.71875,0.29411764705882354,7,0.029340901301810995
0.003,0.0002,3,Entry>0.30%_Exit<0.020%_Cons>=3,31,0.0037671400077947904,0.12118753016935711,0.03108521151087318,0.5806451612903226,0.1167813402416385,1078.7165987156732,101078.71659871572,0.010787165987157205,37.516129032258064,0.2901960784313726,7,0.02894412048922194
0.003,0.0002,4,Entry>0.30%_Exit<0.020%_Cons>=4,27,-0.007730493757577565,0.12432381139826293,-0.06218031502278715,0.5555555555555556,-0.20872333145459424,-2129.09734633072,97870.90265366928,-0.021290973463307165,40.925925925925924,0.27058823529411763,7,0.026991645396159333
0.003,0.0003,1,Entry>0.30%_Exit<0.030%_Cons>=1,38,0.014839753611599898,0.10342354610817256,0.14348525234358847,0.6578947368421053,0.5639106372407962,5687.054943327668,105687.05494332768,0.056870549433276754,26.18421052631579,0.2784313725490196,7,0.027729700854907283
0.003,0.0003,2,Entry>0.30%_Exit<0.030%_Cons>=2,33,0.013001674865092664,0.11105825391480939,0.11707076607800798,0.6666666666666666,0.4290552705480579,4291.335092695788,104291.33509269576,0.042913350926957645,28.90909090909091,0.25098039215686274,7,0.024984602815691596
0.003,0.0003,3,Entry>0.30%_Exit<0.030%_Cons>=3,32,0.017208466268525967,0.10872821509763672,0.15827047517585896,0.6875,0.550670920592831,5575.910982799589,105575.9109827996,0.055759109827996,29.4375,0.24705882352941178,7,0.024588533345735627
0.003,0.0003,4,Entry>0.30%_Exit<0.030%_Cons>=4,28,0.008137602949465595,0.11043358176465617,0.07368775710641673,0.6785714285714286,0.22785288258503666,2257.391913995175,102257.39191399518,0.02257391913995176,31.571428571428573,0.22745098039215686,7,0.022650304329360608
