coin,entry_hour,exit_hour,entry_price,exit_price,entry_fr,exit_fr,hold_hours,price_return,funding_paid,gross_pnl,net_pnl,exit_reason,fr_bucket,month
STBL,2025-10-10 22:00:00,2025-10-11 02:00:00,0.11136,0.12062,-0.0042249334,8.07873e-05,4,-0.08315373563218395,0.005331736,-0.08848547163218395,-0.08938547163218395,normalized,-0.50% to -0.30%,2025-10
ZEC,2025-10-10 22:00:00,2025-10-11 02:00:00,218.75,227.72,-0.0013170625,1.25e-05,4,-0.04100571428571428,-0.0017385963000000001,-0.03926711798571428,-0.040167117985714276,normalized,-0.20% to -0.10%,2025-10
AVNT,2025-10-11 06:00:00,2025-10-11 11:00:00,0.67357,0.64181,-0.0010916488,-2.43269e-05,5,0.04715174369404815,0.0042495993,0.042902144394048145,0.042002144394048146,normalized,-0.20% to -0.10%,2025-10
USUAL,2025-11-25 21:00:00,2025-11-26 07:00:00,0.03797,0.02956,-0.0072275484,-9.81172e-05,10,0.2214906505135633,0.0280322859,0.19345836461356328,0.19255836461356327,normalized,< -0.50%,2025-11
HEMI,2025-11-25 22:00:00,2025-11-26 12:00:00,0.026136,0.022804,-0.0026016179,-7.88164e-05,14,0.12748699112335468,0.012127446099999998,0.11535954502335469,0.11445954502335469,normalized,-0.30% to -0.20%,2025-11
IP,2025-11-26 02:00:00,2025-11-26 07:00:00,2.87,2.8201,-0.0010368768,-4.73977e-05,5,0.01738675958188155,0.0025363969,0.014850362681881552,0.013950362681881552,normalized,-0.20% to -0.10%,2025-11
RESOLV,2025-11-26 02:00:00,2025-11-29 02:00:00,0.1359,0.083752,-0.0010110654,-0.0009401934,72,0.3837233259749816,0.19741861739999994,0.18630470857498166,0.18540470857498165,timeout,-0.20% to -0.10%,2025-11
TNSR,2025-11-26 05:00:00,2025-11-29 05:00:00,0.14892,0.12034,-0.0013626406,-0.0001051454,72,0.19191512221326884,0.09582711850000003,0.09608800371326881,0.09518800371326881,timeout,-0.20% to -0.10%,2025-11
LAYER,2025-11-26 06:00:00,2025-11-27 09:00:00,0.2474,0.23456,-0.0011629958,-8.69712e-05,27,0.051899757477768864,0.0110382971,0.04086146037776886,0.03996146037776886,normalized,-0.20% to -0.10%,2025-11
OM,2025-11-26 10:00:00,2025-11-29 10:00:00,0.09069,0.08023,-0.0021558783,-0.0001641052,72,0.11533796449443169,0.05059469960000003,0.06474326489443166,0.06384326489443166,timeout,-0.30% to -0.20%,2025-11
ACE,2025-11-26 21:00:00,2025-11-27 05:00:00,0.2533,0.2339,-0.0084264532,-9.62308e-05,8,0.07658902487169375,0.0197051632,0.05688386167169375,0.05598386167169375,normalized,< -0.50%,2025-11
SUPER,2025-11-27 04:00:00,2025-11-30 04:00:00,0.22211,0.24931,-0.0011612071,-0.0026485823,72,-0.12246184323083158,0.14904395429999995,-0.27150579753083154,-0.27240579753083155,timeout,-0.20% to -0.10%,2025-11
TURBO,2025-11-27 19:00:00,2025-11-30 00:00:00,0.002253,0.002112,-0.0015712355,-7.50654e-05,53,0.06258322237017294,0.07379779559999998,-0.011214573229827038,-0.012114573229827038,normalized,-0.20% to -0.10%,2025-11
BANANA,2025-11-27 20:00:00,2025-11-28 09:00:00,9.2858,8.9491,-0.0011120194,1.25e-05,13,0.03625966529539732,0.008349134000000001,0.02791053129539732,0.02701053129539732,normalized,-0.20% to -0.10%,2025-11
MEME,2025-11-28 13:00:00,2025-11-29 01:00:00,0.001389,0.001395,-0.0019380812,-7.74279e-05,12,-0.004319654427645737,0.006539530700000001,-0.010859185127645738,-0.011759185127645738,normalized,-0.20% to -0.10%,2025-11
COMP,2025-11-28 20:00:00,2025-11-30 04:00:00,33.4,32.201,-0.0014837476,-8.2059e-05,32,0.035898203592814315,0.014142695400000004,0.021755508192814313,0.02085550819281431,normalized,-0.20% to -0.10%,2025-11
ALT,2025-11-28 22:00:00,2025-11-29 08:00:00,0.015695,0.014743,-0.0030053576,-9.56069e-05,10,0.0606562599553999,0.0110897044,0.049566555555399905,0.04866655555539991,normalized,-0.50% to -0.30%,2025-11
HMSTR,2025-11-29 07:00:00,2025-11-29 08:00:00,0.000254,0.000247,-0.0013202221,1.25e-05,1,0.027559055118110267,0.0013202221,0.026238833018110266,0.025338833018110265,normalized,-0.20% to -0.10%,2025-11
ARK,2025-11-29 08:00:00,2025-11-29 18:00:00,0.29624,0.30236,-0.0011193724,-3.30882e-05,10,-0.02065892519578725,0.0043338307,-0.02499275589578725,-0.02589275589578725,normalized,-0.20% to -0.10%,2025-11
DYM,2025-11-30 18:00:00,2025-12-02 17:00:00,0.09755,0.09107,-0.0011525644,-5.4709e-05,47,0.06642747309072271,0.04653904119999999,0.019888431890722716,0.018988431890722714,normalized,-0.20% to -0.10%,2025-11
ANIME,2025-12-02 08:00:00,2025-12-02 19:00:00,0.006573,0.006419,-0.0054301737,-6.3368e-05,11,0.023429179978700688,0.0232347631,0.00019441687870068794,-0.000705583121299312,normalized,< -0.50%,2025-12
2Z,2025-12-03 10:00:00,2025-12-03 16:00:00,0.14217,0.1328,-0.0010646834,-8.68144e-05,6,0.06590701273123718,0.004393647399999999,0.061513365331237184,0.060613365331237186,normalized,-0.20% to -0.10%,2025-12
MELANIA,2025-12-05 21:00:00,2025-12-06 00:00:00,0.1165,0.11412,-0.0015008225,1.25e-05,3,0.020429184549356282,0.0021791426,0.018250041949356283,0.01735004194935628,normalized,-0.20% to -0.10%,2025-12
MOODENG,2025-12-06 22:00:00,2025-12-08 21:00:00,0.087177,0.096568,-0.0015703053,-9.84833e-05,47,-0.1077233674019523,0.05706767020000001,-0.16479103760195232,-0.16569103760195233,normalized,-0.20% to -0.10%,2025-12
DOOD,2025-12-07 01:00:00,2025-12-07 19:00:00,0.005357,0.005149,-0.0011568585,-7.04486e-05,18,0.03882770207205523,0.022735992099999998,0.01609170997205523,0.015191709972055231,normalized,-0.20% to -0.10%,2025-12
MOVE,2025-12-09 07:00:00,2025-12-09 18:00:00,0.03991,0.0418,-0.0010654595,-8.29787e-05,11,-0.047356552242545626,0.0082862329,-0.05564278514254563,-0.056542785142545626,normalized,-0.20% to -0.10%,2025-12
NIL,2025-12-09 23:00:00,2025-12-10 00:00:00,0.075405,0.077116,-0.0015624634,-1.08945e-05,1,-0.022690802997148787,0.0015624634,-0.024253266397148785,-0.025153266397148787,normalized,-0.20% to -0.10%,2025-12
XAI,2025-12-10 08:00:00,2025-12-11 12:00:00,0.01842,0.01699,-0.0012022465,-3.80857e-05,28,0.07763300760043416,0.009438410800000003,0.06819459680043416,0.06729459680043416,normalized,-0.20% to -0.10%,2025-12
PROMPT,2025-12-13 00:00:00,2025-12-13 15:00:00,0.064858,0.073573,-0.0014510895,-8.55002e-05,15,-0.13437047087483425,0.0087731731,-0.14314364397483426,-0.14404364397483427,normalized,-0.20% to -0.10%,2025-12
AXS,2026-01-18 04:00:00,2026-01-21 04:00:00,2.0602,2.3164,-0.0023122934,-0.0015596812,72,-0.1243568585574215,0.11013901819999998,-0.23449587675742148,-0.2353958767574215,timeout,-0.30% to -0.20%,2026-01
DASH,2026-01-18 11:00:00,2026-01-21 11:00:00,78.388,68.957,-0.0013516169,-0.0001715294,72,0.12031178241567601,0.04203073899999998,0.07828104341567604,0.07738104341567605,timeout,-0.20% to -0.10%,2026-01
SKR,2026-01-22 03:00:00,2026-01-22 07:00:00,0.052198,0.043004,-0.0015725684,8.72483e-05,4,0.17613701674393656,0.002266075,0.17387094174393655,0.17297094174393654,normalized,-0.20% to -0.10%,2026-01
