initial_capital,final_capital,total_return_pct,num_trades,num_wins,num_losses,win_rate_pct,avg_win,avg_loss,profit_factor,max_drawdown_pct,total_fees,avg_hedged_return
10000.0,9344.904032938697,-6.550959670613028,726,335,391,46.14325068870524,15.812517251480639,-15.22324615423867,0.8899421819146787,13.431197138728738,1306.8000000000002,0.0862026236788378
