coin,entry_hour,direction,entry_fr,exit_type,holding_hours,entry_price,exit_price,exit_hour,exit_fr,price_return,funding_paid,trading_fee,gross_pnl,net_pnl,valid,consecutive_hours,fr_magnitude
PUMP,2025-07-10 07:00:00,long,0.0010115269,normalized_0.05%,3,0.005183,0.005074,2025-07-10 10:00:00,0.0003882846,-0.021030291337063422,0.002719207,0.0009,-0.023749498337063423,-0.024649498337063425,True,4,0.0010115269
PUMP,2025-07-10 08:00:00,long,0.0010105796,normalized_0.05%,2,0.005255,0.005074,2025-07-10 10:00:00,0.0003882846,-0.034443387250237816,0.0017076801,0.0009,-0.03615106735023781,-0.03705106735023781,True,5,0.0010105796
PROVE,2025-08-06 04:00:00,short,-0.0044716302,normalized_0.05%,8,1.3335,1.1972,2025-08-06 12:00:00,-0.0004794295,0.10221222347206589,0.0208015583,0.0009,0.0814106651720659,0.0805106651720659,True,1,0.0044716302
PROVE,2025-08-06 05:00:00,short,-0.0051267075,normalized_0.05%,7,1.2639,1.1972,2025-08-06 12:00:00,-0.0004794295,0.05277316243373683,0.0163299281,0.0009,0.036443234333736835,0.03554323433373684,True,2,0.0051267075
PROVE,2025-08-06 06:00:00,short,-0.0072279749,normalized_0.05%,6,1.2827,1.1972,2025-08-06 12:00:00,-0.0004794295,0.06665627192640516,0.011203220600000001,0.0009,0.05545305132640516,0.054553051326405165,True,3,0.0072279749
PROVE,2025-08-06 09:00:00,short,-0.0010215373,normalized_0.05%,3,1.1398,1.1972,2025-08-06 12:00:00,-0.0004794295,-0.05035971223021593,0.0022624015,0.0009,-0.05262211373021593,-0.053522113730215926,True,1,0.0010215373
PROVE,2025-08-06 15:00:00,short,-0.001092005,normalized_0.05%,2,1.1611,1.0959,2025-08-06 17:00:00,-0.0004965533,0.05615364740332437,0.0018753363000000001,0.0009,0.054278311103324366,0.05337831110332437,True,1,0.001092005
YZY,2025-08-21 13:00:00,short,-0.0013888313,normalized_0.05%,4,0.93686,0.9224,2025-08-21 17:00:00,-0.0001597405,0.015434536643682117,0.0071008969000000005,0.0009,0.008333639743682116,0.0074336397436821165,True,1,0.0013888313
YZY,2025-08-21 14:00:00,short,-0.0020524837,normalized_0.05%,3,0.96924,0.9224,2025-08-21 17:00:00,-0.0001597405,0.04832652387437579,0.005712065600000001,0.0009,0.04261445827437579,0.04171445827437579,True,2,0.0020524837
YZY,2025-08-21 15:00:00,short,-0.0019749605,normalized_0.05%,2,1.0051,0.9224,2025-08-21 17:00:00,-0.0001597405,0.08228037011242673,0.0036595819,0.0009,0.07862078821242673,0.07772078821242673,True,3,0.0019749605
YZY,2025-08-21 16:00:00,short,-0.0016846214,normalized_0.05%,1,0.98435,0.9224,2025-08-21 17:00:00,-0.0001597405,0.06293493168080454,0.0016846214,0.0009,0.061250310280804535,0.06035031028080454,True,4,0.0016846214
YZY,2025-08-22 09:00:00,short,-0.0030745641,normalized_0.05%,5,0.66756,0.7661,2025-08-22 14:00:00,-0.0003613466,-0.14761219965246564,0.0080637471,0.0009,-0.15567594675246563,-0.15657594675246564,True,1,0.0030745641
YZY,2025-08-22 10:00:00,short,-0.0017199062,normalized_0.05%,4,0.67329,0.7661,2025-08-22 14:00:00,-0.0003613466,-0.13784550490873165,0.004989183,0.0009,-0.14283468790873166,-0.14373468790873167,True,2,0.0017199062
XPL,2025-08-22 11:00:00,long,0.0011963443,normalized_0.05%,2,0.43555,0.43421,2025-08-22 13:00:00,1.33964e-05,-0.0030765698542073424,0.0017796853,0.0009,-0.0048562551542073425,-0.005756255154207342,True,1,0.0011963443
YZY,2025-08-22 11:00:00,short,-0.0016587918,normalized_0.05%,3,0.68788,0.7661,2025-08-22 14:00:00,-0.0003613466,-0.11371169390009879,0.0032692768,0.0009,-0.11698097070009879,-0.11788097070009879,True,3,0.0016587918
XPL,2025-08-22 17:00:00,long,0.0010498822,normalized_0.05%,4,0.48444,0.5067,2025-08-22 21:00:00,0.0003726702,0.045949962843695936,0.0028337614000000003,0.0009,0.043116201443695934,0.042216201443695936,True,1,0.0010498822
WLFI,2025-08-23 21:00:00,short,-0.0010395945,normalized_0.05%,10,0.29558,0.25254,2025-08-24 07:00:00,-0.0004976424,0.1456120170512214,0.008445684600000001,0.0009,0.1371663324512214,0.13626633245122138,True,1,0.0010395945
WLFI,2025-08-23 22:00:00,short,-0.0010982021,normalized_0.05%,9,0.27684,0.25254,2025-08-24 07:00:00,-0.0004976424,0.08777633289986993,0.007406090099999999,0.0009,0.08037024279986993,0.07947024279986993,True,2,0.0010982021
WLFI,2025-08-23 23:00:00,short,-0.001101726,normalized_0.05%,8,0.30103,0.25254,2025-08-24 07:00:00,-0.0004976424,0.16108029100089702,0.006307888,0.0009,0.154772403000897,0.153872403000897,True,3,0.001101726
WLFI,2025-08-24 00:00:00,short,-0.0010655856,normalized_0.05%,7,0.28945,0.25254,2025-08-24 07:00:00,-0.0004976424,0.1275177059941268,0.005206161999999999,0.0009,0.12231154399412679,0.12141154399412679,True,4,0.0010655856
YZY,2025-08-25 11:00:00,short,-0.001748359,normalized_0.05%,2,0.57443,0.56536,2025-08-25 13:00:00,-0.0002102975,0.015789565308218623,0.003328254,0.0009,0.012461311308218623,0.011561311308218624,True,1,0.001748359
YZY,2025-08-25 12:00:00,short,-0.001579895,normalized_0.05%,1,0.57189,0.56536,2025-08-25 13:00:00,-0.0002102975,0.011418279739110731,0.001579895,0.0009,0.009838384739110731,0.008938384739110732,True,2,0.001579895
YZY,2025-08-25 18:00:00,short,-0.0016562602,normalized_0.05%,7,0.55869,0.54937,2025-08-26 01:00:00,-0.000405669,0.016681880828366347,0.0071710448,0.0009,0.009510836028366347,0.008610836028366348,True,1,0.0016562602
YZY,2025-08-25 19:00:00,short,-0.0020126794,normalized_0.05%,6,0.57657,0.54937,2025-08-26 01:00:00,-0.000405669,0.047175538095981406,0.0055147846,0.0009,0.041660753495981404,0.040760753495981406,True,2,0.0020126794
YZY,2025-08-25 20:00:00,short,-0.0013108966,normalized_0.05%,5,0.55211,0.54937,2025-08-26 01:00:00,-0.000405669,0.004962779156327479,0.0035021052,0.0009,0.001460673956327479,0.000560673956327479,True,3,0.0013108966
XPL,2025-08-27 09:00:00,long,0.0015071701,normalized_0.05%,2,0.72288,0.74108,2025-08-27 11:00:00,0.0003869589,0.025177069499778656,0.0026462685,0.0009,0.022530800999778656,0.021630800999778654,True,1,0.0015071701
WLFI,2025-08-27 10:00:00,long,0.0010063841,normalized_0.05%,1,0.30809,0.3156,2025-08-27 11:00:00,0.000433699,0.024375994027719228,0.0010063841,0.0009,0.023369609927719227,0.022469609927719226,True,1,0.0010063841
XPL,2025-08-27 10:00:00,long,0.0011390984,normalized_0.05%,1,0.72835,0.74108,2025-08-27 11:00:00,0.0003869589,0.01747786091851432,0.0011390984,0.0009,0.01633876251851432,0.015438762518514322,True,2,0.0011390984
XPL,2025-08-28 20:00:00,long,0.0010719625,normalized_0.05%,7,0.96274,1.0797,2025-08-29 03:00:00,0.0004288981,0.12148659035669034,0.0054278084,0.0009,0.11605878195669034,0.11515878195669034,True,1,0.0010719625
WLFI,2025-09-01 15:00:00,long,0.0011399855,normalized_0.05%,1,0.25418,0.24766,2025-09-01 16:00:00,0.000125697,-0.02565111338421601,0.0011399855,0.0009,-0.02679109888421601,-0.02769109888421601,True,1,0.0011399855
YZY,2025-09-01 21:00:00,short,-0.0010757958,normalized_0.05%,5,0.48581,0.48402,2025-09-02 02:00:00,-0.0002317096,0.0036845680410037126,0.0052680323,0.0009,-0.0015834642589962877,-0.0024834642589962874,True,1,0.0010757958
YZY,2025-09-01 22:00:00,short,-0.001342208,normalized_0.05%,4,0.48247,0.48402,2025-09-02 02:00:00,-0.0002317096,-0.003212634982485949,0.0041922365,0.0009,-0.007404871482485949,-0.008304871482485949,True,2,0.001342208
YZY,2025-09-01 23:00:00,short,-0.0011389216,normalized_0.05%,3,0.48641,0.48402,2025-09-02 02:00:00,-0.0002317096,0.004913550297074491,0.0028500285,0.0009,0.002063521797074491,0.001163521797074491,True,3,0.0011389216
YZY,2025-09-02 00:00:00,short,-0.0010186303,normalized_0.05%,2,0.49176,0.48402,2025-09-02 02:00:00,-0.0002317096,0.015739385065885736,0.0017111069,0.0009,0.014028278165885736,0.013128278165885736,True,4,0.0010186303
BIO,2025-09-05 18:00:00,short,-0.0017717782,normalized_0.05%,17,0.16583,0.16974,2025-09-06 11:00:00,-0.0004248116,-0.023578363384188606,0.018231258200000003,0.0009,-0.041809621584188605,-0.0427096215841886,True,1,0.0017717782
BIO,2025-09-05 19:00:00,short,-0.0019723595,normalized_0.05%,16,0.16634,0.16974,2025-09-06 11:00:00,-0.0004248116,-0.020440062522544274,0.016459480000000005,0.0009,-0.03689954252254428,-0.03779954252254428,True,2,0.0019723595
BIO,2025-09-05 20:00:00,short,-0.001102983,normalized_0.05%,15,0.16238,0.16974,2025-09-06 11:00:00,-0.0004248116,-0.04532577903682723,0.014487120499999999,0.0009,-0.05981289953682723,-0.06071289953682723,True,3,0.001102983
BIO,2025-09-05 21:00:00,short,-0.0010360694,normalized_0.05%,14,0.16717,0.16974,2025-09-06 11:00:00,-0.0004248116,-0.015373571813124298,0.0133841375,0.0009,-0.028757709313124297,-0.029657709313124298,True,4,0.0010360694
BIO,2025-09-05 23:00:00,short,-0.0010420621,normalized_0.05%,12,0.17138,0.16974,2025-09-06 11:00:00,-0.0004248116,0.009569377990430637,0.011424318099999999,0.0009,-0.0018549401095693616,-0.0027549401095693614,True,1,0.0010420621
BIO,2025-09-06 02:00:00,short,-0.0011619111,normalized_0.05%,9,0.17975,0.16974,2025-09-06 11:00:00,-0.0004248116,0.05568845618915155,0.008642240599999998,0.0009,0.047046215589151556,0.04614621558915156,True,1,0.0011619111
BIO,2025-09-06 03:00:00,short,-0.0013554528,normalized_0.05%,8,0.18114,0.16974,2025-09-06 11:00:00,-0.0004248116,0.062934746604836,0.007480329499999999,0.0009,0.055454417104836,0.054554417104836,True,2,0.0013554528
BIO,2025-09-06 04:00:00,short,-0.0012877979,normalized_0.05%,7,0.18376,0.16974,2025-09-06 11:00:00,-0.0004248116,0.07629516760992601,0.0061248766999999985,0.0009,0.070170290909926,0.06927029090992601,True,3,0.0012877979
BIO,2025-09-06 15:00:00,short,-0.0010157407,normalized_0.05%,4,0.17345,0.1653,2025-09-06 19:00:00,-0.0004938842,0.04698760449697314,0.0034680779000000003,0.0009,0.04351952659697314,0.04261952659697314,True,1,0.0010157407
KAITO,2025-09-09 02:00:00,short,-0.0010180047,normalized_0.05%,30,1.4216,1.3091,2025-09-10 08:00:00,-0.0003805039,0.07913618458075411,0.031455677099999996,0.0009,0.047680507480754114,0.046780507480754116,True,1,0.0010180047
KAITO,2025-09-09 03:00:00,short,-0.0010775282,normalized_0.05%,29,1.4204,1.3091,2025-09-10 08:00:00,-0.0003805039,0.078358208955224,0.030437672399999994,0.0009,0.047920536555224005,0.04702053655522401,True,2,0.0010775282
KAITO,2025-09-09 04:00:00,short,-0.0011244215,normalized_0.05%,28,1.3674,1.3091,2025-09-10 08:00:00,-0.0003805039,0.042635658914728695,0.029360144199999997,0.0009,0.013275514714728699,0.012375514714728699,True,3,0.0011244215
KAITO,2025-09-09 11:00:00,short,-0.0012906422,normalized_0.05%,21,1.3455,1.3091,2025-09-10 08:00:00,-0.0003805039,0.02705314009661835,0.0235694758,0.0009,0.003483664296618349,0.002583664296618349,True,1,0.0012906422
KAITO,2025-09-09 12:00:00,short,-0.0011238827,normalized_0.05%,20,1.3054,1.3091,2025-09-10 08:00:00,-0.0003805039,-0.002834380266584983,0.0222788336,0.0009,-0.025113213866584983,-0.026013213866584985,True,2,0.0011238827
KAITO,2025-09-10 01:00:00,short,-0.0037201704,normalized_0.05%,7,1.399,1.3091,2025-09-10 08:00:00,-0.0003805039,0.06426018584703366,0.012231602300000002,0.0009,0.05202858354703366,0.05112858354703366,True,1,0.0037201704
KAITO,2025-09-10 02:00:00,short,-0.0024410683,normalized_0.05%,6,1.3787,1.3091,2025-09-10 08:00:00,-0.0003805039,0.050482338434757454,0.008511431900000001,0.0009,0.04197090653475745,0.04107090653475745,True,2,0.0024410683
KAITO,2025-09-10 03:00:00,short,-0.0021843355,normalized_0.05%,5,1.3371,1.3091,2025-09-10 08:00:00,-0.0003805039,0.02094084212100817,0.0060703636,0.0009,0.01487047852100817,0.01397047852100817,True,3,0.0021843355
KAITO,2025-09-10 04:00:00,short,-0.0014850689,normalized_0.05%,4,1.3214,1.3091,2025-09-10 08:00:00,-0.0003805039,0.009308309368851202,0.0038860281,0.0009,0.005422281268851202,0.004522281268851202,True,4,0.0014850689
OMNI,2025-09-10 04:00:00,short,-0.0019533808,normalized_0.05%,41,3.5348,3.4549,2025-09-11 21:00:00,-0.000484429,0.02260382482743021,0.07193000159999996,0.0009,-0.04932617677256975,-0.05022617677256975,True,1,0.0019533808
KAITO,2025-09-10 05:00:00,short,-0.001020611,normalized_0.05%,3,1.3108,1.3091,2025-09-10 08:00:00,-0.0003805039,0.00129691791272508,0.0024009592,0.0009,-0.0011040412872749198,-0.00200404128727492,True,5,0.001020611
OMNI,2025-09-10 05:00:00,short,-0.0021190544,normalized_0.05%,40,3.5098,3.4549,2025-09-11 21:00:00,-0.000484429,0.01564191691834291,0.06997662079999997,0.0009,-0.054334703881657065,-0.05523470388165706,True,2,0.0021190544
OMNI,2025-09-10 06:00:00,short,-0.00204736,normalized_0.05%,39,3.5164,3.4549,2025-09-11 21:00:00,-0.000484429,0.017489477875099566,0.06785756639999997,0.0009,-0.050368088524900406,-0.051268088524900404,True,3,0.00204736
OMNI,2025-09-10 07:00:00,short,-0.0022648169,normalized_0.05%,38,3.6766,3.4549,2025-09-11 21:00:00,-0.000484429,0.060300277430234514,0.06581020639999997,0.0009,-0.00550992896976546,-0.006409928969765459,True,4,0.0022648169
OMNI,2025-09-10 08:00:00,short,-0.0024098415,normalized_0.05%,37,3.7114,3.4549,2025-09-11 21:00:00,-0.000484429,0.06911138653877243,0.06354538949999998,0.0009,0.005565997038772447,0.004665997038772447,True,5,0.0024098415
OMNI,2025-09-10 09:00:00,short,-0.0041629241,normalized_0.05%,36,3.7702,3.4549,2025-09-11 21:00:00,-0.000484429,0.08362951567556101,0.06113554799999999,0.0009,0.02249396767556102,0.02159396767556102,True,6,0.0041629241
OMNI,2025-09-10 10:00:00,short,-0.0034083632,normalized_0.05%,35,3.6983,3.4549,2025-09-11 21:00:00,-0.000484429,0.06581402265905964,0.056972623899999984,0.0009,0.008841398759059656,0.007941398759059656,True,7,0.0034083632
OMNI,2025-09-10 11:00:00,short,-0.0033423376,normalized_0.05%,34,3.5832,3.4549,2025-09-11 21:00:00,-0.000484429,0.035805983478455095,0.053564260699999984,0.0009,-0.01775827722154489,-0.01865827722154489,True,8,0.0033423376
OMNI,2025-09-10 12:00:00,short,-0.0029787173,normalized_0.05%,33,3.6225,3.4549,2025-09-11 21:00:00,-0.000484429,0.04626639061421675,0.0502219231,0.0009,-0.003955532485783252,-0.004855532485783251,True,9,0.0029787173
OMNI,2025-09-10 13:00:00,short,-0.0027753213,normalized_0.05%,32,3.619,3.4549,2025-09-11 21:00:00,-0.000484429,0.045344017684443315,0.0472432058,0.0009,-0.0018991881155566853,-0.002799188115556685,True,10,0.0027753213
OMNI,2025-09-10 14:00:00,short,-0.0021916577,normalized_0.05%,31,3.6131,3.4549,2025-09-11 21:00:00,-0.000484429,0.043785115274971725,0.04446788449999999,0.0009,-0.0006827692250282666,-0.0015827692250282666,True,11,0.0021916577
OMNI,2025-09-10 15:00:00,short,-0.0021235426,normalized_0.05%,30,3.5771,3.4549,2025-09-11 21:00:00,-0.000484429,0.03416175113919105,0.042276226800000004,0.0009,-0.008114475660808952,-0.009014475660808952,True,12,0.0021235426
OMNI,2025-09-10 16:00:00,short,-0.001933451,normalized_0.05%,29,3.5962,3.4549,2025-09-11 21:00:00,-0.000484429,0.0392914743340193,0.040152684200000004,0.0009,-0.0008612098659807055,-0.0017612098659807055,True,13,0.001933451
LINEA,2025-09-10 17:00:00,short,-0.0018308451,normalized_0.05%,1,0.026561,0.025138,2025-09-10 18:00:00,2.37206e-05,0.05357479010579423,0.0018308451,0.0009,0.05174394500579423,0.050843945005794235,True,1,0.0018308451
OMNI,2025-09-10 17:00:00,short,-0.0018560078,normalized_0.05%,28,3.6923,3.4549,2025-09-11 21:00:00,-0.000484429,0.06429596728326518,0.0382192332,0.0009,0.026076734083265184,0.025176734083265182,True,14,0.0018560078
OMNI,2025-09-10 18:00:00,short,-0.0020666131,normalized_0.05%,27,3.7526,3.4549,2025-09-11 21:00:00,-0.000484429,0.07933166338005657,0.0363632254,0.0009,0.04296843798005657,0.04206843798005657,True,15,0.0020666131
OMNI,2025-09-10 19:00:00,short,-0.0023945631,normalized_0.05%,26,3.6408,3.4549,2025-09-11 21:00:00,-0.000484429,0.05106020654801147,0.034296612299999994,0.0009,0.01676359424801148,0.015863594248011478,True,16,0.0023945631
OMNI,2025-09-10 20:00:00,short,-0.0020846891,normalized_0.05%,25,3.6586,3.4549,2025-09-11 21:00:00,-0.000484429,0.055677034931394524,0.0319020492,0.0009,0.023774985731394527,0.022874985731394525,True,17,0.0020846891
OMNI,2025-09-10 21:00:00,short,-0.0017624852,normalized_0.05%,24,3.6678,3.4549,2025-09-11 21:00:00,-0.000484429,0.05804569496701028,0.029817360100000002,0.0009,0.028228334867010277,0.027328334867010275,True,18,0.0017624852
OMNI,2025-09-10 22:00:00,short,-0.0016908489,normalized_0.05%,23,3.6893,3.4549,2025-09-11 21:00:00,-0.000484429,0.06353508795706501,0.0280548749,0.0009,0.035480213057065016,0.03458021305706502,True,19,0.0016908489
OMNI,2025-09-10 23:00:00,short,-0.0015334084,normalized_0.05%,22,3.7111,3.4549,2025-09-11 21:00:00,-0.000484429,0.06903613483872711,0.026364026,0.0009,0.042672108838727116,0.04177210883872712,True,20,0.0015334084
OMNI,2025-09-11 00:00:00,short,-0.0014466534,normalized_0.05%,21,3.5879,3.4549,2025-09-11 21:00:00,-0.000484429,0.037069037598595284,0.0248306176,0.0009,0.012238419998595283,0.011338419998595283,True,21,0.0014466534
KAITO,2025-09-11 01:00:00,short,-0.0019002451,normalized_0.05%,5,1.241,1.2345,2025-09-11 06:00:00,-0.0003388137,0.0052377115229654886,0.0058609552,0.0009,-0.0006232436770345117,-0.0015232436770345116,True,1,0.0019002451
OMNI,2025-09-11 01:00:00,short,-0.0021526283,normalized_0.05%,20,3.6225,3.4549,2025-09-11 21:00:00,-0.000484429,0.04626639061421675,0.023383964200000003,0.0009,0.02288242641421675,0.021982426414216747,True,22,0.0021526283
KAITO,2025-09-11 02:00:00,short,-0.0012947319,normalized_0.05%,4,1.229,1.2345,2025-09-11 06:00:00,-0.0003388137,-0.004475183075671145,0.003960710100000001,0.0009,-0.008435893175671146,-0.009335893175671146,True,2,0.0012947319
OMNI,2025-09-11 02:00:00,short,-0.0021337064,normalized_0.05%,19,3.5655,3.4549,2025-09-11 21:00:00,-0.000484429,0.03101949235731321,0.021231335900000002,0.0009,0.009788156457313207,0.008888156457313208,True,23,0.0021337064
KAITO,2025-09-11 03:00:00,short,-0.0011972562,normalized_0.05%,3,1.238,1.2345,2025-09-11 06:00:00,-0.0003388137,0.0028271405492730686,0.0026659782,0.0009,0.00016116234927306865,-0.0007388376507269313,True,3,0.0011972562
OMNI,2025-09-11 03:00:00,short,-0.001844199,normalized_0.05%,18,3.572,3.4549,2025-09-11 21:00:00,-0.000484429,0.03278275475923858,0.0190976295,0.0009,0.013685125259238578,0.012785125259238578,True,24,0.001844199
OMNI,2025-09-11 04:00:00,short,-0.001492847,normalized_0.05%,17,3.5651,3.4549,2025-09-11 21:00:00,-0.000484429,0.03091077389133553,0.0172534305,0.0009,0.013657343391335529,0.012757343391335529,True,25,0.001492847
OMNI,2025-09-11 05:00:00,short,-0.0014107576,normalized_0.05%,16,3.5412,3.4549,2025-09-11 21:00:00,-0.000484429,0.024370269964983635,0.015760583499999998,0.0009,0.008609686464983637,0.007709686464983637,True,26,0.0014107576
OMNI,2025-09-11 06:00:00,short,-0.0013601819,normalized_0.05%,15,3.5321,3.4549,2025-09-11 21:00:00,-0.000484429,0.02185668582429714,0.014349825899999998,0.0009,0.0075068599242971434,0.006606859924297144,True,27,0.0013601819
OMNI,2025-09-11 07:00:00,short,-0.0013212697,normalized_0.05%,14,3.5248,3.4549,2025-09-11 21:00:00,-0.000484429,0.019830912392192486,0.012989643999999998,0.0009,0.006841268392192488,0.005941268392192488,True,28,0.0013212697
OMNI,2025-09-11 08:00:00,short,-0.0011539524,normalized_0.05%,13,3.549,3.4549,2025-09-11 21:00:00,-0.000484429,0.026514511129895765,0.0116683743,0.0009,0.014846136829895766,0.013946136829895766,True,29,0.0011539524
OMNI,2025-09-11 09:00:00,short,-0.0012828744,normalized_0.05%,12,3.5233,3.4549,2025-09-11 21:00:00,-0.000484429,0.019413617915022854,0.0105144219,0.0009,0.008899196015022854,0.007999196015022855,True,30,0.0012828744
