target_coin,hedge_coin,hour,position_type,beta,target_funding,hedge_funding,funding_pnl,price_pnl,hedge_pnl,gross_pnl,trading_fee,net_pnl,valid,correlation,net_funding
OMNI,OM,2025-09-10 06:00:00,long,1.1948519788990772,-0.00204736,1.25e-05,0.0020622956497362383,0.0455579570014788,-0.0017507790340570359,0.045869473617158,0.0019753667810091698,0.04389410683614883,True,0.4858292845487499,0.0020598599999999997
OMNI,OM,2025-09-10 07:00:00,long,1.192179939136469,-0.0022648169,1.25e-05,0.002279719149239206,0.009465266822607843,0.004578808234075287,0.016323794205922337,0.001972961945222822,0.014350832260699515,True,0.4854308338184684,0.0022773169
OMNI,OM,2025-09-10 08:00:00,long,1.1994403216997807,-0.0024098415,1.25e-05,0.0024248345040212473,0.015843078083741968,-0.00011010605606102243,0.018157806531702195,0.0019794962895298028,0.01617831024217239,True,0.4759104747345706,0.0024223415
OMNI,OM,2025-09-10 09:00:00,long,1.189997249295934,-0.0041629241,1.25e-05,0.0041777990656161985,-0.019070606333881468,0.003986864895066533,-0.010905942373198736,0.0019709975243663407,-0.012876939897565077,True,0.4724502011978731,0.0041754241
OMNI,OM,2025-09-10 10:00:00,long,1.1888036723752136,-0.0034083632,1.25e-05,0.00342322324590469,-0.031122407592677703,-0.0006021753728186066,-0.02830135971959162,0.001969923305137692,-0.030271283024729312,True,0.4706227712819205,0.0034208631999999998
OMNI,OM,2025-09-10 11:00:00,long,1.198198537598987,-0.0033423376,1.25e-05,0.0033573150817199876,0.010967849966510457,-0.013952420030954394,0.0003727450172760511,0.001978378683839088,-0.001605633666563037,True,0.4723812829442969,0.0033548376
OMNI,OM,2025-09-10 12:00:00,long,1.1980164751503712,-0.0029787173,1.25e-05,0.00299369250593938,-0.0009661835748792091,-0.005395979574153163,-0.003368470643092992,0.0019782148276353342,-0.0053466854707283264,True,0.46634009534472454,0.0029912173
OMNI,OM,2025-09-10 13:00:00,long,1.191212478623762,-0.0027753213,1.25e-05,0.002790211455982797,-0.001630284609008048,0.0019422822243062069,0.003102209071280956,0.0019720912307613857,0.00113011784051957,True,0.4680256443713055,0.0027878213
OMNI,OM,2025-09-10 14:00:00,long,1.1833440507911615,-0.0021916577,1.25e-05,0.0022064495006348895,-0.009963743046137674,0.0024157547650320013,-0.005341538780470783,0.0019650096457120452,-0.007306548426182828,True,0.46597591662314386,0.0022041577
OMNI,OM,2025-09-10 15:00:00,long,1.1754034527696402,-0.0021235426,1.25e-05,0.0021382351431596205,0.00533952084090461,0.005289796428047894,0.012767552412112124,0.001957863107492676,0.010809689304619449,True,0.4629344704120598,0.0021360426
OMNI,OM,2025-09-10 16:00:00,long,1.1779837542873688,-0.001933451,1.25e-05,0.0019481757969285923,0.026722651687892673,0.006670166926874873,0.035340994411696136,0.0019601853788586317,0.03338080903283751,True,0.4634914407416931,0.001945951
LINEA,MOODENG,2025-09-10 17:00:00,long,1.2782439834667068,-0.0018308451,1.25e-05,0.0018468231497933338,-0.053574790105794245,0.0028949318134925935,-0.048833035142508315,0.002050419585120036,-0.05088345472762835,True,0.36316953812125147,0.0018433451
OMNI,OM,2025-09-10 17:00:00,long,1.168291953775405,-0.0018560078,1.25e-05,0.0018706114494221927,0.016331284023508363,0.0019851573956230577,0.02018705286855361,0.0019514627583978644,0.01823559011015575,True,0.45918002565473315,0.0018685078
OMNI,OM,2025-09-10 18:00:00,long,1.1353676465127498,-0.0020666131,1.25e-05,0.0020808051955814094,-0.029792677077226437,0.018593747454160266,-0.009118124427484761,0.0019218308818614747,-0.011039955309346237,True,0.44369229300119767,0.0020791131
OMNI,OM,2025-09-10 19:00:00,long,1.1289622388553768,-0.0023945631,1.25e-05,0.0024086751279856922,0.004889035376840267,-0.008131146982682896,-0.0008334364778569362,0.001916066014969839,-0.002749502492826775,True,0.4399483577664008,0.0024070631
OMNI,OM,2025-09-10 20:00:00,long,1.1592699926348446,-0.0020846891,1.25e-05,0.0020991799749079353,0.002514623079866718,-0.012057785956083037,-0.007443982901308384,0.00194334299337136,-0.009387325894679744,True,0.45646695153388994,0.0020971890999999998
OMNI,OM,2025-09-10 21:00:00,long,1.1545432469726515,-0.0017624852,1.25e-05,0.001776916990587158,0.0058618245269643765,0.0019631479842824226,0.009601889501833957,0.0019390889222753863,0.00766280057955857,True,0.45613862321209353,0.0017749851999999998
OMNI,OM,2025-09-10 22:00:00,long,1.1408977188784717,-0.0016908489,1.25e-05,0.001705110121485981,0.00590898002331075,0.002520972725045715,0.010135062869842447,0.0019268079469906244,0.008208254922851823,True,0.4541404843174066,0.0017033489
OMNI,OM,2025-09-10 23:00:00,long,1.1393263587492684,-0.0015334084,1.25e-05,0.0015476499794843657,-0.033197704184743104,-0.0002628203826412114,-0.03191287458789995,0.0019253937228743414,-0.03383826831077429,True,0.4534736984126971,0.0015459083999999998
OMNI,OM,2025-09-11 00:00:00,long,1.1362186563141776,-0.0014466534,1.25e-05,0.0014608561332039272,0.009643524067002973,-5.24086096086972e-05,0.011051971590598203,0.0019225967906827599,0.009129374799915444,True,0.45261388040455836,0.0014591533999999998
KAITO,WLD,2025-09-11 01:00:00,long,0.34991188180209454,-0.0019002451,1.25e-05,0.0019046189985225262,-0.00966962127316684,0.011111937953911001,0.0033469356792666877,0.0012149206936218852,0.0021320149856448025,True,0.4611884503542307,0.0019127451
OMNI,OM,2025-09-11 01:00:00,long,1.1395838927089479,-0.0021526283,1.25e-05,0.0021668730986588616,-0.015734989648033104,0.003626737170652554,-0.009941379378721688,0.001925625503438053,-0.011867004882159742,True,0.4469405688517201,0.0021651282999999998
KAITO,WLD,2025-09-11 02:00:00,long,0.3486167231404676,-0.0012947319,1.25e-05,0.001299089609039256,0.007323026851098424,-0.004209401071279405,0.004412715388858276,0.0012137550508264207,0.003198960338031855,True,0.4599587047874928,0.0013072319
OMNI,OM,2025-09-11 02:00:00,long,1.1391397014453848,-0.0021337064,1.25e-05,0.0021479456462680673,0.0018230262235310324,-0.009329433979077963,-0.005358462109278863,0.0019252257313008463,-0.00728368784057971,True,0.44619742306181787,0.0021462064
KAITO,WLD,2025-09-11 03:00:00,long,0.3478896264613128,-0.0011972562,1.25e-05,0.0012016048203307664,-0.009693053311793265,0.0015250696681895401,-0.006966378823272957,0.0012131006638151816,-0.008179479487088139,True,0.4614550164126125,0.0012097561999999998
OMNI,OM,2025-09-11 03:00:00,long,1.1437892002648868,-0.001844199,1.25e-05,0.001858496365003311,-0.0019316909294512241,0.003569583992749266,0.0034963894283013526,0.0019294102802383981,0.0015669791480629545,True,0.4467956663770988,0.0018566989999999998
OMNI,OM,2025-09-11 04:00:00,long,1.1380676868219073,-0.001492847,1.25e-05,0.0015070728460852738,-0.006703879274073676,0.004820322599678262,-0.00037648382831014047,0.0019242609181397165,-0.002300744746449857,True,0.44275475150312715,0.001505347
OMNI,OM,2025-09-11 05:00:00,long,1.1373517259422943,-0.0014107576,1.25e-05,0.0014249744965742787,-0.0025697503671072708,-0.0035231663802364178,-0.00466794225076941,0.0019236165533480648,-0.006591558804117475,True,0.4428887892813972,0.0014232576
OMNI,OM,2025-09-11 06:00:00,long,1.1454187249794545,-0.0013601819,1.25e-05,0.001374499634062243,-0.0020667591517793404,-0.0010030860884316347,-0.0016953456061487321,0.001930876852481509,-0.003626222458630241,True,0.44197334839632724,0.0013726818999999998
OMNI,OM,2025-09-11 07:00:00,long,1.1448735439425897,-0.0013212697,1.25e-05,0.0013355806192992823,0.006865637766681809,-0.0004745043470173332,0.0077267140389637575,0.0019303861895483307,0.005796327849415427,True,0.44021166521096344,0.0013337696999999999
OMNI,OM,2025-09-11 08:00:00,long,1.148793209954559,-0.0011539524,1.25e-05,0.0011683123151244319,-0.0072414764722457114,0.004706435080369939,-0.0013667290767513402,0.0019339138889591032,-0.0033006429657104434,True,0.44054039428122477,0.0011664523999999998
OMNI,OM,2025-09-11 09:00:00,long,1.1519113185583387,-0.0012828744,1.25e-05,0.0012972732914819792,-0.013396531660658906,0.004206193398017446,-0.007893064971159481,0.0019367201867025049,-0.009829785157861986,True,0.4405953443790422,0.0012953743999999999
OMNI,OM,2025-09-11 10:00:00,long,1.1539706108183474,-0.0012293241,1.25e-05,0.0012437487326352294,0.0007767325450935836,0.009796651594904292,0.011817132872633106,0.0019385735497365127,0.009878559322896593,True,0.44178224388641546,0.0012418241
OMNI,OM,2025-09-11 11:00:00,long,1.1612781408633126,-0.0010804366,1.25e-05,0.0010949525767607914,-0.010607105898585711,0.0007063405151930917,-0.008805812806631829,0.0019451503267769812,-0.01075096313340881,True,0.44407677136864,0.0010929365999999999
OMNI,OM,2025-09-11 12:00:00,long,1.1471189692015384,-0.0011519481,1.25e-05,0.0011662870871150192,0.0027601034312443318,-0.00472595830008123,-0.0007995677817218792,0.0019324070722813846,-0.002731974854003264,True,0.4413162581470112,0.0011644480999999998
MERL,MEME,2025-09-16 07:00:00,long,0.2859776965505718,-0.0012185075,1.25e-05,0.001222082221206882,0.02961245150069125,-0.0019432233061194356,0.028891310415778696,0.0011573799268955146,0.02773393048888318,True,0.17617779129455638,0.0012310074999999998
MERL,MEME,2025-09-16 08:00:00,long,0.2760624851848216,-0.0021837566,1.25e-05,0.0021872073810648104,-0.14536319140641907,0.007349245012419368,-0.13582673901293488,0.0011484562366663395,-0.13697519524960122,True,0.17012478073063228,0.0021962566
MERL,MEME,2025-09-16 09:00:00,long,0.28611786404909695,-0.001321278,1.25e-05,0.0013248544733006136,-0.06558207896203949,-0.00022042978740300745,-0.0644776542761419,0.0011575060776441873,-0.06563516035378608,True,0.17524281776867418,0.0013337779999999999
MERL,MEME,2025-09-16 10:00:00,long,0.5048793602860399,-0.0022090883,1.25e-05,0.0022153992920035757,-0.012529153332971776,-0.005441347993844923,-0.015755102034813125,0.001354391424257436,-0.01710949345907056,True,0.25762859395425997,0.0022215883
MERL,MEME,2025-09-16 11:00:00,long,0.49865385795448497,-0.0019394541,1.25e-05,0.0019456872732244311,0.014610567944633557,0.002278692420203238,0.018834947638061227,0.0013487884721590363,0.01748615916590219,True,0.24591831818871895,0.0019519541
MERL,MEME,2025-09-16 12:00:00,long,0.48568734354029097,-0.0017291029,1.25e-05,0.0017351739917942537,0.01066478995236042,0.0018580235024494899,0.014257987446604165,0.0013371186091862618,0.012920868837417903,True,0.23995468154910937,0.0017416029
MERL,MEME,2025-09-16 13:00:00,long,0.4798448212334397,-0.0024634455,1.25e-05,0.0024694435602654182,-0.01794418554823496,0.0001842722047747767,-0.015290469783194763,0.0013318603391100957,-0.01662233012230486,True,0.23646365580924816,0.0024759455
MERL,MEME,2025-09-16 14:00:00,long,0.47561253711407003,-0.002564675,1.25e-05,0.002570620156713926,0.0892876622668266,-0.000730868285999394,0.09112741413754114,0.0013280512834026631,0.08979936285413848,True,0.23453763179590245,0.002577175
MERL,MEME,2025-09-16 15:00:00,long,0.4791995305801171,-0.0014181484,1.25e-05,0.0014241383941322515,-0.10680486705723291,0.0033086273687924733,-0.10207210129430819,0.0013312795775221053,-0.10340338087183029,True,0.23237874262180283,0.0014306484
KAITO,VIRTUAL,2025-09-17 02:00:00,long,0.649643750142357,-0.0012205599,1.25e-05,0.0012286804468767795,0.007145931984502862,0.008823155510441905,0.017197767941821547,0.0014846793751281213,0.015713088566693425,True,0.5327064103119857,0.0012330599
OMNI,PROVE,2025-09-19 06:00:00,long,0.6064964815899034,-0.0017213746,1.25e-05,0.0017289558060198738,-0.005270665602862601,-0.0012432498814912993,-0.004784959678334026,0.001445846833430913,-0.00623080651176494,True,0.48237680885888057,0.0017338745999999998
OMNI,PROVE,2025-09-19 07:00:00,long,0.60443066251929,-0.0011347414,1.25e-05,0.0011422967832814912,0.019979097294801074,0.0005913602568425002,0.021712754334925068,0.0014439875962673609,0.020268766738657705,True,0.48231633760425024,0.0011472414
ME,ANIME,2025-09-21 14:00:00,long,0.8927385914211795,-0.0012002279,1.25e-05,0.0012113871323927647,0.053112761835742095,0.003947426024855234,0.05827157499299009,0.0017034647322790616,0.056568110260711034,True,0.6658523511688962,0.0012127279
ME,MOVE,2025-09-22 01:00:00,long,0.7543038481559758,-0.0038865055,1.25e-05,0.0038959342981019496,-0.05266177145479578,0.05831516652410529,0.009549329367411458,0.0015788734633403782,0.00797045590407108,True,0.44028222881936363,0.0038990055
ME,MOVE,2025-09-22 02:00:00,long,0.7541602113303211,-0.0047444662,1.25e-05,0.0047538932026416295,0.030313673246942008,-0.0003067437612180269,0.03476082268836561,0.0015787441901972889,0.03318207849816832,True,0.44013307518768136,0.0047569662000000006
ME,MOVE,2025-09-22 03:00:00,long,0.7396915871184521,-0.0037110682,1.25e-05,0.003720314344838981,-0.04652474933292583,-0.001202946149159911,-0.04400738113724676,0.001565722428406607,-0.04557310356565337,True,0.4867288564592967,0.0037235682
ME,MOVE,2025-09-22 04:00:00,long,0.7418609785310856,-0.0036278747,1.25e-05,0.0036371479622316384,-0.009542008259878054,0.015116667122203437,0.009211806824557021,0.001567674880677977,0.0076441319438790446,True,0.48363052802953393,0.0036403747
OMNI,NOT,2025-09-22 04:00:00,long,0.8494493788009532,-0.0010458414,1.25e-05,0.0010564595172350118,-0.039470052442726944,0.012570110329439358,-0.02584348259605257,0.0016645044409208578,-0.02750798703697343,True,0.36149498492548415,0.0010583413999999999
ME,MOVE,2025-09-22 05:00:00,long,0.7378659075017244,-0.0027591448,1.25e-05,0.002768368123843772,-0.018570841786883285,0.010089324168209545,-0.005713149494829968,0.001564079316751552,-0.007277228811581519,True,0.4713767439503569,0.0027716448
OMNI,UMA,2025-09-22 05:00:00,long,0.8139778417453436,-0.0024481174,-7.4821e-06,0.002442027136390277,0.00407088122605348,0.0176734230284732,0.024186331390916957,0.0016325800575708092,0.022553751333346146,True,0.3475325479187815,0.0024406352999999997
ME,MOVE,2025-09-22 06:00:00,long,0.7337838319906457,-0.0026475745,1.25e-05,0.002656746797899883,0.05036208449060875,0.0012946950488828784,0.05431352633739151,0.001560405448791581,0.05275312088859993,True,0.47231603799441824,0.0026600745
OMNI,UMA,2025-09-22 06:00:00,long,0.8767069868716975,-0.0020876365,1.25e-05,0.002098595337335896,0.007989506320057238,0.009692238045817628,0.01978033970321076,0.0016890362881845276,0.018091303415026235,True,0.3711179159090495,0.0021001365
ME,MOVE,2025-09-22 07:00:00,long,0.7339977109439545,-0.004166735,1.25e-05,0.0041759099713868,-0.05229413185220966,0.0007413494260859611,-0.047376872454736894,0.001560597939849559,-0.04893747039458645,True,0.47164522309230467,0.004179235000000001
OMNI,UMA,2025-09-22 07:00:00,long,0.7778500783708887,-0.0025362068,-1.38872e-05,0.002525404640391648,0.02498521235064466,-0.0029643676767182204,0.024546249314318085,0.0016000650705337998,0.022946184243784286,True,0.33901823358495436,0.0025223196
ME,MOVE,2025-09-22 08:00:00,long,0.728439562658262,-0.0046808244,1.25e-05,0.0046899298945332285,0.009287925696594534,0.01221328443584079,0.026191140026968554,0.0015555956063924357,0.024635544420576118,True,0.45862503189456955,0.004693324400000001
OMNI,UMA,2025-09-22 08:00:00,long,0.7513744252070188,-0.0023718129,-5.83066e-05,0.002328002811939224,-0.01784354008448541,0.007543538057844849,-0.007971999214701337,0.0015762369826863168,-0.009548236197387653,True,0.32713276708672917,0.0023135063
ME,MOVE,2025-09-22 09:00:00,long,0.723967587845984,-0.0047355317,1.25e-05,0.004744581294848075,0.01883410336034741,-0.007258286870435299,0.016320397784760184,0.0015515708290613855,0.014768826955698798,True,0.44291571403146246,0.0047480317000000005
OMNI,UMA,2025-09-22 09:00:00,long,0.7562035565037383,-0.0023385692,-5.36657e-05,0.0022979870067977373,-0.0068158315314470475,-0.007346787578100173,-0.011864632102749482,0.0015805832008533643,-0.013445215303602848,True,0.32190812309695915,0.0022849035
ME,MOVE,2025-09-22 10:00:00,long,0.70987506989426,-0.0040353174,1.25e-05,0.004044190838373678,-0.03896667079667959,0.006805453711550994,-0.02811702624675492,0.001538887562904834,-0.02965591380965975,True,0.43550567371669086,0.0040478174000000006
OMNI,UMA,2025-09-22 10:00:00,long,0.7900946162358461,-0.0011870223,-2.15787e-05,0.0011699730853046316,-0.002603057409247822,0.002067263091096545,0.0006341787671533545,0.0016110851546122613,-0.0009769063874589068,True,0.33330508951109244,0.0011654436
ME,MOVE,2025-09-22 11:00:00,long,0.714398010097143,-0.0032240448,1.25e-05,0.003232974775126214,-0.036227680010313845,-0.00146869558354732,-0.03446340081873495,0.0015429582090874287,-0.036006359027822385,True,0.4381210525936114,0.0032365448
ME,MOVE,2025-09-22 12:00:00,long,0.7275974462976053,-0.0015316789,1.25e-05,0.00154077386807872,-0.02124272623904755,-0.0021147472366316714,-0.021816699607600503,0.0015548377016678448,-0.02337153730926835,True,0.44138380208749023,0.0015441788999999999
ME,MOVE,2025-09-22 13:00:00,long,0.7232198356154238,-0.0020070578,1.25e-05,0.0020160980479451925,-0.029904191780447453,0.0050548948619556335,-0.022833198870546627,0.0015508978520538813,-0.024384096722600508,True,0.4339207403130691,0.0020195578
ME,MOVE,2025-09-22 15:00:00,long,0.7267380162056737,-0.0011693895,1.25e-05,0.001178473725202571,-0.004664229992908164,0.007349671354141597,0.003863915086436003,0.0015540642145851062,0.002309850871850897,True,0.4303827381420742,0.0011818895
ME,MOVE,2025-09-22 23:00:00,long,0.7153550358685987,-0.0019178233,1.25e-05,0.0019267652379483574,0.018497855808138564,0.0028946781477248223,0.023319299193811743,0.0015438195322817387,0.021775479661530005,True,0.4189836652564227,0.0019303233
ME,MOVE,2025-09-23 00:00:00,long,0.713053535991628,-0.0026324907,1.25e-05,0.0026414038691998957,-0.08154376146667908,0.01621136583383458,-0.06269099176364461,0.0015417481823924652,-0.06423273994603708,True,0.4176993750716475,0.0026449907
ME,MOVE,2025-09-23 01:00:00,long,0.7098572264200351,-0.003559065,1.25e-05,0.0035679382153302507,-0.00807645325860451,0.007283807011474908,0.002775291968200648,0.0015388715037780317,0.0012364204644226165,True,0.41499494900527734,0.003571565
OMNI,UMA,2025-09-23 01:00:00,long,0.7808653033380288,-0.0019137384,7.0402e-06,0.0019192358479085605,0.0002327042561609538,0.0038970608100950452,0.006049000914164559,0.0016027787730042257,0.004446222141160333,True,0.327918192913768,0.0019207786
ME,MOVE,2025-09-23 02:00:00,long,0.7720981964444444,-0.0022491403,1.25e-05,0.0022587915274555554,0.006128391985280146,-0.010488777000585819,-0.0021015934878501185,0.0015948883768,-0.0036964818646501186,True,0.43488196744104995,0.0022616402999999998
OMNI,LINEA,2025-09-23 02:00:00,long,0.2656076525159584,-0.003225968,1.25e-05,0.0032292880956564496,0.023427866831072786,-0.004058470710984407,0.022598684215744826,0.0011390468872643626,0.021459637328480462,True,0.33104222929200333,0.003238468
ME,MOVE,2025-09-23 03:00:00,long,0.7723399102105745,-0.0016731461,1.25e-05,0.0016828003488776322,-0.005572675172076047,-0.00040860942256102197,-0.004298484245759436,0.001595105919189517,-0.005893590164948953,True,0.4356770969088618,0.0016856460999999999
OMNI,UMA,2025-09-23 03:00:00,long,0.8055174514260964,-0.0026321672,1.25e-05,0.002642236168142826,-0.0017276653784951135,0.005268793392975599,0.006183364182623312,0.0016249657062834867,0.004558398476339825,True,0.3448753923399142,0.0026446672
OMNI,UMA,2025-09-23 04:00:00,long,0.8335885886775377,-0.0033441919,1.25e-05,0.0033546117573584693,-0.000728696998679168,-0.0022516109426588735,0.00037430381602042775,0.0016502297298097838,-0.001275925913789356,True,0.3658162512943502,0.0033566919
ME,MOVE,2025-09-23 05:00:00,long,0.7696312553509417,-0.0012054061,1.25e-05,0.0012150264906918868,0.008727209885077247,-0.009907085459463708,3.5150916305426785e-05,0.0015926681298158475,-0.0015575172135104207,True,0.4356524054615077,0.0012179061
OMNI,UMA,2025-09-23 05:00:00,long,0.8352147340077806,-0.0023325926,1.25e-05,0.002343032784175097,-0.037099494097807884,-0.009421565313329728,-0.04417802662696252,0.0016516932606070024,-0.04582971988756952,True,0.3672824112030353,0.0023450925999999998
OMNI,UMA,2025-09-23 06:00:00,long,0.849664820490276,-0.0012663338,1.25e-05,0.0012769546102561285,-0.00771524589387973,0.0015560331350025845,-0.004882258148621016,0.0016646983384412484,-0.006546956487062264,True,0.3752677896179473,0.0012788338
