t,time,close
1766419200000,2025-12-22 16:00:00,164.28
1766433600000,2025-12-22 20:00:00,165.11
1766448000000,2025-12-23 00:00:00,164.58
1766462400000,2025-12-23 04:00:00,162.99
1766476800000,2025-12-23 08:00:00,163.55
1766491200000,2025-12-23 12:00:00,159.16
1766505600000,2025-12-23 16:00:00,157.26
1766520000000,2025-12-23 20:00:00,157.69
1766534400000,2025-12-24 00:00:00,157.26
1766548800000,2025-12-24 04:00:00,156.84
1766563200000,2025-12-24 08:00:00,157.57
1766577600000,2025-12-24 12:00:00,157.06
1766592000000,2025-12-24 16:00:00,158.62
1766606400000,2025-12-24 20:00:00,159.11
1766620800000,2025-12-25 00:00:00,159.23
1766635200000,2025-12-25 04:00:00,159.5
1766649600000,2025-12-25 08:00:00,158.57
1766664000000,2025-12-25 12:00:00,159.19
1766678400000,2025-12-25 16:00:00,159.59
1766692800000,2025-12-25 20:00:00,158.67
1766707200000,2025-12-26 00:00:00,160.88
1766721600000,2025-12-26 04:00:00,160.97
1766736000000,2025-12-26 08:00:00,160.34
1766750400000,2025-12-26 12:00:00,156.75
1766764800000,2025-12-26 16:00:00,158.03
1766779200000,2025-12-26 20:00:00,158.62
1766793600000,2025-12-27 00:00:00,158.44
1766808000000,2025-12-27 04:00:00,158.23
1766822400000,2025-12-27 08:00:00,158.01
1766836800000,2025-12-27 12:00:00,158.46
1766851200000,2025-12-27 16:00:00,157.91
1766865600000,2025-12-27 20:00:00,158.73
1766880000000,2025-12-28 00:00:00,158.65
1766894400000,2025-12-28 04:00:00,159.61
1766908800000,2025-12-28 08:00:00,159.02
1766923200000,2025-12-28 12:00:00,159.13
1766937600000,2025-12-28 16:00:00,159.02
1766952000000,2025-12-28 20:00:00,158.98
1766966400000,2025-12-29 00:00:00,161.92
1766980800000,2025-12-29 04:00:00,161.16
1766995200000,2025-12-29 08:00:00,158.0
1767009600000,2025-12-29 12:00:00,158.31
1767024000000,2025-12-29 16:00:00,156.67
1767038400000,2025-12-29 20:00:00,155.36
1767052800000,2025-12-30 00:00:00,155.46
1767067200000,2025-12-30 04:00:00,155.83
1767081600000,2025-12-30 08:00:00,156.23
1767096000000,2025-12-30 12:00:00,157.78
1767110400000,2025-12-30 16:00:00,156.73
